水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
Ⅴ类,25.1,7.62,8.5,98.5,48.0,12.24,0.056,0.037,0.47
Ⅳ类,30.7,7.65,6.7,257.5,60.2,7.11,0.084,0.174,0.94
Ⅴ类,25.8,7.41,8.91,91.3,12.8,10.94,0.008,0.054,1.89
Ⅱ类,25.6,7.23,8.74,124.7,17.1,3.89,0.004,0.063,2.72
Ⅳ类,25.2,7.17,6.51,180.2,240.6,6.98,0.07,0.172,3.37
Ⅳ类,25.6,7.17,8.67,88.6,13.5,7.52,0.005,0.057,2.35
Ⅲ类,27.8,6.88,6.17,189.6,68.8,5.69,0.037,0.166,3.23
Ⅳ类,26.0,7.37,7.36,77.1,24.8,9.12,0.055,0.049,0.8
Ⅳ类,26.2,6.85,7.35,170.5,69.7,6.1,0.129,0.089,2.4
Ⅴ类,21.9,6.97,5.32,122.3,100.3,6.03,0.106,0.104,2.93
Ⅳ类,19.1,7.24,8.7,59.4,7.5,7.8,0.028,0.028,0.33
劣Ⅵ类,32.5,7.41,1.83,499.6,56.0,4.4,0.541,0.228,2.9
Ⅳ类,31.8,7.23,3.84,499.2,59.3,4.6,0.267,0.199,2.47
Ⅴ类,32.2,7.52,2.94,541.5,119.8,3.95,0.346,0.173,2.33
Ⅴ类,31.6,7.29,2.01,530.9,20.9,4.81,0.493,0.256,3.81
Ⅴ类,33.3,7.34,2.97,481.1,40.4,3.71,0.066,0.126,1.86
劣Ⅵ类,30.7,7.44,1.79,473.1,35.3,3.47,0.414,0.155,2.9
劣Ⅵ类,31.3,7.26,1.47,520.8,61.4,3.75,0.619,0.2,3.32
Ⅴ类,31.7,7.32,2.68,498.0,40.3,4.2,0.566,0.261,2.4
劣Ⅵ类,31.3,7.41,0.55,440.8,57.8,3.03,0.611,0.138,1.97
Ⅳ类,32.4,7.56,3.53,584.0,46.2,3.77,0.039,0.175,2.28
Ⅴ类,33.0,7.43,2.72,547.3,32.4,4.42,0.016,0.098,2.03
Ⅴ类,32.5,7.25,2.7,396.7,37.7,3.54,0.078,0.072,1.79
Ⅴ类,31.9,7.52,2.23,559.7,37.9,4.17,0.106,0.171,1.94
Ⅲ类,28.8,7.87,7.42,619.0,93.0,5.35,0.004,0.12,1.28
Ⅲ类,32.1,8.03,6.27,376.2,34.1,2.42,0.007,0.103,1.25
Ⅳ类,25.0,7.4,4.36,383.9,12.6,5.06,0.628,0.098,1.66
劣Ⅵ类,30.1,7.02,1.0,436.8,35.5,5.42,0.949,0.164,2.43
劣Ⅵ类,30.4,7.35,1.46,422.0,10.0,6.28,0.862,0.151,2.6
Ⅲ类,33.2,8.68,8.36,444.0,21.0,2.17,0.007,0.031,0.48
Ⅳ类,31.6,8.89,8.75,427.6,45.3,3.84,0.009,0.067,1.05
Ⅳ类,33.6,8.88,5.07,529.4,28.2,6.67,0.663,0.066,0.93
Ⅳ类,32.0,7.43,3.13,423.5,52.7,3.71,0.12,0.136,2.34
Ⅴ类,32.0,7.33,2.3,456.7,55.9,5.32,0.064,0.159,2.06
Ⅳ类,32.8,7.09,4.66,385.9,29.4,2.02,0.157,0.155,2.54
Ⅱ类,32.6,7.8,6.21,327.2,69.2,1.95,0.092,0.07,1.98
Ⅱ类,30.3,7.63,9.01,152.7,1.5,2.17,0.025,0.022,2.2
Ⅳ类,31.7,7.08,3.2,369.0,38.9,4.02,0.198,0.095,2.52
Ⅲ类,30.2,7.74,5.93,287.0,31.7,2.04,0.028,0.1,1.67
Ⅲ类,33.6,8.67,8.78,484.2,24.3,4.17,0.156,0.118,1.37
Ⅳ类,28.6,7.27,5.04,665.9,16.5,3.57,0.318,0.216,6.83
劣Ⅵ类,30.4,7.58,1.61,1373.1,31.2,5.54,0.032,0.098,1.4
Ⅲ类,30.6,8.84,12.69,1373.4,2.5,4.7,0.016,0.058,0.61
Ⅲ类,30.7,8.74,12.47,1171.8,6.3,5.05,0.012,0.05,0.68
Ⅳ类,30.8,8.38,12.2,1408.8,20.3,6.96,0.1,0.095,1.22
Ⅳ类,29.8,7.62,4.98,1044.7,8.2,2.88,0.105,0.12,2.63
Ⅳ类,31.5,7.7,7.36,448.3,20.6,5.76,0.746,0.228,3.15
Ⅴ类,29.1,7.82,8.39,833.7,43.8,4.65,0.282,0.358,7.68
劣Ⅵ类,31.7,7.96,12.21,834.3,27.4,9.02,0.204,0.447,2.82
Ⅲ类,34.6,8.25,9.1,408.6,19.7,4.49,0.185,0.098,3.28
Ⅴ类,30.4,7.53,2.91,359.4,21.3,4.0,0.416,0.132,2.16
Ⅲ类,31.4,7.5,5.12,293.3,32.7,4.65,0.151,0.067,1.21
Ⅱ类,29.1,8.18,9.8,316.4,32.7,2.53,0.125,0.093,1.75
Ⅲ类,31.6,7.53,5.58,528.4,17.9,2.71,0.129,0.123,2.55
Ⅳ类,31.7,7.17,4.22,606.7,32.7,4.81,0.517,0.153,1.97
Ⅳ类,30.5,7.2,3.39,589.8,33.5,3.38,0.051,0.1,0.87
Ⅳ类,31.7,7.49,3.17,566.4,46.1,4.54,0.416,0.206,2.75
Ⅲ类,32.7,7.5,6.0,473.7,39.0,5.57,0.988,0.161,2.21
Ⅳ类,31.0,7.28,3.23,585.0,63.2,4.77,0.373,0.279,3.25
劣Ⅵ类,30.2,7.29,2.37,831.9,65.8,7.69,1.864,0.456,3.85
Ⅳ类,29.3,7.68,4.84,303.4,57.6,1.82,0.021,0.074,1.29
Ⅴ类,29.2,7.53,2.46,385.3,37.4,2.64,0.152,0.125,2.08
Ⅴ类,31.1,7.47,2.39,888.1,53.9,3.07,0.046,0.194,2.1
劣Ⅵ类,28.2,7.28,0.55,913.9,31.6,5.96,1.42,0.367,2.98
劣Ⅵ类,29.6,7.43,1.8,963.3,25.0,7.28,0.935,0.445,3.87
Ⅴ类,31.1,8.04,10.65,730.5,10.2,6.9,1.67,0.185,6.01
Ⅳ类,28.3,7.45,4.08,863.0,59.6,5.64,0.568,0.209,2.75
劣Ⅵ类,29.0,7.32,0.76,1006.3,20.3,7.71,0.86,0.326,5.96
劣Ⅵ类,27.3,7.1,4.2,670.1,12.4,7.85,2.036,0.189,6.6
Ⅳ类,31.6,8.04,10.73,630.8,14.7,4.93,0.038,0.206,4.97
劣Ⅵ类,26.5,7.41,1.75,663.9,71.2,5.71,1.48,0.172,2.62
Ⅲ类,27.5,7.8,11.7,1223.4,45.1,4.35,0.262,0.13,6.3
Ⅳ类,28.4,8.68,14.53,3443.6,35.6,8.01,0.064,0.12,5.22
劣Ⅵ类,26.3,7.34,5.7,624.9,32.7,6.2,0.138,0.491,5.39
Ⅳ类,27.7,7.55,7.48,654.4,46.5,4.94,0.1,0.219,4.02
Ⅴ类,30.6,7.5,2.62,1013.9,14.6,7.08,1.288,0.301,4.92
Ⅳ类,29.0,7.87,5.65,546.1,13.4,6.76,1.066,0.259,6.65
Ⅲ类,30.7,7.55,5.23,357.9,52.4,3.99,0.144,0.118,2.18
Ⅳ类,28.8,7.13,3.27,400.3,33.8,7.63,1.289,0.131,3.86
Ⅴ类,26.8,7.15,2.28,561.6,44.0,4.63,0.399,0.165,2.43
Ⅴ类,28.1,7.28,2.79,490.1,111.8,5.49,0.842,0.226,1.69
劣Ⅵ类,28.0,7.32,1.0,856.8,73.3,6.9,1.239,0.227,3.68
Ⅳ类,29.6,7.34,3.49,660.7,16.3,4.78,0.026,0.179,1.95
Ⅴ类,28.2,7.15,2.15,514.4,33.6,8.2,1.823,0.238,3.94
Ⅳ类,29.5,7.42,4.88,692.6,54.5,3.56,0.046,0.168,2.33
劣Ⅵ类,28.6,7.32,1.85,444.2,12.2,3.64,0.136,0.131,1.58
劣Ⅵ类,29.9,7.45,1.6,674.3,17.1,7.82,1.82,0.241,4.29
劣Ⅵ类,29.3,7.26,0.24,570.5,19.2,6.46,0.416,0.173,2.53
Ⅴ类,28.3,7.3,2.28,876.2,27.4,8.93,1.196,0.215,4.22
劣Ⅵ类,28.1,7.4,1.92,758.4,19.7,8.81,1.558,0.334,3.49
劣Ⅵ类,26.5,7.18,0.52,813.3,24.4,7.06,1.385,0.3,4.05
劣Ⅵ类,29.0,7.18,0.46,804.2,15.5,7.57,0.609,0.301,3.24
Ⅲ类,30.4,8.21,7.6,765.6,22.1,3.44,0.036,0.106,1.38
劣Ⅵ类,27.5,7.36,0.24,1303.0,25.9,6.86,1.626,0.484,5.21
Ⅲ类,28.2,7.76,5.37,440.1,205.0,5.9,0.15,0.131,2.97
Ⅳ类,32.6,7.78,6.85,522.1,70.0,6.14,0.264,0.113,2.36
Ⅴ类,28.3,7.13,2.77,688.6,48.1,7.38,1.535,0.224,4.37
Ⅴ类,29.6,7.07,2.84,558.6,34.4,6.26,1.016,0.222,2.75
Ⅳ类,31.0,7.66,4.02,590.8,35.4,4.58,0.983,0.172,2.25
Ⅳ类,29.8,7.6,4.85,277.1,36.6,2.11,0.056,0.076,1.33
劣Ⅵ类,29.1,7.23,1.37,575.0,33.6,7.91,1.923,0.304,3.97
Ⅳ类,29.6,7.53,3.74,303.9,25.1,3.47,0.543,0.128,1.88
Ⅳ类,31.3,7.38,3.62,322.6,3.3,2.9,0.415,0.082,1.15
Ⅳ类,30.3,7.33,3.03,320.0,31.5,2.93,0.064,0.12,2.03
劣Ⅵ类,29.5,7.33,1.47,454.8,29.3,4.6,0.601,0.141,2.52
Ⅱ类,31.3,8.61,10.19,320.6,35.2,2.86,0.01,0.076,1.72
劣Ⅵ类,29.6,7.31,1.1,407.1,7.3,3.31,1.044,0.214,2.25
Ⅱ类,30.5,7.96,6.88,307.6,49.6,2.24,0.024,0.076,1.74
Ⅴ类,30.8,7.04,2.27,373.2,22.0,3.1,0.068,0.121,1.56
Ⅲ类,29.9,8.12,5.81,848.2,23.9,3.8,0.102,0.11,2.04
Ⅴ类,32.1,8.97,16.1,716.2,26.2,10.18,0.236,0.116,2.81
Ⅳ类,30.5,7.67,5.23,662.5,37.6,7.1,0.08,0.277,2.77
Ⅳ类,31.2,7.3,3.0,583.0,13.0,6.58,1.445,0.286,3.39
Ⅳ类,30.1,8.81,14.44,1271.7,11.9,6.88,0.074,0.067,1.48
Ⅴ类,30.5,7.41,5.21,737.6,14.8,10.27,0.663,0.319,4.79
Ⅱ类,30.7,7.55,6.39,243.9,22.7,2.92,0.091,0.07,2.48
Ⅳ类,30.9,7.07,3.94,213.9,23.6,3.1,0.208,0.07,3.15
Ⅱ类,27.9,7.4,9.42,120.3,11.3,1.78,0.021,0.048,1.39
Ⅱ类,16.9,7.08,6.15,148.0,6.6,1.11,0.008,0.028,0.87
Ⅱ类,29.0,7.39,6.52,185.7,15.9,3.14,0.044,0.064,1.85
Ⅴ类,32.4,7.16,2.59,304.0,30.4,2.74,0.12,0.125,2.21
Ⅱ类,29.8,8.95,10.69,107.0,1.3,1.51,0.011,0.043,1.08
Ⅳ类,32.5,7.33,3.4,358.1,28.3,4.96,0.055,0.118,3.02
Ⅲ类,34.1,7.52,5.9,213.7,26.2,2.43,0.087,0.072,2.28
Ⅳ类,33.0,8.48,6.28,129.6,18.9,5.18,0.031,0.054,0.91
Ⅳ类,33.1,7.22,3.24,225.7,46.5,3.78,0.257,0.126,2.53
Ⅱ类,26.7,6.96,7.21,51.7,43.0,1.64,0.014,0.019,0.7
Ⅱ类,28.6,6.52,6.13,78.0,37.3,1.17,0.053,0.044,1.52
Ⅳ类,29.6,7.93,4.73,15400.0,1824.0,1.97,0.249,0.135,1.72
Ⅱ类,32.1,8.33,9.36,69.5,15.2,0.35,0.014,0.021,1.02
Ⅱ类,31.4,8.11,8.59,47.3,5.3,2.08,0.024,0.017,0.79
Ⅳ类,29.5,8.31,3.31,1078.4,1155.8,1.39,0.002,0.091,1.51
Ⅱ类,31.0,7.88,6.07,46180.0,636.6,2.0,0.428,0.071,1.91
Ⅴ类,32.0,7.17,2.93,498.4,30.3,5.58,0.404,0.11,2.62
Ⅲ类,31.8,8.12,7.42,592.2,13.9,2.74,0.046,0.108,0.7
Ⅳ类,33.2,7.05,3.25,494.0,23.7,4.58,0.086,0.1,1.72
劣Ⅵ类,33.1,7.19,1.6,453.3,36.5,4.88,0.32,0.153,2.96
劣Ⅵ类,32.9,7.16,1.39,430.6,60.7,5.52,0.051,0.162,2.9
Ⅳ类,31.6,7.22,3.87,506.8,18.4,4.2,0.119,0.141,1.62
Ⅳ类,31.7,7.25,3.48,392.3,31.6,3.36,0.094,0.165,3.07
Ⅴ类,33.2,7.22,2.92,609.7,38.3,6.33,0.618,0.173,4.2
劣Ⅵ类,32.1,7.25,1.75,536.8,13.7,6.7,0.573,0.224,3.18
Ⅴ类,32.0,7.16,2.95,522.6,54.7,4.71,0.161,0.109,2.24
劣Ⅵ类,32.3,7.26,1.71,481.8,44.8,4.69,0.331,0.202,2.28
劣Ⅵ类,32.6,7.27,1.67,520.9,61.8,6.12,0.016,0.164,2.83
Ⅴ类,32.9,7.34,2.59,497.0,32.4,5.99,0.031,0.198,2.82
Ⅴ类,31.0,7.09,2.33,302.8,81.1,4.19,0.202,0.144,2.88
Ⅴ类,31.2,7.19,2.84,296.1,32.9,3.39,0.289,0.075,1.97
劣Ⅵ类,33.5,9.22,10.64,275.4,44.6,4.47,0.049,0.067,1.2
Ⅳ类,33.7,7.21,3.58,304.2,43.5,3.69,0.105,0.11,3.17
Ⅲ类,30.7,7.09,5.67,172.2,15.2,1.6,0.039,0.038,3.01
Ⅱ类,34.6,8.97,8.66,252.6,38.2,3.34,0.07,0.036,1.96
Ⅱ类,25.0,7.24,7.25,116.5,7.0,1.66,0.042,0.028,1.43
Ⅱ类,28.6,6.49,7.11,163.2,6.9,1.98,0.037,0.027,1.81
Ⅲ类,30.8,6.3,5.13,157.8,0.1,2.53,0.063,0.043,2.08
Ⅲ类,32.5,7.72,5.87,330.1,29.6,4.29,0.059,0.073,1.2
Ⅱ类,32.4,7.84,6.44,367.4,20.7,3.68,0.009,0.065,2.44
Ⅲ类,32.6,7.74,7.46,335.0,20.7,3.78,0.857,0.112,3.41
Ⅲ类,33.2,7.48,6.69,324.8,23.0,4.04,0.338,0.051,1.8
Ⅱ类,31.4,8.48,6.1,333.0,11.2,3.87,0.043,0.047,2.3
Ⅱ类,31.0,7.11,6.56,144.8,17.2,3.13,0.153,0.092,2.39
Ⅴ类,33.6,6.9,2.67,345.7,75.8,3.85,0.056,0.127,3.1
Ⅱ类,31.9,7.44,6.99,178.9,14.4,2.28,0.046,0.042,3.51
Ⅲ类,31.0,7.34,6.64,488.8,11.3,4.4,0.629,0.186,4.55
Ⅳ类,31.3,7.15,4.02,339.2,15.2,3.36,0.079,0.15,2.6
Ⅲ类,31.8,7.25,6.75,308.9,13.6,3.17,0.292,0.145,2.96
Ⅱ类,28.2,7.87,7.54,154.6,21.8,2.06,0.07,0.085,2.16
Ⅱ类,30.5,7.84,9.88,152.2,5.4,1.52,0.018,0.027,1.22
Ⅲ类,30.6,7.34,6.66,270.6,42.9,3.72,0.063,0.142,3.39
Ⅲ类,31.4,8.37,8.08,226.2,33.6,3.61,0.029,0.135,2.25
Ⅱ类,30.8,7.09,6.78,197.8,11.4,2.73,0.005,0.091,1.88
Ⅱ类,29.7,7.48,7.02,178.7,3.4,2.54,0.02,0.049,1.72
Ⅱ类,29.9,7.29,7.67,153.7,21.5,2.0,0.06,0.062,1.65
Ⅱ类,27.5,7.87,9.34,145.0,5.0,1.02,0.011,0.029,1.25
Ⅱ类,28.6,7.23,6.12,164.6,19.8,1.04,0.009,0.044,1.55
Ⅳ类,24.8,6.61,4.98,46.1,22.4,1.18,0.053,0.042,1.22
Ⅱ类,25.8,7.23,7.98,51.8,15.8,2.19,0.039,0.045,0.62
Ⅳ类,32.1,7.27,3.36,936.7,20.1,3.79,0.24,0.133,1.82
Ⅳ类,32.1,7.7,4.19,16648.1,2271.1,3.2,0.048,0.066,1.39
Ⅲ类,32.3,7.64,7.02,1028.4,26.7,5.09,0.167,0.154,2.48
