水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
Ⅲ类,19.2,8.29,9.04,463.7,1132.1,3.19,0.013,0.188,3.86
Ⅴ类,24.4,8.24,6.37,726.9,3236.0,6.47,0.008,0.386,14.44
Ⅴ类,22.9,8.33,7.28,638.2,713.6,4.31,0.011,0.302,3.79
Ⅲ类,24.9,8.33,7.58,670.2,86.5,3.73,0.014,0.174,5.56
劣Ⅵ类,20.5,8.15,8.09,596.6,1838.0,10.3,0.68,0.457,7.38
Ⅱ类,18.9,7.84,6.31,494.5,30.4,2.46,0.117,0.034,3.06
劣Ⅵ类,25.8,6.88,3.27,768.4,45.6,6.36,2.007,0.157,4.07
Ⅱ类,23.2,8.2,7.04,903.1,90.5,1.34,0.058,0.025,1.54
Ⅲ类,19.8,6.72,7.84,101.8,1776.8,4.22,0.125,0.043,1.42
Ⅳ类,23.7,8.66,6.83,2972.5,84.8,6.45,0.112,0.053,1.15
Ⅱ类,15.3,8.14,7.63,753.7,7.4,2.42,0.091,0.009,7.48
Ⅳ类,22.9,7.11,3.3,863.1,4.3,3.72,0.829,0.142,9.11
Ⅱ类,28.6,7.62,7.04,274.3,3.9,2.34,0.008,0.07,5.51
Ⅲ类,28.4,8.27,8.62,353.0,29.0,4.4,0.058,0.163,1.82
Ⅱ类,27.0,8.01,6.78,537.0,9.9,3.95,0.008,0.096,5.1
Ⅲ类,28.4,8.51,12.25,626.7,5.3,4.85,0.007,0.105,4.38
Ⅳ类,28.2,7.74,13.39,529.8,19.2,8.83,0.033,0.174,4.16
Ⅲ类,24.5,7.99,5.66,290.4,8.5,1.81,0.039,0.033,4.88
Ⅳ类,21.7,6.89,7.95,202.9,66.9,4.0,0.138,0.227,3.58
Ⅱ类,21.9,7.51,7.63,251.4,24.8,2.37,0.024,0.05,8.25
Ⅱ类,15.1,7.76,12.04,272.7,21.5,2.09,0.037,0.038,4.29
Ⅱ类,18.5,7.78,7.76,303.4,25.7,2.34,0.072,0.062,4.49
Ⅱ类,18.2,7.66,8.58,209.0,33.2,2.51,0.02,0.046,3.98
Ⅰ类,21.2,7.54,8.59,202.4,2.8,1.15,0.007,0.009,7.15
Ⅲ类,21.0,7.2,5.86,161.6,8.6,1.0,0.009,0.022,2.83
Ⅱ类,21.3,7.34,9.8,158.0,10.0,1.35,0.063,0.038,4.21
Ⅱ类,22.9,8.02,8.5,748.5,18.5,2.1,0.021,0.06,4.6
Ⅲ类,25.8,8.02,6.01,689.5,53.8,3.19,0.026,0.11,4.98
Ⅱ类,22.5,7.88,6.76,476.4,9.6,3.13,0.051,0.063,2.0
Ⅲ类,25.4,7.99,8.43,612.4,35.7,3.13,0.03,0.122,4.69
Ⅱ类,27.2,7.96,6.17,254.2,6.6,1.66,0.022,0.022,5.56
Ⅳ类,28.3,8.18,6.56,531.3,26.0,6.36,0.102,0.105,4.8
Ⅲ类,21.6,7.49,6.73,365.6,43.4,3.66,0.102,0.113,4.91
Ⅱ类,21.1,7.59,8.35,345.2,40.5,3.44,0.058,0.064,5.45
Ⅱ类,20.5,7.79,6.71,409.2,9.5,1.21,0.04,0.026,2.82
Ⅱ类,22.4,7.94,7.18,432.3,10.2,2.15,0.011,0.038,7.89
Ⅳ类,24.2,7.53,4.81,532.5,49.0,4.68,0.056,0.214,4.85
Ⅱ类,25.4,8.23,7.18,760.2,22.4,2.47,0.023,0.063,9.24
Ⅲ类,19.9,8.07,7.64,852.2,113.5,3.57,0.022,0.117,14.38
Ⅳ类,21.3,7.34,3.93,606.8,3.5,2.02,0.021,0.093,7.73
Ⅲ类,26.5,7.9,7.78,906.4,21.0,3.15,0.042,0.165,8.59
Ⅱ类,23.8,8.68,8.11,291.2,38.4,3.48,0.044,0.036,1.43
Ⅲ类,20.1,6.97,8.1,164.7,168.2,5.73,0.284,0.179,4.91
Ⅳ类,20.1,7.53,4.49,367.4,146.8,6.77,0.003,0.244,4.22
Ⅳ类,19.2,7.18,9.38,163.0,251.6,5.38,0.132,0.206,8.63
Ⅳ类,23.7,6.94,5.08,193.4,147.6,6.6,0.119,0.204,4.96
Ⅳ类,19.0,7.09,9.17,160.2,291.2,5.09,0.124,0.213,7.58
Ⅲ类,21.0,6.7,7.88,146.1,25.2,5.09,0.058,0.112,3.57
Ⅲ类,25.0,7.8,6.86,422.7,85.1,4.56,0.016,0.117,1.95
Ⅲ类,17.7,7.08,5.49,131.9,32.5,2.04,0.002,0.023,2.38
Ⅱ类,19.3,7.24,7.62,105.7,32.2,3.11,0.015,0.028,2.44
Ⅱ类,15.0,7.5,9.61,99.2,37.4,3.4,0.07,0.062,1.63
Ⅱ类,9.7,7.87,7.63,289.9,18.4,0.8,0.004,0.031,1.82
Ⅲ类,23.7,6.65,7.16,198.8,40.5,4.75,0.104,0.096,3.67
Ⅳ类,24.7,7.22,6.81,123.1,42.3,8.44,0.197,0.118,1.93
Ⅲ类,22.1,7.62,7.61,229.7,68.0,3.16,0.022,0.111,2.34
Ⅲ类,21.0,6.88,8.31,103.4,27.7,5.84,0.027,0.107,1.32
Ⅱ类,12.8,7.67,10.0,215.2,19.1,1.25,0.06,0.07,0.78
Ⅳ类,27.6,7.08,5.99,142.9,60.1,6.78,0.054,0.202,2.87
Ⅲ类,24.9,8.72,10.07,61.7,10.8,5.73,0.024,0.037,2.03
Ⅴ类,26.7,7.11,2.84,195.1,165.0,7.11,0.109,0.201,3.51
Ⅳ类,26.3,7.33,6.57,264.0,144.0,7.74,0.176,0.204,2.62
Ⅳ类,27.5,7.15,3.09,195.7,109.3,5.5,0.134,0.082,6.2
Ⅳ类,21.9,7.34,7.87,98.9,150.1,7.76,0.012,0.083,1.13
Ⅳ类,28.5,6.69,4.25,167.7,229.2,8.67,0.175,0.179,2.13
Ⅲ类,24.1,7.47,6.65,260.7,19.7,5.88,0.044,0.07,1.09
Ⅳ类,23.5,7.06,6.15,71.3,48.2,9.91,0.032,0.066,1.78
Ⅳ类,28.7,7.5,5.5,263.2,54.6,6.88,0.105,0.169,1.04
Ⅲ类,25.4,7.21,8.05,127.0,14.2,4.27,0.011,0.064,2.71
Ⅳ类,24.8,7.18,6.33,180.7,189.3,6.82,0.071,0.171,3.4
Ⅳ类,24.1,6.98,7.49,90.1,13.1,7.36,0.005,0.053,2.26
Ⅲ类,27.4,6.89,5.97,189.5,63.4,3.23,0.033,0.152,3.06
Ⅳ类,25.4,7.33,6.75,78.3,21.4,9.28,0.046,0.046,0.79
Ⅳ类,25.6,6.84,6.81,172.1,70.9,6.11,0.133,0.098,2.44
Ⅴ类,21.8,6.94,5.31,119.8,108.3,6.26,0.084,0.109,2.86
Ⅳ类,18.5,7.19,8.27,59.7,7.1,8.07,0.028,0.028,0.31
劣Ⅵ类,32.0,7.38,1.1,506.7,34.2,4.15,0.711,0.208,2.78
Ⅳ类,29.6,7.18,4.08,449.6,69.3,6.31,0.559,0.289,3.02
劣Ⅵ类,31.0,7.28,1.33,492.3,15.2,4.44,0.394,0.228,3.33
Ⅳ类,32.7,7.36,3.04,467.6,36.2,3.57,0.079,0.117,1.82
劣Ⅵ类,31.2,7.38,1.19,535.2,22.1,3.33,0.222,0.147,2.62
劣Ⅵ类,30.7,7.28,1.48,521.5,56.3,3.59,0.665,0.206,3.41
Ⅴ类,31.0,7.27,2.34,497.3,48.0,4.46,0.783,0.276,2.67
劣Ⅵ类,30.6,7.41,0.27,434.2,68.8,2.91,0.895,0.145,2.22
Ⅳ类,31.7,7.52,3.17,585.4,37.3,3.6,0.094,0.194,2.3
Ⅳ类,31.8,7.4,3.08,534.9,54.4,4.47,0.014,0.126,2.03
Ⅳ类,31.0,7.33,3.16,514.7,15.2,3.37,0.059,0.095,2.03
Ⅴ类,31.2,7.23,2.62,399.8,34.2,3.7,0.107,0.082,1.95
Ⅴ类,30.5,7.49,2.44,550.7,50.7,5.32,0.256,0.259,2.41
Ⅳ类,27.7,7.29,4.32,597.5,91.6,5.22,0.055,0.129,1.49
Ⅲ类,30.8,7.61,5.35,378.0,125.6,2.54,0.0002,0.104,1.28
劣Ⅵ类,29.6,7.0,0.77,440.9,32.6,5.33,0.632,0.137,1.97
劣Ⅵ类,29.2,7.26,0.3,418.0,10.2,5.51,0.704,0.137,2.36
Ⅱ类,30.5,7.75,6.42,214.6,31.1,3.49,0.01,0.062,1.29
Ⅲ类,32.0,8.46,6.85,445.0,36.0,2.33,0.005,0.039,0.6
Ⅳ类,30.6,8.52,6.58,426.6,54.7,3.34,0.039,0.07,0.8
Ⅴ类,32.8,8.16,2.69,523.1,27.6,3.25,0.326,0.073,1.15
Ⅴ类,31.3,7.4,2.94,401.5,43.6,3.94,0.09,0.133,1.94
Ⅴ类,31.9,7.33,2.11,460.7,49.5,5.16,0.033,0.121,1.91
Ⅳ类,32.3,7.07,4.62,386.2,29.0,1.96,0.128,0.138,2.32
Ⅲ类,32.1,8.69,7.28,435.4,19.9,3.08,0.004,0.044,0.61
Ⅲ类,30.0,7.74,5.32,298.3,24.9,2.25,0.029,0.066,1.69
Ⅱ类,29.4,7.39,8.09,152.0,2.2,2.34,0.031,0.022,2.16
Ⅴ类,31.2,7.07,2.83,388.3,37.0,3.95,0.142,0.095,2.38
Ⅲ类,29.6,7.69,5.67,291.0,25.5,1.86,0.029,0.094,1.63
Ⅲ类,31.8,7.84,5.94,489.1,28.0,3.19,0.203,0.108,1.35
Ⅲ类,29.6,7.85,11.02,367.1,6.1,4.71,0.019,0.084,4.16
Ⅳ类,28.8,7.25,4.88,664.0,16.4,4.05,0.112,0.212,6.83
劣Ⅵ类,29.7,7.5,1.02,1343.3,35.6,5.38,0.03,0.099,1.26
Ⅲ类,29.9,8.53,8.3,1375.0,1.4,4.78,0.015,0.053,0.66
Ⅲ类,30.1,8.58,9.79,1177.7,6.4,4.84,0.009,0.046,0.65
Ⅳ类,31.1,8.44,15.47,1404.7,20.7,7.95,0.048,0.104,1.23
Ⅳ类,28.3,7.61,4.99,1087.5,6.7,2.16,0.077,0.103,2.46
Ⅳ类,29.4,7.49,4.7,468.0,16.4,6.11,0.76,0.221,3.2
Ⅴ类,28.4,7.55,3.16,992.7,41.9,5.3,0.162,0.336,8.48
劣Ⅵ类,29.6,7.31,7.04,846.2,25.1,8.78,0.179,0.414,2.69
Ⅲ类,33.4,7.7,6.77,406.9,21.5,4.71,0.143,0.09,3.37
Ⅴ类,29.9,7.48,2.95,395.9,27.4,3.26,0.436,0.119,2.05
Ⅳ类,30.8,7.34,3.99,297.0,25.5,4.62,0.231,0.068,1.41
Ⅱ类,28.5,7.93,6.99,326.2,18.1,2.73,0.223,0.097,1.97
Ⅲ类,31.0,7.52,5.49,525.5,27.8,2.72,0.112,0.125,2.75
Ⅴ类,30.6,7.21,2.59,591.5,60.7,6.26,0.234,0.172,1.86
Ⅳ类,29.1,7.23,3.74,575.3,32.3,3.35,0.024,0.098,0.84
劣Ⅵ类,31.0,7.38,1.53,572.5,41.7,4.43,0.433,0.206,2.69
Ⅱ类,31.2,7.94,6.52,569.7,19.2,3.36,0.012,0.09,1.66
Ⅴ类,31.6,7.27,2.11,468.1,31.2,5.91,0.874,0.149,2.29
Ⅴ类,30.6,7.22,2.9,604.6,34.4,4.95,0.415,0.311,3.3
Ⅴ类,29.9,7.25,2.12,753.7,44.5,6.26,1.591,0.367,3.42
Ⅳ类,29.3,7.57,4.13,300.1,63.5,1.94,0.025,0.075,1.4
Ⅳ类,29.7,7.74,4.7,380.6,31.3,2.57,0.088,0.112,2.04
劣Ⅵ类,31.8,7.37,1.09,935.9,10.5,5.45,0.194,0.207,1.27
Ⅴ类,30.1,7.39,2.12,445.5,34.1,2.97,0.092,0.212,2.08
劣Ⅵ类,31.7,7.39,1.17,1114.8,5.9,5.08,0.305,0.255,1.7
劣Ⅵ类,27.6,7.4,0.22,892.4,48.3,6.62,1.467,0.361,3.15
劣Ⅵ类,30.4,7.42,1.48,748.8,38.9,6.23,1.126,0.353,3.35
劣Ⅵ类,29.4,7.42,1.02,1003.4,21.3,6.69,1.102,0.387,3.88
Ⅳ类,27.9,7.3,4.16,728.7,12.4,6.51,1.387,0.165,5.85
Ⅳ类,27.7,7.39,3.52,854.4,55.0,5.82,0.427,0.195,2.49
劣Ⅵ类,27.8,7.28,0.24,1020.9,15.6,7.32,1.112,0.291,5.99
劣Ⅵ类,26.6,7.06,2.05,728.7,8.9,9.05,2.479,0.19,6.62
Ⅳ类,26.7,7.76,3.75,560.6,14.1,5.02,0.045,0.231,6.2
劣Ⅵ类,25.6,7.37,1.27,657.2,63.2,5.06,0.768,0.122,2.53
Ⅴ类,26.9,7.36,2.67,643.1,10.4,4.74,0.025,0.244,5.43
Ⅲ类,24.4,7.16,6.47,1135.8,39.4,3.91,0.028,0.184,7.0
Ⅳ类,27.4,8.37,11.86,3115.3,49.7,7.75,0.124,0.122,5.78
劣Ⅵ类,25.9,7.34,5.56,609.0,19.3,6.46,0.124,0.462,5.43
Ⅳ类,27.2,7.48,5.99,645.4,36.5,4.32,0.207,0.208,3.86
劣Ⅵ类,28.7,7.46,0.54,1057.5,22.8,7.48,1.317,0.295,5.12
劣Ⅵ类,26.7,7.62,1.76,562.4,23.6,6.76,0.505,0.251,6.42
Ⅳ类,30.4,7.46,4.57,355.8,48.0,3.61,0.222,0.122,2.29
Ⅴ类,29.5,7.5,2.33,806.3,47.9,4.79,0.064,0.113,3.26
Ⅴ类,28.8,7.07,2.52,407.5,23.3,7.63,1.037,0.125,3.53
劣Ⅵ类,26.2,7.08,1.34,560.2,16.7,5.71,0.676,0.163,2.66
Ⅴ类,27.9,7.24,2.47,476.8,104.7,5.3,0.796,0.208,1.66
劣Ⅵ类,27.6,7.32,1.32,822.2,71.2,6.83,1.464,0.239,3.79
Ⅴ类,28.6,7.24,2.71,748.0,22.4,4.47,0.031,0.17,1.86
劣Ⅵ类,27.6,7.1,1.92,505.7,29.4,8.42,1.873,0.26,4.05
Ⅳ类,28.5,7.34,4.12,749.8,54.2,5.19,1.456,0.18,4.12
劣Ⅵ类,28.3,7.27,1.03,466.8,6.9,3.91,0.199,0.136,1.87
劣Ⅵ类,29.2,7.43,0.77,784.1,16.0,7.92,1.656,0.231,4.27
劣Ⅵ类,28.8,7.24,0.12,599.7,14.1,6.46,0.398,0.186,2.34
Ⅴ类,28.2,7.26,2.5,889.6,27.3,8.91,1.284,0.216,4.13
劣Ⅵ类,27.8,7.36,1.26,751.8,19.1,8.71,1.56,0.315,3.57
劣Ⅵ类,26.1,7.17,0.32,812.3,19.4,7.12,1.634,0.311,4.19
劣Ⅵ类,28.6,7.21,0.03,845.2,15.7,5.64,0.482,0.332,3.09
Ⅳ类,28.5,7.84,3.84,759.8,23.6,3.29,0.031,0.103,1.49
劣Ⅵ类,27.4,7.33,0.26,1188.7,20.8,6.69,1.572,0.458,5.11
Ⅲ类,29.0,7.69,5.21,454.6,309.1,4.74,0.062,0.14,2.5
Ⅲ类,28.2,7.73,5.04,443.7,189.7,5.67,0.138,0.128,2.81
Ⅳ类,32.2,7.55,3.9,529.3,54.0,5.63,0.479,0.107,2.69
Ⅴ类,27.8,7.09,2.33,665.1,41.1,7.37,1.617,0.207,4.45
劣Ⅵ类,29.0,7.04,1.97,579.4,35.6,6.32,1.1,0.22,2.87
劣Ⅵ类,29.2,7.47,1.68,527.2,35.3,4.62,1.425,0.188,2.6
Ⅲ类,29.8,7.68,5.11,266.1,34.5,2.15,0.055,0.075,1.32
劣Ⅵ类,28.5,7.22,1.19,558.0,31.2,7.74,1.927,0.282,3.83
Ⅳ类,29.5,7.54,3.97,299.2,23.9,3.01,0.144,0.091,1.66
Ⅳ类,30.2,7.53,4.72,295.2,6.1,3.2,0.203,0.074,1.04
Ⅴ类,29.9,7.31,2.53,338.6,19.7,2.98,0.099,0.115,1.99
劣Ⅵ类,29.2,7.29,1.12,478.2,26.3,4.73,0.735,0.157,2.64
Ⅳ类,29.6,7.97,7.08,326.1,37.6,7.22,0.206,0.062,1.59
劣Ⅵ类,29.4,7.28,0.54,405.0,4.0,3.42,1.028,0.212,2.23
Ⅲ类,29.5,7.75,5.08,310.3,49.2,2.2,0.03,0.08,1.69
劣Ⅵ类,29.8,7.02,0.75,369.0,26.7,2.9,0.058,0.134,1.7
Ⅳ类,29.0,8.0,4.51,853.2,21.5,3.48,0.105,0.093,1.69
Ⅳ类,30.8,8.42,10.79,720.5,13.7,9.32,0.049,0.085,2.52
Ⅳ类,29.8,7.53,3.01,663.3,42.9,7.3,0.045,0.244,3.8
劣Ⅵ类,30.2,7.25,1.01,595.0,10.2,6.69,1.388,0.294,3.34
Ⅳ类,29.7,8.49,6.06,1289.9,12.1,6.8,0.067,0.066,1.4
Ⅴ类,29.5,7.32,2.84,723.0,12.3,10.14,0.377,0.309,4.69
Ⅳ类,29.1,7.5,3.35,262.6,21.5,2.96,0.122,0.073,2.65
Ⅴ类,30.4,7.03,2.55,213.8,10.2,2.82,0.173,0.069,3.03
Ⅱ类,27.6,7.3,8.87,126.2,10.1,1.64,0.031,0.035,1.57
Ⅲ类,17.0,6.99,5.71,152.2,6.7,1.07,0.018,0.022,0.88
Ⅱ类,26.7,7.26,6.54,151.3,14.1,1.93,0.017,0.04,1.58
劣Ⅵ类,32.0,7.12,1.86,315.0,29.2,2.67,0.167,0.117,2.2
Ⅱ类,29.0,8.38,9.18,105.9,1.0,1.33,0.011,0.035,1.13
Ⅲ类,27.0,6.44,5.63,137.5,0.03,1.48,0.014,0.043,3.67
Ⅴ类,31.2,7.24,2.29,367.0,32.2,4.66,0.152,0.12,2.93
Ⅳ类,32.4,7.17,3.9,211.5,34.7,2.43,0.069,0.082,2.28
Ⅴ类,31.6,7.11,2.78,128.5,17.4,4.82,0.029,0.054,0.88
Ⅰ类,32.1,8.39,8.88,172.4,2.9,1.38,0.002,0.02,2.13
Ⅴ类,31.9,7.12,2.44,234.3,40.2,4.5,0.371,0.132,2.64
Ⅲ类,31.6,8.53,6.55,3671.6,4.4,5.55,0.004,0.028,0.92
Ⅱ类,26.8,7.0,7.36,51.4,24.9,1.86,0.036,0.031,1.0
Ⅱ类,27.4,6.48,6.2,76.0,27.5,1.15,0.051,0.043,1.48
Ⅳ类,29.0,7.94,4.75,16070.0,1437.0,1.6,0.218,0.133,1.69
Ⅱ类,30.0,6.72,7.13,64.9,13.4,0.4,0.018,0.019,0.79
Ⅲ类,31.5,7.02,5.27,190.3,21.7,1.86,0.217,0.107,2.11
Ⅰ类,29.1,7.17,7.84,47.2,5.4,1.62,0.03,0.016,0.7
Ⅳ类,29.1,8.3,3.19,1454.2,1144.0,1.39,0.012,0.088,1.58
Ⅲ类,29.7,7.84,5.63,43030.0,546.8,1.34,0.232,0.074,1.83
Ⅴ类,31.2,7.17,2.4,494.8,22.7,5.26,0.473,0.126,2.77
Ⅳ类,32.1,7.01,3.0,488.6,26.6,4.57,0.102,0.103,1.85
劣Ⅵ类,32.1,7.15,1.4,446.3,49.2,5.08,0.462,0.175,3.24
劣Ⅵ类,32.0,7.19,1.75,442.0,74.1,5.77,0.285,0.169,3.22
Ⅴ类,30.7,7.03,2.73,500.8,21.7,4.24,0.069,0.133,1.64
Ⅴ类,30.7,7.18,2.58,379.8,46.4,3.48,0.332,0.194,3.14
劣Ⅵ类,32.0,7.15,1.84,595.9,27.6,6.96,0.843,0.177,4.66
劣Ⅵ类,31.2,7.24,1.54,523.0,27.0,5.83,0.218,0.209,2.82
Ⅴ类,30.9,7.17,2.48,490.1,89.5,4.66,0.223,0.12,2.36
Ⅳ类,30.6,7.18,4.39,470.3,41.4,4.68,0.182,0.117,2.52
劣Ⅵ类,31.0,7.21,1.77,451.4,48.2,5.09,0.364,0.19,2.38
劣Ⅵ类,31.2,7.22,1.86,469.7,74.5,6.07,0.131,0.167,3.03
Ⅴ类,31.9,7.33,2.68,487.8,40.5,6.3,0.14,0.2,3.05
劣Ⅵ类,30.2,7.06,1.73,306.3,65.4,4.19,0.303,0.14,3.13
Ⅳ类,30.5,7.1,4.94,199.4,21.5,2.5,0.124,0.051,2.69
Ⅲ类,32.0,8.23,5.68,296.9,64.2,4.51,0.11,0.069,1.44
Ⅴ类,32.6,7.2,2.66,354.8,49.1,4.01,0.304,0.136,3.35
Ⅳ类,30.2,7.01,4.28,209.0,18.0,1.34,0.049,0.039,3.12
Ⅴ类,32.5,7.14,2.37,248.0,24.7,3.3,0.124,0.035,1.93
Ⅱ类,24.5,6.87,7.37,113.7,11.0,1.9,0.037,0.028,1.31
Ⅱ类,27.8,6.35,6.52,170.6,9.6,1.81,0.118,0.029,1.99
