水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
Ⅳ类,30.2,6.28,4.64,157.2,1.5,2.01,0.062,0.045,2.23
Ⅴ类,30.9,7.12,2.78,306.4,32.8,4.39,0.296,0.086,1.55
Ⅳ类,30.7,7.5,3.64,430.5,45.5,3.37,0.042,0.071,2.68
Ⅴ类,31.2,7.27,2.27,477.1,25.3,4.22,0.49,0.114,4.47
Ⅳ类,31.3,7.22,3.42,334.9,24.6,4.03,0.395,0.051,1.77
Ⅱ类,31.3,8.43,6.26,297.2,11.0,3.89,0.024,0.046,2.29
Ⅲ类,30.8,7.04,5.81,154.5,20.0,3.43,0.162,0.09,2.64
Ⅴ类,30.4,6.79,2.33,165.9,18.4,2.78,0.059,0.071,2.94
劣Ⅵ类,32.2,6.77,0.9,256.2,19.8,5.88,0.052,0.1,1.5
Ⅳ类,29.0,7.11,4.56,449.8,14.4,4.46,0.322,0.184,4.35
Ⅳ类,30.8,7.46,4.64,465.1,12.3,5.33,0.16,0.127,3.42
Ⅳ类,30.9,7.14,3.77,360.9,10.3,3.56,0.119,0.172,2.58
Ⅲ类,30.7,7.22,6.0,316.4,17.9,3.28,0.301,0.17,2.76
Ⅱ类,28.2,7.66,7.02,158.5,17.8,1.84,0.064,0.08,1.93
Ⅲ类,29.3,7.58,5.77,247.1,9.2,4.07,0.073,0.143,2.32
Ⅱ类,29.5,7.41,7.41,152.9,4.0,1.55,0.03,0.029,1.28
Ⅲ类,29.3,7.08,5.61,246.8,35.6,4.38,0.221,0.199,3.34
Ⅱ类,30.7,7.15,7.29,203.3,8.1,2.59,0.006,0.095,2.08
Ⅱ类,29.4,7.29,6.78,171.9,5.3,1.43,0.023,0.054,1.81
Ⅲ类,28.1,6.85,5.56,145.3,11.8,1.71,0.022,0.071,1.53
Ⅱ类,26.5,7.19,6.39,147.0,4.0,0.96,0.017,0.026,1.3
Ⅲ类,28.5,7.2,5.68,167.7,17.2,0.66,0.036,0.038,1.6
Ⅳ类,24.4,6.68,4.3,47.7,30.5,0.96,0.049,0.039,1.17
Ⅱ类,25.7,7.01,7.3,53.6,10.2,1.94,0.02,0.037,0.74
劣Ⅵ类,31.2,7.2,1.84,937.2,16.1,3.55,0.196,0.119,1.69
Ⅱ类,30.2,8.92,8.69,51.2,10.5,1.95,0.005,0.017,0.34
Ⅳ类,31.7,7.69,4.44,19490.7,2370.4,3.43,0.059,0.067,1.39
Ⅲ类,30.5,7.49,5.47,1065.4,22.1,4.91,0.179,0.142,2.46
Ⅲ类,30.3,7.25,5.23,135.0,34.0,2.35,0.138,0.097,1.92
Ⅱ类,30.6,7.15,6.16,127.6,5.1,2.77,0.068,0.05,1.62
Ⅱ类,29.4,6.81,7.07,95.0,20.9,1.41,0.023,0.05,1.78
Ⅰ类,29.4,8.11,8.38,53.6,2.9,1.62,0.029,0.009,0.65
Ⅱ类,30.0,7.1,6.45,112.3,16.3,1.59,0.051,0.067,1.84
Ⅱ类,26.1,6.93,7.8,37.4,29.7,1.68,0.054,0.049,0.67
Ⅱ类,30.6,7.23,6.66,159.2,3.9,1.67,0.039,0.044,2.13
Ⅱ类,24.8,7.25,8.71,29.8,4.7,1.56,0.197,0.012,0.33
Ⅲ类,29.8,7.87,5.77,371.2,42.6,5.02,0.154,0.092,0.88
Ⅴ类,29.3,6.89,2.83,300.8,39.9,7.53,1.14,0.082,4.12
劣Ⅵ类,29.4,7.26,1.66,437.7,38.3,5.43,0.271,0.135,2.73
Ⅴ类,28.0,7.19,2.36,403.7,33.1,3.59,0.731,0.159,4.61
Ⅴ类,28.0,6.71,2.22,217.3,44.4,6.08,1.36,0.142,4.13
劣Ⅵ类,28.8,6.82,1.22,310.1,54.8,6.83,0.9,0.135,2.78
Ⅴ类,29.6,8.53,6.27,290.8,34.2,4.85,0.04,0.107,1.18
劣Ⅵ类,28.8,6.55,0.7,323.2,37.0,5.82,1.462,0.17,3.62
Ⅳ类,27.6,6.94,4.94,108.3,24.4,3.81,0.336,0.086,2.54
Ⅴ类,26.4,6.28,4.53,153.6,33.6,4.87,0.941,0.111,2.97
Ⅳ类,28.5,8.79,6.86,259.9,29.6,5.45,0.019,0.077,0.88
Ⅳ类,28.6,8.19,7.06,350.3,35.1,4.43,0.049,0.063,0.4
Ⅳ类,29.2,7.39,3.04,465.7,14.4,2.86,0.197,0.065,1.89
劣Ⅵ类,28.8,7.05,1.39,428.2,31.4,6.82,0.832,0.184,3.82
Ⅲ类,29.5,7.76,5.49,241.5,34.5,1.49,0.084,0.078,1.57
Ⅱ类,27.1,7.06,6.17,101.5,29.7,2.15,0.038,0.039,1.39
Ⅳ类,29.3,7.29,3.69,351.4,49.8,5.14,0.222,0.083,1.54
Ⅳ类,27.7,7.32,3.06,387.0,14.8,3.57,0.112,0.074,1.96
Ⅳ类,27.8,7.09,4.99,126.5,19.1,3.02,0.094,0.048,1.52
劣Ⅵ类,29.9,6.95,1.24,308.3,34.9,5.27,0.373,0.076,1.59
Ⅳ类,28.3,7.35,3.59,436.1,30.8,4.23,0.092,0.142,1.44
Ⅴ类,29.0,7.72,2.52,824.9,16.0,5.28,0.254,0.118,2.31
劣Ⅵ类,28.5,7.3,1.79,393.0,24.8,4.0,0.095,0.144,1.28
Ⅴ类,30.1,7.22,2.86,429.1,22.7,3.78,0.06,0.083,1.87
Ⅲ类,30.0,7.42,5.09,417.7,27.1,3.12,0.053,0.082,1.51
Ⅳ类,29.8,7.74,5.36,870.0,15.2,6.38,0.294,0.046,1.52
Ⅴ类,30.3,7.24,2.11,361.2,25.7,3.58,0.001,0.073,2.03
Ⅲ类,29.4,8.42,6.93,609.5,16.5,4.86,0.033,0.034,0.47
Ⅱ类,29.1,6.69,6.62,144.8,35.9,2.18,0.01,0.048,1.39
Ⅳ类,29.4,7.16,4.16,305.2,42.9,5.2,0.068,0.058,1.59
Ⅴ类,30.5,6.99,2.1,285.0,38.4,5.69,0.047,0.115,4.35
Ⅲ类,29.4,7.61,5.44,294.3,37.0,2.93,0.053,0.057,2.19
Ⅲ类,27.7,7.79,5.04,287.3,40.3,2.23,0.054,0.062,1.18
Ⅳ类,27.9,7.23,3.55,637.9,18.6,2.82,0.436,0.183,4.18
Ⅳ类,30.1,7.73,3.66,1498.6,9.6,5.62,0.131,0.091,1.35
Ⅳ类,30.2,8.79,8.61,1471.8,181.9,7.11,0.033,0.108,1.13
劣Ⅵ类,28.6,8.18,0.96,1406.6,8.7,6.33,0.061,0.056,0.62
Ⅱ类,26.7,7.09,6.72,429.3,25.7,3.34,0.022,0.042,1.31
Ⅲ类,29.1,7.61,6.42,175.8,55.9,4.02,0.01,0.047,1.07
Ⅳ类,30.3,7.28,4.52,195.0,11.8,3.45,0.022,0.026,0.57
Ⅲ类,29.5,7.46,5.59,242.1,27.0,1.81,0.041,0.049,2.04
Ⅱ类,29.1,8.75,7.52,82.9,3.0,1.9,0.012,0.018,0.61
Ⅳ类,28.8,7.43,4.01,330.5,38.9,5.39,0.123,0.112,0.9
Ⅱ类,26.7,7.48,6.38,101.3,3.0,1.26,0.101,0.068,1.52
Ⅱ类,26.2,7.53,6.93,161.4,18.9,0.99,0.007,0.067,1.49
Ⅱ类,26.4,8.1,7.25,190.6,3.2,1.88,0.008,0.045,1.45
劣Ⅵ类,28.2,6.87,0.28,525.7,84.3,5.64,0.352,0.131,2.87
Ⅳ类,29.8,7.04,3.97,429.3,38.9,6.51,0.181,0.144,2.04
Ⅳ类,29.0,6.91,4.34,359.4,51.0,3.27,0.01,0.137,1.96
Ⅴ类,28.9,7.0,2.95,405.6,21.9,7.56,0.557,0.133,2.1
Ⅴ类,29.0,7.16,3.77,430.8,57.2,7.83,0.25,0.358,3.76
Ⅲ类,31.0,7.7,5.48,881.4,10.0,2.99,0.043,0.086,2.96
Ⅲ类,30.9,7.73,6.06,851.3,9.3,2.49,0.025,0.139,1.95
Ⅲ类,32.3,8.15,7.18,1106.4,31.4,5.94,0.125,0.074,1.37
Ⅱ类,31.0,7.77,6.25,269.8,29.0,3.97,0.11,0.097,1.91
Ⅳ类,30.0,7.46,4.6,696.2,2.7,6.29,0.011,0.16,0.68
Ⅴ类,28.1,7.54,2.37,832.0,18.4,2.35,0.014,0.089,2.82
Ⅴ类,29.2,7.0,3.34,913.9,23.8,7.49,0.926,0.354,4.53
Ⅳ类,29.9,8.13,3.48,1986.1,26.9,5.43,0.098,0.095,1.26
Ⅳ类,29.3,7.19,3.85,960.2,9.1,5.46,0.015,0.147,1.81
Ⅲ类,30.2,8.2,8.43,1223.9,11.6,4.75,0.045,0.09,1.71
Ⅲ类,30.2,8.92,10.28,364.7,12.3,5.31,0.008,0.055,0.66
Ⅱ类,25.1,7.47,7.89,81.5,21.7,2.49,0.036,0.04,2.05
Ⅲ类,29.9,8.96,6.56,267.2,15.4,4.45,0.017,0.034,0.66
Ⅱ类,26.8,7.85,8.28,108.2,34.5,2.64,0.031,0.039,1.19
Ⅲ类,16.9,6.94,5.37,77.2,4.6,2.22,0.005,0.005,0.99
Ⅱ类,29.7,7.83,6.96,101.5,3.6,1.62,0.006,0.042,0.33
Ⅲ类,27.6,6.67,5.36,88.5,38.5,3.59,0.134,0.069,3.45
Ⅱ类,28.9,8.97,9.06,162.9,3.2,2.28,0.01,0.033,0.83
劣Ⅵ类,28.6,7.91,1.44,1479.2,53.4,4.78,0.072,0.099,1.24
劣Ⅵ类,30.6,7.89,1.93,1453.2,15.8,5.02,0.049,0.096,1.11
Ⅲ类,31.1,8.42,6.21,710.0,7.7,5.06,0.044,0.053,0.74
Ⅲ类,29.2,7.7,5.28,236.7,33.7,1.62,0.037,0.045,1.87
Ⅱ类,25.2,7.52,7.48,183.9,12.7,1.72,0.009,0.027,1.32
Ⅳ类,28.5,7.36,3.72,205.9,12.1,3.12,0.038,0.053,1.59
Ⅲ类,27.2,7.5,5.77,210.4,14.1,1.84,0.082,0.032,1.02
Ⅱ类,24.9,6.98,7.04,72.9,86.2,2.4,0.109,0.037,1.52
Ⅳ类,29.5,7.15,3.5,263.3,18.6,7.01,0.05,0.1,2.39
Ⅱ类,26.0,7.61,6.5,190.6,52.3,1.47,0.089,0.092,1.82
Ⅲ类,28.9,7.21,5.99,306.7,51.1,3.85,0.271,0.12,2.73
Ⅳ类,27.6,7.56,4.8,450.2,12.3,4.25,0.404,0.103,2.85
Ⅳ类,28.4,7.3,4.68,195.4,15.8,3.23,0.004,0.036,1.35
Ⅲ类,29.9,6.81,5.53,93.4,8.0,1.44,0.015,0.059,1.24
Ⅲ类,30.7,7.24,5.44,3617.3,123.9,2.16,0.045,0.053,1.43
Ⅱ类,30.2,7.49,7.32,85.1,29.1,2.18,0.021,0.062,1.02
Ⅱ类,29.3,8.31,7.78,39.2,9.0,2.04,0.034,0.023,0.48
Ⅱ类,31.4,7.93,7.54,113.1,1.8,2.09,0.033,0.027,0.96
Ⅲ类,27.8,7.28,7.75,115.4,19.2,3.39,0.059,0.109,1.48
Ⅲ类,29.2,6.4,5.66,173.3,1.6,1.97,0.058,0.072,0.37
Ⅲ类,29.6,7.06,5.62,116.9,19.5,1.66,0.178,0.195,3.23
Ⅲ类,30.0,7.23,6.08,168.9,33.0,2.15,0.025,0.11,1.34
Ⅳ类,27.6,6.87,4.59,61.2,1.0,1.64,0.031,0.022,0.9
Ⅱ类,28.7,6.82,6.99,108.9,5.9,3.17,0.199,0.096,2.32
Ⅲ类,25.8,6.6,5.04,83.6,3.4,1.62,0.027,0.035,1.1
Ⅱ类,29.8,7.11,6.04,170.6,10.2,1.81,0.016,0.028,1.22
Ⅲ类,29.6,7.04,5.01,175.1,4.8,1.97,0.014,0.065,1.49
Ⅲ类,28.9,6.78,5.48,104.8,4.3,3.01,0.098,0.083,2.38
Ⅱ类,30.6,7.09,15.84,117.3,8.6,2.56,0.052,0.033,0.77
Ⅲ类,29.4,6.94,5.24,129.6,31.3,4.75,0.785,0.138,2.44
Ⅲ类,27.8,7.12,6.56,132.9,9.4,1.93,0.087,0.112,2.22
Ⅲ类,27.7,6.51,5.0,108.0,19.2,2.02,0.125,0.086,2.24
Ⅲ类,29.4,6.98,5.2,135.1,5.3,0.71,0.279,0.064,2.3
Ⅳ类,30.9,7.11,4.66,150.1,10.2,1.2,0.231,0.083,2.46
Ⅲ类,28.0,7.0,5.28,210.5,17.0,1.66,0.115,0.093,1.6
Ⅲ类,29.0,6.52,5.88,152.1,12.2,2.12,0.147,0.1,6.83
Ⅲ类,30.9,6.76,6.41,96.9,1.8,3.58,0.089,0.137,0.82
Ⅲ类,28.7,6.55,6.25,211.9,25.0,1.72,0.056,0.102,11.84
Ⅱ类,28.6,7.14,6.56,219.2,24.9,1.57,0.1,0.084,1.4
Ⅳ类,30.1,7.01,3.11,7950.7,55.2,3.57,0.34,0.215,3.15
Ⅳ类,29.2,6.32,4.16,169.9,24.1,2.41,0.391,0.17,3.98
Ⅳ类,28.0,6.72,4.07,161.5,11.1,1.75,0.167,0.165,5.49
Ⅳ类,30.3,6.91,4.54,227.8,10.9,2.26,0.149,0.07,1.72
Ⅲ类,29.4,6.75,5.76,101.8,18.9,1.67,0.063,0.065,1.52
Ⅱ类,27.8,6.95,7.28,80.2,14.6,1.7,0.03,0.038,1.11
Ⅱ类,28.2,6.71,6.36,38.5,12.5,1.26,0.015,0.037,0.95
Ⅱ类,29.9,6.75,6.25,61.9,13.1,1.88,0.11,0.049,1.29
Ⅱ类,29.4,6.79,6.4,100.3,8.2,2.0,0.096,0.075,1.46
Ⅱ类,29.6,6.78,6.5,85.4,544.7,2.19,0.049,0.032,1.06
Ⅱ类,29.1,6.94,6.59,90.5,7.3,2.09,0.028,0.048,1.16
Ⅲ类,28.7,7.06,5.61,75.0,22.8,3.44,0.116,0.145,2.04
Ⅱ类,26.2,7.46,8.03,266.7,23.8,1.48,0.027,0.078,1.83
Ⅳ类,30.5,6.96,4.17,1072.9,69.3,3.48,0.094,0.147,1.74
Ⅲ类,28.6,7.2,6.84,60.2,5.7,2.7,0.074,0.109,1.72
Ⅲ类,28.8,7.08,6.18,54.0,21.4,1.95,0.033,0.118,1.77
Ⅲ类,29.2,6.61,5.29,69.1,26.2,1.96,0.09,0.11,1.9
Ⅳ类,28.4,6.32,4.65,188.4,27.4,4.02,0.129,0.084,2.43
Ⅳ类,31.7,6.95,4.42,140.7,9.1,2.18,0.194,0.072,1.65
Ⅲ类,30.2,7.06,5.88,100.5,17.2,2.58,0.051,0.051,1.5
Ⅲ类,29.4,7.97,5.52,175.7,19.8,1.99,0.08,0.072,1.82
Ⅲ类,31.2,7.45,5.94,155.6,20.6,2.54,0.24,0.074,1.31
Ⅳ类,27.4,6.81,4.66,109.6,24.2,3.3,0.192,0.071,1.73
Ⅱ类,27.7,7.13,7.26,164.0,15.6,1.63,0.055,0.04,0.84
Ⅲ类,25.6,7.16,6.34,151.6,114.1,3.18,0.094,0.119,1.25
Ⅱ类,26.0,7.79,6.6,244.9,23.2,2.56,0.054,0.075,1.09
Ⅳ类,27.2,7.64,4.2,354.5,21.6,2.95,0.612,0.133,3.12
Ⅲ类,28.6,7.59,5.98,293.3,6.2,2.54,0.324,0.128,2.22
Ⅳ类,26.7,7.45,3.41,394.2,12.7,2.76,0.216,0.138,1.28
Ⅱ类,27.0,6.65,6.6,82.7,59.8,3.12,0.255,0.069,1.49
Ⅱ类,29.2,7.57,6.27,314.0,19.4,2.27,0.079,0.072,1.22
Ⅱ类,28.7,7.72,6.39,304.4,37.4,2.14,0.002,0.068,1.96
Ⅲ类,25.6,6.51,6.69,54.3,142.0,4.03,0.15,0.121,1.33
Ⅲ类,27.9,6.72,5.75,108.4,6.4,0.98,0.009,0.027,0.87
Ⅰ类,29.2,8.16,10.8,105.5,0.9,1.84,0.002,0.009,0.86
Ⅲ类,26.8,7.08,6.25,111.2,41.0,1.6,0.008,0.113,2.54
Ⅲ类,27.1,7.26,5.11,203.0,33.9,3.23,0.09,0.078,1.52
Ⅳ类,29.8,7.23,4.21,326.7,19.0,3.84,0.267,0.098,1.97
Ⅱ类,29.6,7.86,6.54,378.3,14.8,2.41,0.056,0.07,1.0
Ⅳ类,28.9,7.21,4.07,364.7,9.2,3.35,0.277,0.06,2.04
Ⅲ类,30.5,8.4,5.64,203.8,6.7,4.64,0.09,0.041,1.11
Ⅳ类,29.6,6.37,4.58,118.2,7.8,2.82,0.009,0.065,2.1
Ⅱ类,27.5,6.71,6.29,72.1,17.8,2.42,0.224,0.074,1.26
Ⅲ类,29.6,6.8,5.22,131.1,16.5,2.11,0.077,0.09,1.66
Ⅱ类,29.4,7.18,7.09,115.1,5.7,1.56,0.063,0.032,0.98
Ⅱ类,30.0,7.32,6.68,145.8,25.2,1.67,0.046,0.037,1.54
Ⅲ类,29.8,7.39,5.66,146.7,7.5,2.26,0.112,0.101,1.68
Ⅲ类,29.3,7.16,5.24,125.9,10.9,4.05,0.104,0.103,1.84
Ⅲ类,30.7,7.21,5.32,127.6,20.6,2.82,0.074,0.129,1.52
Ⅱ类,30.8,7.24,6.25,101.2,16.2,2.9,0.116,0.1,1.31
Ⅱ类,28.5,7.4,6.45,139.3,27.2,2.42,0.258,0.068,0.98
Ⅱ类,27.4,7.02,6.61,90.1,9.3,2.02,0.083,0.021,0.76
Ⅱ类,28.1,7.34,6.62,168.2,28.3,1.49,0.031,0.031,0.94
Ⅲ类,30.8,7.4,5.35,242.1,8.7,1.37,0.056,0.056,1.84
Ⅱ类,26.6,7.19,7.41,99.6,36.7,1.68,0.154,0.076,1.14
Ⅱ类,24.8,7.18,7.22,83.7,6.3,1.31,0.023,0.023,0.82
Ⅱ类,30.1,8.29,11.44,107.9,3.6,2.13,0.006,0.019,2.61
Ⅱ类,28.4,7.43,7.49,128.3,10.2,1.7,0.065,0.046,1.16
Ⅲ类,31.5,7.3,5.62,161.2,11.9,1.49,0.086,0.049,1.21
Ⅲ类,30.3,7.1,5.03,143.6,6.3,3.81,0.075,0.05,1.2
Ⅲ类,29.5,7.24,5.29,155.0,9.6,3.6,0.142,0.046,1.03
Ⅱ类,29.1,6.85,6.2,71.5,13.6,2.56,0.129,0.061,1.1
Ⅲ类,30.6,7.11,6.16,112.9,29.3,2.61,0.279,0.101,1.5
Ⅳ类,29.9,7.02,4.0,194.7,17.7,3.57,0.894,0.054,2.09
Ⅱ类,30.6,7.44,6.66,141.7,9.6,1.83,0.054,0.048,1.19
Ⅲ类,27.9,7.13,5.14,172.7,19.7,3.56,0.134,0.153,1.74
Ⅱ类,30.2,7.16,7.65,149.0,23.4,1.73,0.038,0.047,1.23
Ⅳ类,27.1,7.07,4.98,142.7,40.8,3.39,0.341,0.116,3.37
Ⅳ类,26.3,6.59,7.54,48.2,96.7,5.81,0.188,0.282,2.13
Ⅱ类,23.2,7.0,8.45,37.2,14.5,1.3,0.003,0.026,0.8
Ⅲ类,28.6,7.49,7.43,102.9,27.8,3.2,0.727,0.098,1.75
Ⅲ类,28.6,6.9,5.54,84.5,25.5,3.39,0.199,0.095,1.63
Ⅲ类,27.4,6.45,5.56,97.6,11.9,1.44,0.233,0.042,1.3
Ⅳ类,29.6,6.49,5.63,108.3,18.6,3.43,0.097,0.094,1.28
Ⅲ类,28.6,6.95,5.34,262.3,19.0,1.87,0.316,0.058,1.21
Ⅱ类,28.9,7.28,6.46,145.0,8.9,2.72,0.028,0.098,1.44
Ⅱ类,26.4,6.71,6.49,89.2,17.6,1.87,0.104,0.036,1.4
Ⅱ类,28.4,6.82,6.79,273.1,8.3,1.49,0.046,0.024,0.81
Ⅲ类,29.5,7.13,5.85,138.1,15.5,2.26,0.081,0.089,1.29
Ⅱ类,30.4,7.59,10.89,1130.5,10.1,3.91,0.192,0.042,5.62
Ⅱ类,29.5,7.91,8.93,1184.6,1343.0,2.07,0.129,0.084,2.72
Ⅰ类,28.3,8.16,9.16,513.5,7.3,1.05,0.019,0.006,5.31
Ⅳ类,26.2,7.81,6.18,858.3,7.6,6.54,0.2,0.045,1.75
Ⅲ类,27.7,7.48,5.1,896.2,4.8,2.86,0.004,0.022,5.36
Ⅳ类,27.2,8.64,9.93,356.0,10.0,6.49,0.006,0.052,1.13
Ⅳ类,28.5,7.53,10.16,1351.2,9.5,6.17,0.056,0.293,4.13
Ⅱ类,27.3,7.84,6.24,651.5,4.9,1.12,0.01,0.012,17.56
Ⅳ类,26.6,7.62,3.99,1200.3,2.5,4.0,0.083,0.046,1.34
Ⅲ类,30.2,8.04,9.98,1324.5,4.9,4.53,0.01,0.056,2.68
Ⅳ类,31.2,7.49,8.89,4913.9,101.6,6.49,0.035,0.069,3.39
Ⅳ类,28.3,8.87,6.9,611.5,63.0,9.66,0.037,0.106,1.77
Ⅳ类,25.6,8.03,4.71,1169.8,55.1,5.07,0.159,0.117,4.86
劣Ⅵ类,28.8,7.62,0.17,3375.3,47.9,4.76,0.495,0.224,3.8
Ⅲ类,28.7,8.43,7.66,783.0,6.4,4.84,0.154,0.031,1.27
Ⅳ类,31.2,7.51,4.76,1692.8,15.3,3.52,0.061,0.038,11.24
Ⅳ类,29.8,7.54,3.96,660.7,18.9,4.9,0.045,0.075,1.38
Ⅴ类,30.8,7.6,2.58,2162.4,62.3,6.37,0.257,0.235,3.62
Ⅳ类,30.4,7.6,4.89,1476.0,11.7,4.66,0.166,0.109,1.63
Ⅲ类,29.5,8.26,13.26,1271.4,9.3,4.73,0.01,0.058,2.2
劣Ⅵ类,27.5,7.61,1.37,930.2,21.1,4.48,0.245,0.137,2.58
Ⅲ类,29.7,7.65,5.12,598.9,43.2,3.78,0.239,0.061,1.61
Ⅳ类,31.2,8.47,14.16,1477.5,30.5,8.69,0.019,0.12,1.32
Ⅲ类,30.0,7.34,7.27,1077.4,40.3,4.52,0.525,0.092,3.04
劣Ⅵ类,29.7,7.84,0.88,1108.0,16.3,5.14,0.063,0.181,4.03
Ⅲ类,30.0,7.65,6.37,1570.4,31.8,6.0,0.23,0.156,3.5
Ⅲ类,30.4,7.82,5.95,926.4,24.1,3.8,0.03,0.008,3.58
劣Ⅵ类,29.4,7.7,1.07,1089.8,55.2,5.48,1.89,0.279,4.58
Ⅱ类,31.3,8.01,9.76,719.5,6.8,3.49,0.084,0.026,2.23
Ⅳ类,26.1,7.53,3.1,1018.4,54.0,2.21,0.016,0.088,26.38
Ⅳ类,29.1,8.4,9.2,1017.6,19.9,6.88,0.072,0.097,2.34
劣Ⅵ类,24.6,7.42,0.64,658.4,12.0,4.85,2.343,0.411,5.84
劣Ⅵ类,27.0,7.51,3.16,648.5,2.9,6.96,0.79,0.491,5.97
Ⅴ类,26.6,7.92,10.07,465.0,10.8,6.74,0.138,0.324,8.07
劣Ⅵ类,28.4,7.47,5.44,582.0,6.9,8.58,0.018,0.517,6.0
劣Ⅵ类,28.2,7.32,0.7,1020.2,1.4,3.12,0.046,0.126,2.55
Ⅴ类,25.4,7.4,2.06,740.1,56.1,5.47,0.17,0.257,5.17
Ⅲ类,30.3,7.7,5.7,1408.2,98.5,2.75,0.056,0.066,3.16
Ⅲ类,25.4,8.2,5.8,1547.5,32.2,5.16,0.016,0.05,0.89
Ⅳ类,30.6,7.7,4.58,945.8,57.2,2.27,0.117,0.083,4.46
Ⅳ类,30.1,7.68,4.79,771.9,49.7,3.54,0.429,0.091,4.89
Ⅲ类,29.5,7.78,5.44,1121.9,93.2,2.99,0.054,0.135,4.36
Ⅳ类,29.3,7.73,6.44,2802.1,67.6,6.13,0.098,0.1,3.75
Ⅳ类,27.1,7.76,3.94,1939.5,214.7,3.82,0.043,0.099,1.84
Ⅱ类,24.4,8.16,9.08,1109.9,3.8,1.29,0.044,0.028,1.18
Ⅴ类,30.0,7.92,5.74,1729.9,23.8,4.94,1.228,0.303,5.35
Ⅳ类,30.3,7.84,4.69,1816.9,21.6,4.19,0.333,0.223,5.42
Ⅲ类,29.1,7.68,9.3,2744.0,36.8,5.56,0.1,0.051,2.25
Ⅴ类,32.0,7.26,13.34,9439.6,62.9,12.54,0.006,0.225,2.55
劣Ⅵ类,28.4,7.65,0.16,1212.7,67.0,7.6,0.775,0.243,5.16
Ⅳ类,29.3,7.9,4.56,1125.2,50.6,5.43,0.376,0.169,3.12
Ⅲ类,30.1,7.86,5.33,609.4,22.3,2.57,0.093,0.153,2.92
Ⅱ类,30.3,8.78,8.78,263.3,1.6,2.09,0.008,0.008,0.28
Ⅳ类,27.2,7.71,4.18,947.6,74.6,2.95,0.1,0.231,2.66
Ⅳ类,28.5,7.77,3.92,478.9,2.6,1.95,0.041,0.035,1.77
Ⅱ类,24.8,8.04,6.99,506.9,15.0,2.32,0.014,0.044,2.88
Ⅱ类,23.3,7.78,6.82,300.4,12.8,3.12,0.016,0.023,2.49
Ⅲ类,30.7,7.64,5.36,733.4,19.1,2.16,0.047,0.163,2.7
Ⅱ类,26.4,7.83,6.51,590.7,14.5,1.7,0.19,0.031,2.25
Ⅱ类,32.6,7.86,7.6,589.8,7.2,2.75,0.001,0.022,2.79
Ⅱ类,30.3,8.05,6.22,508.4,2.8,2.74,0.005,0.015,0.65
Ⅲ类,29.4,7.74,5.71,443.8,9.6,3.27,0.006,0.046,2.85
Ⅳ类,29.5,7.38,3.23,578.9,6.8,4.6,0.348,0.193,4.77
Ⅱ类,29.7,7.72,7.3,537.2,5.0,1.23,0.003,0.01,3.34
Ⅲ类,30.8,8.02,6.92,854.8,45.8,1.64,0.299,0.116,7.2
Ⅳ类,31.0,7.57,3.06,1355.8,141.7,4.05,0.035,0.259,7.14
Ⅳ类,29.9,7.78,4.8,1495.8,91.5,3.96,0.262,0.152,6.49
Ⅳ类,31.3,7.88,5.02,2035.9,60.9,4.57,0.43,0.216,7.63
Ⅳ类,31.2,7.76,3.72,1098.4,51.4,4.36,0.008,0.199,3.79
Ⅳ类,31.6,7.78,4.5,1030.1,29.0,2.78,0.052,0.064,2.38
Ⅳ类,31.7,7.49,3.65,794.5,70.3,7.39,0.064,0.175,3.5
Ⅱ类,30.6,8.16,6.17,1014.4,102.9,2.35,0.001,0.07,3.57
Ⅳ类,26.4,7.98,8.07,724.1,240.9,2.5,0.117,0.244,3.72
Ⅴ类,27.6,7.4,2.04,1090.8,287.7,3.29,0.023,0.238,9.45
劣Ⅵ类,29.7,7.46,0.61,1188.0,8.8,4.14,0.426,0.077,0.63
Ⅳ类,28.8,7.51,4.13,774.2,34.7,7.17,0.363,0.232,1.85
Ⅱ类,31.0,8.33,8.81,865.3,4.8,2.4,0.015,0.009,4.33
Ⅲ类,32.1,7.9,5.77,895.9,20.8,3.09,0.016,0.049,2.32
Ⅲ类,31.9,7.73,5.74,635.9,4.0,2.76,0.001,0.06,1.14
Ⅳ类,30.3,7.74,4.81,1739.5,20.8,3.44,0.035,0.158,2.6
Ⅳ类,30.2,7.35,4.88,349.1,6.9,2.58,0.008,0.032,0.81
Ⅲ类,32.0,7.52,5.5,815.6,27.0,4.32,0.374,0.137,3.73
Ⅱ类,31.8,7.83,7.05,571.4,12.5,3.19,0.02,0.036,1.57
Ⅲ类,28.3,8.02,5.85,370.5,3.1,1.8,0.005,0.013,1.13
Ⅰ类,30.4,8.47,7.77,266.3,2.8,1.57,0.007,0.008,0.73
Ⅱ类,30.0,8.47,6.86,253.6,3.4,1.07,0.005,0.008,0.74
Ⅱ类,27.8,7.82,7.0,209.3,5.2,2.98,0.001,0.012,0.52
劣Ⅵ类,29.7,7.53,1.84,572.9,15.1,7.87,0.1,0.213,1.93
Ⅱ类,31.7,8.21,11.07,426.6,23.2,3.1,0.001,0.023,1.58
Ⅲ类,32.3,7.75,6.42,372.5,38.7,4.14,0.006,0.054,0.84
