水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
Ⅲ类,30.9,8.47,9.15,1592.6,30.7,4.51,0.03,0.028,0.67
Ⅱ类,32.2,8.26,6.83,325.8,5.0,2.26,0.066,0.012,0.74
Ⅳ类,29.5,7.52,4.44,681.9,6.1,4.62,0.014,0.028,0.7
Ⅲ类,23.9,8.3,6.93,1153.4,13.7,4.17,0.228,0.083,0.98
Ⅳ类,26.0,8.68,7.89,752.4,77.3,7.06,0.029,0.139,1.63
劣Ⅵ类,26.6,7.85,4.72,1550.5,1823.0,14.32,9.341,0.984,13.9
Ⅱ类,27.3,8.29,7.99,655.8,43.7,2.44,0.0004,0.047,3.19
Ⅱ类,27.5,7.92,6.73,480.2,23.6,3.41,0.013,0.053,1.78
Ⅴ类,23.4,7.62,2.78,664.6,9.0,3.41,0.234,0.029,1.13
Ⅳ类,26.6,7.64,3.92,720.5,42.6,4.72,0.009,0.093,4.02
Ⅱ类,21.9,8.31,8.51,682.2,44.8,2.27,0.028,0.029,4.95
Ⅲ类,24.8,8.08,7.33,711.3,25.2,4.11,0.013,0.096,2.34
Ⅲ类,22.0,8.2,6.99,570.3,35.4,4.65,0.011,0.045,1.48
Ⅴ类,29.1,8.14,7.08,1135.8,100.6,14.72,0.005,0.16,6.6
Ⅲ类,25.3,7.51,11.52,1384.9,26.2,4.07,0.043,0.17,7.28
Ⅴ类,30.4,8.71,11.24,5718.6,303.3,7.52,0.096,0.323,10.6
Ⅳ类,26.5,7.37,3.5,1161.9,176.1,4.99,0.291,0.292,4.58
Ⅲ类,22.0,8.38,7.62,727.0,363.0,4.06,0.008,0.14,4.5
Ⅳ类,27.0,8.48,5.59,766.0,695.5,5.37,0.013,0.217,5.68
Ⅲ类,19.8,8.27,7.34,444.0,240.6,3.79,0.017,0.115,7.28
Ⅴ类,21.9,8.07,5.89,530.0,1901.6,7.38,0.032,0.349,7.2
Ⅳ类,28.2,7.77,3.96,953.7,328.9,4.15,0.248,0.071,6.87
Ⅲ类,26.4,8.33,7.16,728.1,1384.5,4.65,0.359,0.104,7.39
Ⅲ类,21.0,8.05,6.35,566.5,134.2,2.87,0.002,0.145,4.37
Ⅴ类,24.8,8.3,6.7,618.1,842.3,4.69,0.016,0.355,3.69
Ⅲ类,26.1,8.28,6.75,699.1,164.0,3.49,0.199,0.154,5.5
Ⅲ类,22.5,8.12,7.99,667.9,2167.1,4.23,0.012,0.059,6.2
Ⅲ类,28.0,7.89,5.72,711.0,47.6,4.33,0.269,0.147,3.4
Ⅱ类,24.5,8.2,7.14,865.8,91.5,1.34,0.071,0.025,1.35
Ⅲ类,26.1,8.64,7.3,2923.7,39.8,5.98,0.088,0.051,1.21
Ⅱ类,28.1,8.3,7.82,867.3,505.7,2.36,0.191,0.083,0.45
Ⅱ类,20.4,8.3,7.41,729.3,9.6,1.18,0.014,0.001,8.21
Ⅳ类,24.9,7.19,4.67,818.1,4.7,4.01,1.085,0.154,7.96
Ⅱ类,29.1,7.84,7.72,274.3,3.2,2.32,0.008,0.071,5.52
Ⅲ类,29.1,8.56,12.52,348.3,32.0,4.86,0.037,0.185,1.78
Ⅲ类,27.9,8.14,8.02,535.0,10.0,4.16,0.0003,0.098,4.97
Ⅲ类,28.1,8.29,10.41,632.9,4.5,4.37,0.052,0.093,5.16
劣Ⅵ类,26.9,9.12,9.2,288.9,9.5,1.83,0.028,0.029,5.01
Ⅳ类,22.1,7.23,8.42,204.5,66.9,4.14,0.135,0.227,3.53
Ⅱ类,22.4,7.62,7.66,248.1,26.2,2.23,0.024,0.053,8.08
Ⅱ类,18.1,7.98,12.02,263.6,24.8,2.31,0.042,0.045,4.39
Ⅱ类,18.6,7.72,7.78,337.3,27.0,2.32,0.086,0.096,4.66
Ⅱ类,19.1,7.75,8.89,206.4,30.0,2.3,0.02,0.048,3.98
Ⅰ类,23.6,7.78,8.66,214.9,2.8,1.21,0.004,0.01,7.14
Ⅲ类,22.3,7.2,5.93,161.5,8.9,0.93,0.008,0.024,2.86
Ⅱ类,22.3,7.53,10.52,156.2,11.1,1.32,0.064,0.042,4.2
Ⅱ类,25.8,8.05,7.02,754.8,20.8,2.14,0.009,0.06,4.55
Ⅲ类,27.4,8.04,6.44,668.9,76.4,3.95,0.053,0.136,5.12
Ⅱ类,24.2,8.26,9.82,468.2,9.3,3.04,0.049,0.068,2.02
Ⅲ类,25.0,7.95,8.38,597.3,24.1,3.16,0.098,0.123,4.59
劣Ⅵ类,28.9,9.15,11.28,243.3,6.1,1.54,0.016,0.022,5.36
Ⅳ类,27.8,7.91,4.55,532.2,34.7,6.2,0.312,0.112,4.87
Ⅲ类,21.8,7.39,6.26,357.3,64.6,4.14,0.146,0.136,4.45
Ⅱ类,21.8,8.02,8.82,411.7,9.0,1.45,0.03,0.029,2.73
Ⅲ类,22.3,8.15,7.76,846.3,115.3,3.95,0.043,0.135,13.64
Ⅱ类,24.3,8.03,7.24,544.3,59.8,1.59,0.026,0.084,4.78
Ⅲ类,23.4,7.58,8.64,592.2,2.8,2.04,0.039,0.106,7.76
Ⅲ类,28.0,8.05,9.19,908.6,23.1,3.77,0.03,0.186,8.23
Ⅲ类,23.6,7.95,5.38,298.5,39.3,3.24,0.048,0.04,1.47
Ⅲ类,20.7,6.98,8.27,166.2,158.3,5.47,0.278,0.182,4.93
Ⅳ类,19.0,7.19,9.45,164.0,245.0,5.47,0.134,0.208,8.47
Ⅳ类,23.0,6.86,4.94,180.3,156.3,7.05,0.11,0.212,5.21
Ⅳ类,19.7,7.11,9.52,160.6,294.2,5.17,0.12,0.211,7.28
Ⅲ类,23.2,6.74,7.96,140.8,28.2,5.48,0.029,0.114,3.51
Ⅲ类,25.4,7.84,7.54,420.0,109.2,4.48,0.003,0.115,1.67
Ⅲ类,20.6,7.33,7.1,470.4,133.8,4.75,0.001,0.144,8.74
Ⅱ类,19.4,7.28,7.73,105.7,32.9,2.42,0.015,0.03,2.51
Ⅱ类,15.9,7.68,9.62,98.9,21.2,3.46,0.064,0.063,2.01
Ⅱ类,9.8,7.87,7.57,289.0,14.8,0.84,0.005,0.024,1.83
Ⅲ类,24.9,6.74,7.31,203.1,39.7,4.74,0.11,0.101,3.69
Ⅳ类,25.6,7.18,6.53,122.8,46.0,8.62,0.197,0.119,1.9
Ⅳ类,15.8,7.51,10.24,81.5,36.0,8.71,0.019,0.056,1.31
Ⅲ类,22.8,7.68,7.66,228.8,62.3,3.27,0.019,0.109,2.31
Ⅲ类,21.2,6.89,8.42,102.5,27.2,5.5,0.041,0.08,1.29
Ⅱ类,14.2,7.77,9.98,214.0,20.1,0.99,0.059,0.072,0.81
Ⅳ类,28.4,7.08,6.3,137.3,75.3,6.97,0.054,0.235,2.7
Ⅴ类,26.8,7.14,2.95,195.2,165.0,7.12,0.105,0.192,3.39
Ⅳ类,26.3,7.34,6.65,264.0,158.4,8.08,0.185,0.212,2.65
Ⅳ类,27.4,7.16,3.11,195.0,103.5,5.46,0.121,0.084,6.18
Ⅳ类,23.2,7.31,7.84,98.3,133.2,7.91,0.013,0.082,1.08
Ⅳ类,29.1,6.71,4.51,173.6,237.1,9.33,0.186,0.168,2.2
Ⅲ类,25.3,8.21,13.13,254.3,18.0,5.79,0.029,0.082,1.05
Ⅳ类,28.4,7.1,6.72,94.6,50.1,9.36,0.153,0.242,0.86
Ⅴ类,24.6,7.6,8.31,98.7,49.4,12.07,0.061,0.038,0.51
Ⅳ类,24.1,7.09,6.36,71.1,51.4,9.93,0.033,0.069,1.9
Ⅳ类,29.8,7.54,5.86,259.4,47.2,7.06,0.094,0.174,0.93
Ⅴ类,25.1,7.3,8.38,91.5,14.3,10.94,0.008,0.054,1.89
Ⅲ类,26.2,7.24,8.63,125.7,16.3,4.19,0.004,0.064,2.72
Ⅳ类,25.1,7.2,6.56,180.3,197.9,7.3,0.083,0.183,3.42
Ⅳ类,25.6,7.21,8.65,89.1,12.3,7.43,0.005,0.058,2.32
Ⅲ类,27.6,6.88,6.1,189.8,65.8,5.62,0.037,0.178,3.18
Ⅳ类,25.9,7.39,7.39,77.3,21.8,9.4,0.061,0.059,0.8
Ⅳ类,26.2,6.86,7.3,170.8,70.8,6.18,0.126,0.085,2.41
Ⅴ类,21.9,6.95,5.42,119.2,109.1,6.22,0.109,0.11,2.98
Ⅳ类,18.9,7.21,8.44,59.4,7.6,8.22,0.028,0.028,0.3
劣Ⅵ类,32.3,7.39,1.59,505.9,43.3,4.65,0.541,0.229,2.87
Ⅳ类,30.2,7.27,4.68,459.6,43.6,4.77,0.278,0.19,2.59
Ⅳ类,31.9,7.55,3.42,508.8,43.8,3.95,0.346,0.173,2.33
Ⅴ类,31.6,7.3,2.06,529.1,22.9,3.9,0.494,0.207,3.52
Ⅳ类,33.0,7.34,3.11,459.4,30.3,3.6,0.066,0.126,1.86
Ⅳ类,30.0,7.55,3.18,414.8,30.3,3.22,0.277,0.141,2.69
劣Ⅵ类,31.1,7.25,1.47,518.4,61.1,3.71,0.619,0.2,3.32
Ⅴ类,31.6,7.32,2.72,499.2,41.7,4.07,0.575,0.244,2.44
劣Ⅵ类,31.2,7.49,0.96,465.4,57.9,2.77,0.707,0.141,2.0
Ⅳ类,32.1,7.56,3.43,591.3,43.7,3.65,0.069,0.18,2.32
Ⅳ类,32.4,7.42,3.35,484.9,55.4,5.04,0.224,0.177,2.64
Ⅳ类,32.6,7.45,3.3,468.9,38.8,4.9,0.063,0.123,2.26
Ⅳ类,31.4,7.27,3.03,411.1,32.1,3.73,0.09,0.078,1.78
Ⅳ类,31.7,7.59,3.45,564.3,45.5,4.04,0.111,0.178,1.91
Ⅲ类,28.6,7.82,6.73,606.0,100.3,5.3,0.036,0.12,1.25
Ⅳ类,25.0,7.4,4.36,383.9,12.6,5.06,0.628,0.098,1.66
劣Ⅵ类,30.0,7.01,0.98,434.5,38.7,5.38,0.715,0.147,2.06
劣Ⅵ类,29.7,7.28,0.69,421.1,9.8,6.4,0.868,0.152,2.63
Ⅲ类,32.7,8.58,7.73,444.6,22.8,2.0,0.007,0.031,0.48
Ⅳ类,31.0,8.7,7.39,430.1,49.7,3.49,0.034,0.06,0.81
Ⅳ类,32.8,8.26,3.09,524.8,32.8,6.67,0.663,0.066,0.93
Ⅳ类,31.9,7.44,3.27,405.4,57.1,3.82,0.12,0.137,2.19
Ⅴ类,32.0,7.35,2.52,457.0,54.1,5.95,0.064,0.159,2.06
Ⅳ类,32.5,7.09,4.7,376.8,33.2,2.02,0.157,0.155,2.54
Ⅲ类,32.9,8.95,9.35,434.7,11.8,3.07,0.002,0.036,0.54
Ⅱ类,33.7,7.78,6.61,324.1,57.2,2.38,0.057,0.066,1.77
Ⅱ类,29.8,7.61,8.81,152.1,1.9,2.04,0.025,0.023,2.13
Ⅳ类,31.6,7.08,3.19,368.7,43.0,4.19,0.18,0.104,2.48
Ⅲ类,29.9,7.72,5.91,287.9,30.8,1.99,0.038,0.098,1.67
Ⅲ类,32.8,8.19,7.31,485.3,27.7,4.17,0.156,0.118,1.37
Ⅳ类,28.7,7.4,6.64,663.6,17.3,3.77,0.234,0.214,6.84
劣Ⅵ类,30.1,7.56,1.47,1379.4,37.9,5.54,0.032,0.098,1.26
Ⅲ类,30.8,8.84,12.65,1374.2,2.5,4.89,0.016,0.06,0.64
Ⅲ类,30.7,8.72,12.41,1172.3,6.0,4.93,0.013,0.052,0.74
Ⅳ类,31.0,8.45,13.87,1397.5,25.5,7.47,0.135,0.101,1.31
Ⅲ类,28.8,7.63,5.32,1060.7,8.6,2.5,0.089,0.114,2.58
Ⅳ类,31.2,7.79,8.39,472.6,18.2,5.69,0.544,0.208,3.05
Ⅴ类,28.8,7.59,4.97,834.2,43.7,5.12,0.201,0.358,7.94
劣Ⅵ类,31.2,7.94,19.04,834.7,26.9,9.02,0.204,0.447,2.82
Ⅲ类,34.2,8.04,8.32,408.5,18.9,4.62,0.185,0.098,3.28
Ⅴ类,30.2,7.52,2.84,365.2,19.4,3.72,0.35,0.12,2.12
Ⅳ类,30.9,7.33,4.4,289.5,27.7,4.55,0.159,0.069,1.27
Ⅱ类,28.9,8.12,8.9,324.2,22.1,2.39,0.071,0.093,1.98
Ⅲ类,31.3,7.5,5.5,539.6,20.7,2.71,0.129,0.123,2.55
Ⅳ类,31.2,7.22,4.41,611.1,45.9,5.02,0.44,0.149,1.76
Ⅳ类,29.4,7.21,3.22,590.5,34.2,3.27,0.051,0.094,0.87
Ⅳ类,31.2,7.42,3.54,573.7,45.5,4.4,0.446,0.189,2.71
Ⅳ类,32.6,7.45,5.32,473.0,34.4,6.22,0.797,0.185,2.29
Ⅳ类,30.8,7.23,3.62,595.9,53.1,4.73,0.73,0.237,3.19
劣Ⅵ类,30.2,7.28,2.32,766.8,52.8,7.56,1.877,0.435,3.8
Ⅳ类,29.3,7.65,4.48,297.8,63.2,1.8,0.02,0.075,1.25
Ⅴ类,29.1,7.53,2.53,382.4,39.1,2.46,0.182,0.126,2.05
Ⅴ类,30.8,7.42,2.22,750.2,39.1,3.5,0.099,0.227,2.22
劣Ⅵ类,28.2,7.34,0.5,900.2,33.9,5.47,1.287,0.328,2.85
劣Ⅵ类,30.2,7.42,1.43,728.9,33.8,5.13,0.813,0.286,2.93
劣Ⅵ类,29.5,7.43,1.62,972.3,22.9,7.36,1.018,0.401,3.67
Ⅳ类,30.0,7.8,9.63,728.7,11.9,6.97,1.37,0.178,5.99
Ⅳ类,28.3,7.44,4.05,868.8,68.0,5.13,0.591,0.176,2.61
劣Ⅵ类,26.7,7.05,0.93,681.9,10.2,7.11,1.207,0.168,6.65
Ⅳ类,29.1,7.82,8.46,620.3,13.7,4.97,0.034,0.203,4.79
劣Ⅵ类,26.4,7.34,1.6,664.1,78.8,6.66,1.204,0.137,2.63
Ⅳ类,27.8,7.29,3.38,642.2,18.8,4.91,0.029,0.241,5.55
Ⅲ类,26.2,7.42,9.39,1265.9,44.6,4.69,0.179,0.136,6.26
Ⅳ类,28.3,8.62,14.43,3403.5,41.6,8.31,0.091,0.13,5.23
劣Ⅵ类,26.5,7.41,6.44,624.1,24.1,6.32,0.224,0.475,5.33
Ⅳ类,27.8,7.58,7.36,659.4,46.7,4.54,0.216,0.21,3.77
Ⅴ类,29.8,7.49,2.04,1019.5,11.5,6.86,1.016,0.269,4.53
Ⅳ类,29.6,8.16,9.92,547.2,13.1,6.86,0.734,0.25,6.63
Ⅳ类,30.3,7.5,4.69,364.4,66.4,4.1,0.17,0.123,2.19
Ⅳ类,28.8,7.13,3.35,402.5,33.5,7.51,1.091,0.127,3.72
Ⅴ类,26.8,7.14,2.14,560.1,37.2,5.19,0.475,0.171,2.56
Ⅴ类,28.1,7.3,2.87,490.9,108.4,5.51,0.928,0.224,1.78
Ⅴ类,27.9,7.33,2.02,854.4,77.1,6.97,1.223,0.224,3.81
Ⅳ类,29.3,7.4,4.57,665.2,16.2,4.56,0.011,0.171,1.9
Ⅴ类,28.2,7.14,2.31,512.1,33.5,8.22,1.806,0.245,3.8
Ⅳ类,29.1,7.36,4.5,724.5,67.1,3.86,0.038,0.146,2.31
劣Ⅵ类,28.6,7.32,1.64,447.3,10.7,3.66,0.132,0.13,1.55
Ⅴ类,30.0,7.48,2.02,692.1,15.5,7.72,1.734,0.236,4.32
劣Ⅵ类,29.2,7.26,0.25,571.0,16.4,5.86,0.349,0.178,2.7
Ⅴ类,28.0,7.24,2.0,882.7,27.4,9.04,1.192,0.213,4.35
劣Ⅵ类,27.8,7.41,1.87,758.7,20.8,8.51,1.581,0.304,3.68
劣Ⅵ类,26.5,7.16,0.75,812.5,21.1,6.97,1.459,0.291,4.04
劣Ⅵ类,29.0,7.18,1.52,800.0,14.0,5.83,0.373,0.295,3.02
Ⅲ类,29.7,8.01,6.02,765.6,22.4,3.14,0.037,0.102,1.37
劣Ⅵ类,27.4,7.36,0.2,1304.5,21.8,6.8,1.668,0.454,5.19
Ⅲ类,28.3,7.76,5.41,441.5,205.9,5.8,0.156,0.133,2.9
Ⅳ类,32.3,7.65,6.27,525.2,62.4,6.15,0.386,0.118,2.6
Ⅴ类,28.0,7.12,2.7,690.8,46.0,7.38,1.58,0.218,4.27
Ⅴ类,29.5,7.06,2.31,563.4,35.6,6.23,1.013,0.233,2.74
Ⅴ类,30.4,7.57,2.96,581.1,35.6,4.95,0.942,0.176,2.31
Ⅲ类,29.8,7.67,5.17,266.8,41.2,2.62,0.143,0.079,1.44
劣Ⅵ类,28.9,7.24,1.55,574.3,32.9,7.85,1.958,0.301,3.74
Ⅳ类,29.4,7.54,3.79,300.6,22.6,3.23,0.38,0.116,1.76
Ⅴ类,30.7,7.27,2.17,348.0,5.5,3.09,0.366,0.08,1.15
Ⅴ类,30.2,7.32,2.95,325.8,23.5,3.01,0.064,0.12,2.03
劣Ⅵ类,29.4,7.31,1.26,469.0,26.1,4.56,0.582,0.146,2.52
Ⅱ类,30.3,8.42,9.16,322.7,35.6,2.86,0.01,0.076,1.72
劣Ⅵ类,29.6,7.3,0.6,430.4,7.3,3.54,1.04,0.226,2.35
Ⅱ类,30.1,7.93,6.57,308.7,48.6,2.16,0.023,0.079,1.59
Ⅴ类,30.6,7.07,2.1,370.2,24.4,2.94,0.056,0.12,1.62
Ⅳ类,29.5,8.02,4.76,850.0,20.0,4.27,0.133,0.103,1.91
Ⅴ类,31.6,8.82,15.66,704.4,18.7,10.97,0.094,0.091,2.85
Ⅳ类,30.2,7.75,6.13,663.5,42.1,7.24,0.028,0.261,3.13
Ⅴ类,30.9,7.34,2.4,583.4,13.1,6.81,1.316,0.29,3.38
Ⅳ类,30.1,8.86,16.46,1279.7,12.8,7.58,0.025,0.07,1.45
Ⅴ类,30.6,7.4,4.57,735.5,14.8,9.83,0.531,0.311,4.72
Ⅲ类,30.6,7.56,5.66,244.2,24.0,3.28,0.086,0.075,2.46
Ⅳ类,30.8,7.07,3.91,214.3,52.6,2.96,0.164,0.067,3.06
Ⅱ类,27.7,7.33,8.38,119.8,10.7,1.63,0.018,0.038,1.55
Ⅱ类,17.0,7.07,6.02,145.1,11.4,0.99,0.002,0.016,0.78
Ⅲ类,28.2,7.29,5.68,162.3,16.6,2.74,0.048,0.058,1.9
Ⅴ类,32.3,7.15,2.47,303.1,24.6,2.64,0.131,0.119,2.14
Ⅱ类,29.3,8.74,10.06,106.4,1.2,1.15,0.012,0.042,1.11
劣Ⅵ类,31.7,7.24,1.89,358.7,29.2,4.93,0.069,0.116,2.95
Ⅲ类,33.7,7.41,5.26,213.1,29.5,2.58,0.068,0.067,2.29
Ⅲ类,32.8,8.1,6.21,127.0,18.3,5.15,0.033,0.05,0.99
Ⅳ类,32.8,7.25,3.73,224.0,43.2,3.77,0.245,0.118,2.56
Ⅱ类,26.4,6.97,7.24,53.4,40.1,1.99,0.017,0.027,0.83
Ⅲ类,26.3,6.41,5.98,77.3,36.2,1.11,0.053,0.046,1.48
Ⅳ类,29.4,7.98,3.9,9942.0,1448.0,1.74,0.283,0.155,1.89
Ⅱ类,31.7,8.08,8.7,69.2,14.4,0.45,0.013,0.023,0.72
Ⅰ类,30.2,7.85,8.48,47.3,5.7,1.95,0.022,0.02,0.84
Ⅳ类,30.0,8.47,3.74,328.7,2388.9,1.44,0.014,0.077,1.69
Ⅳ类,32.0,7.29,4.04,481.4,24.9,5.49,0.484,0.135,2.82
Ⅲ类,30.8,8.0,8.21,580.3,15.2,2.98,0.049,0.103,0.74
Ⅳ类,32.8,7.06,3.42,491.9,22.9,4.54,0.098,0.099,1.83
劣Ⅵ类,32.8,7.15,1.55,453.9,32.8,4.91,0.38,0.156,3.0
劣Ⅵ类,32.6,7.19,1.73,461.7,58.1,5.7,0.318,0.171,3.24
Ⅳ类,31.4,7.24,3.94,498.3,18.2,4.26,0.075,0.146,1.67
Ⅴ类,31.4,7.22,2.83,382.3,38.1,3.33,0.119,0.162,3.0
Ⅴ类,32.6,7.22,2.86,603.5,31.6,6.76,0.754,0.178,4.53
劣Ⅵ类,32.0,7.29,1.99,542.3,19.8,7.33,1.117,0.238,3.55
Ⅳ类,31.6,7.17,3.18,512.2,48.5,4.67,0.117,0.1,2.13
Ⅴ类,32.0,7.36,2.78,492.0,42.9,4.78,0.306,0.194,2.24
Ⅴ类,32.0,7.3,2.39,496.8,70.4,5.98,0.049,0.163,2.72
Ⅳ类,32.4,7.36,3.02,489.4,43.1,6.03,0.072,0.2,2.92
Ⅴ类,30.9,7.12,2.37,309.1,73.8,4.38,0.208,0.155,2.84
Ⅳ类,31.3,7.22,3.99,278.3,36.0,3.16,0.31,0.061,2.0
劣Ⅵ类,33.3,9.23,10.67,266.5,47.3,4.3,0.052,0.061,1.32
Ⅳ类,33.3,7.24,3.42,320.3,45.5,3.6,0.113,0.107,3.14
Ⅲ类,30.4,7.07,5.54,170.4,13.2,1.32,0.035,0.036,3.17
劣Ⅵ类,34.2,9.05,8.9,255.3,29.2,3.33,0.072,0.036,1.9
Ⅱ类,25.2,7.32,7.37,114.8,7.8,1.41,0.031,0.026,1.38
Ⅱ类,28.6,6.37,6.46,164.9,7.4,1.75,0.041,0.027,1.78
Ⅲ类,30.6,6.26,5.27,159.1,1.6,1.91,0.041,0.042,1.96
Ⅳ类,32.0,7.52,4.42,336.1,38.5,4.44,0.034,0.072,1.24
Ⅳ类,31.6,7.55,3.84,409.1,33.1,3.84,0.009,0.062,2.41
Ⅲ类,31.9,7.42,5.23,365.6,21.1,4.48,0.644,0.118,3.2
Ⅲ类,32.6,7.52,7.08,328.4,23.2,4.29,0.339,0.046,1.82
Ⅱ类,31.4,8.39,6.09,302.9,10.7,3.88,0.036,0.048,2.32
Ⅱ类,31.2,7.32,7.21,145.8,18.1,3.18,0.127,0.083,2.44
Ⅴ类,33.6,6.9,2.67,345.7,75.8,3.85,0.056,0.127,3.1
Ⅱ类,31.1,7.24,6.19,180.2,15.8,2.3,0.033,0.04,3.28
Ⅲ类,30.9,7.4,6.6,479.2,20.1,4.28,0.35,0.172,4.71
Ⅳ类,31.4,7.2,4.67,348.2,22.1,3.37,0.134,0.154,2.6
Ⅲ类,31.3,7.13,6.03,285.4,23.4,3.19,0.165,0.148,2.79
Ⅱ类,28.4,7.83,7.16,156.8,19.4,1.87,0.065,0.078,2.1
Ⅱ类,30.0,7.66,8.59,152.3,6.0,1.61,0.024,0.027,1.26
Ⅲ类,30.8,7.32,6.59,265.0,31.8,4.06,0.206,0.188,3.4
Ⅲ类,30.0,7.7,5.99,250.9,28.9,3.83,0.337,0.173,2.08
Ⅲ类,30.5,7.03,6.31,203.8,10.0,2.69,0.008,0.102,1.95
Ⅱ类,29.5,7.47,6.85,178.8,4.5,1.38,0.018,0.045,1.68
Ⅱ类,29.5,7.16,7.0,151.5,23.2,1.7,0.012,0.066,1.56
Ⅱ类,27.2,7.61,8.55,144.8,5.4,1.08,0.01,0.028,1.23
Ⅱ类,28.6,7.27,6.08,167.8,19.0,0.78,0.026,0.048,1.61
Ⅲ类,24.8,6.66,5.02,49.1,25.6,1.14,0.044,0.039,1.12
Ⅱ类,25.7,7.24,8.1,51.4,12.3,2.2,0.027,0.041,0.83
Ⅴ类,32.0,7.23,2.47,993.7,17.6,3.86,0.175,0.121,1.73
Ⅳ类,32.0,7.7,3.38,11318.7,2206.9,3.06,0.052,0.067,1.42
