水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
Ⅲ类,21.0,6.75,8.05,147.5,28.0,4.7,0.058,0.116,3.57
Ⅲ类,24.8,7.79,6.88,424.3,83.3,4.35,0.016,0.117,1.95
Ⅲ类,17.4,7.13,5.89,141.3,31.2,2.01,0.002,0.02,2.33
Ⅱ类,19.3,7.25,7.76,105.6,32.2,3.11,0.013,0.029,2.45
Ⅱ类,15.0,7.53,9.5,99.9,35.2,3.55,0.06,0.068,1.52
Ⅱ类,9.8,7.87,7.69,289.6,18.5,0.9,0.006,0.027,1.71
Ⅲ类,23.7,6.66,7.13,198.3,40.3,4.28,0.107,0.095,3.67
Ⅳ类,24.9,7.24,6.59,123.2,41.0,9.17,0.191,0.115,1.82
Ⅲ类,22.1,7.64,7.64,230.2,67.0,3.23,0.024,0.111,2.59
Ⅲ类,21.2,6.89,8.36,103.0,28.0,5.78,0.048,0.134,1.58
Ⅱ类,12.9,7.69,10.15,214.0,20.3,1.04,0.07,0.071,0.94
Ⅳ类,27.6,7.1,5.98,143.7,61.0,6.42,0.058,0.201,2.61
Ⅲ类,24.9,8.67,10.0,61.5,10.9,5.93,0.035,0.041,2.08
Ⅴ类,26.7,7.12,2.84,195.2,164.9,7.11,0.1,0.191,3.15
Ⅳ类,26.4,7.33,6.61,265.8,145.7,8.41,0.201,0.211,2.54
Ⅳ类,27.5,7.16,3.06,195.7,109.1,5.6,0.133,0.093,6.45
Ⅳ类,21.9,7.34,7.86,100.1,146.2,7.81,0.012,0.082,1.19
Ⅳ类,28.5,6.69,4.17,167.9,222.2,9.04,0.184,0.169,2.16
Ⅲ类,24.1,7.52,7.12,260.7,17.1,5.78,0.052,0.081,1.24
Ⅳ类,23.5,7.06,6.16,71.4,46.8,9.65,0.032,0.066,1.74
Ⅳ类,29.1,7.54,6.03,263.3,53.4,6.97,0.12,0.181,1.04
Ⅲ类,24.9,7.16,7.54,125.0,17.8,4.27,0.011,0.064,2.71
Ⅳ类,24.8,7.18,6.24,180.8,168.2,6.66,0.069,0.169,3.69
Ⅳ类,24.2,6.98,7.56,90.0,12.3,7.18,0.006,0.056,2.23
Ⅲ类,27.3,6.88,5.93,189.3,62.6,5.83,0.034,0.143,3.16
Ⅳ类,25.5,7.38,6.79,78.2,22.4,9.48,0.052,0.044,0.8
Ⅳ类,25.6,6.83,6.73,172.2,70.6,6.07,0.126,0.085,2.42
Ⅴ类,22.0,6.98,5.6,119.8,106.4,6.1,0.086,0.11,2.94
Ⅳ类,18.5,7.17,8.28,59.7,7.1,7.96,0.028,0.028,0.34
劣Ⅵ类,31.9,7.38,1.09,503.1,34.9,4.31,0.711,0.249,3.01
Ⅳ类,29.6,7.16,3.94,446.3,73.0,5.24,0.374,0.218,3.02
劣Ⅵ类,31.0,7.27,1.29,490.6,15.1,3.86,0.563,0.205,3.72
Ⅴ类,32.7,7.34,2.93,467.1,33.2,3.53,0.079,0.117,1.82
Ⅴ类,30.2,7.5,2.55,469.3,34.1,3.24,0.077,0.139,2.44
Ⅴ类,31.0,7.41,2.0,405.8,73.8,3.6,0.665,0.206,3.41
Ⅴ类,31.1,7.27,2.33,501.1,50.0,4.17,0.537,0.272,2.57
劣Ⅵ类,30.5,7.41,0.3,427.3,107.1,2.91,0.773,0.14,2.09
Ⅳ类,31.7,7.52,3.15,585.9,33.6,3.72,0.102,0.2,2.45
Ⅳ类,31.9,7.4,3.12,534.0,52.2,5.04,0.024,0.171,2.78
Ⅴ类,32.1,7.37,2.89,528.2,27.7,5.18,0.074,0.112,2.44
Ⅳ类,31.0,7.32,3.0,514.2,13.8,3.07,0.059,0.095,2.03
Ⅴ类,31.2,7.21,2.54,395.7,29.0,3.68,0.113,0.085,1.94
Ⅴ类,30.6,7.49,2.39,547.0,46.5,4.33,0.236,0.188,2.24
Ⅳ类,27.7,7.28,4.04,629.9,90.1,4.45,0.193,0.135,1.42
Ⅲ类,30.8,7.59,5.26,378.7,32.1,2.61,0.028,0.108,1.26
劣Ⅵ类,29.4,6.99,0.72,442.0,31.2,5.21,0.663,0.131,2.03
劣Ⅵ类,29.2,7.26,0.24,418.1,10.1,6.3,0.73,0.138,2.35
Ⅱ类,30.5,7.74,6.39,214.4,30.6,3.25,0.01,0.062,1.29
Ⅲ类,32.0,8.36,6.66,445.2,32.3,2.33,0.005,0.039,0.6
Ⅳ类,30.6,8.5,6.5,428.4,54.8,3.34,0.039,0.07,0.8
Ⅴ类,32.7,8.17,2.22,522.7,27.3,3.25,0.326,0.073,1.15
Ⅳ类,31.3,7.39,3.07,425.6,40.5,3.4,0.09,0.13,1.94
劣Ⅵ类,31.9,7.31,1.96,460.6,46.0,5.06,0.033,0.121,1.91
Ⅳ类,32.3,7.09,4.68,387.5,29.8,1.96,0.128,0.138,2.32
Ⅲ类,32.0,8.65,7.09,428.1,23.0,3.08,0.004,0.044,0.61
Ⅲ类,29.8,7.74,5.34,299.5,25.0,1.84,0.028,0.059,1.69
Ⅱ类,29.4,7.39,8.09,152.0,2.2,2.34,0.031,0.022,2.16
Ⅱ类,31.2,7.07,6.24,389.3,37.1,3.94,0.133,0.089,2.34
Ⅲ类,29.6,7.64,5.4,300.8,30.9,1.89,0.029,0.091,1.63
Ⅲ类,31.8,7.77,5.59,490.4,28.9,3.19,0.203,0.108,1.35
Ⅲ类,29.4,7.84,11.02,367.5,6.2,4.14,0.029,0.074,4.01
Ⅳ类,29.0,7.34,6.25,664.0,17.2,3.72,0.162,0.21,6.74
劣Ⅵ类,29.7,7.49,1.06,1340.1,38.1,5.69,0.027,0.098,1.52
Ⅲ类,29.8,8.49,7.88,1376.2,1.5,4.78,0.018,0.051,0.62
Ⅲ类,30.0,8.56,9.43,1181.1,6.6,4.82,0.01,0.048,0.62
Ⅳ类,31.1,8.49,16.36,1399.1,20.3,7.88,0.074,0.102,1.29
Ⅳ类,28.3,7.6,4.88,1087.4,7.6,2.24,0.06,0.099,2.39
Ⅳ类,29.3,7.35,3.61,460.5,18.2,6.11,0.773,0.217,3.19
Ⅴ类,28.1,7.54,3.09,991.7,38.7,4.74,0.368,0.342,10.46
劣Ⅵ类,29.3,7.16,4.44,851.4,24.5,8.78,0.179,0.414,2.69
Ⅲ类,33.3,7.64,6.44,406.8,19.9,4.53,0.143,0.09,3.37
Ⅴ类,29.7,7.47,2.9,394.0,27.5,3.57,0.434,0.119,2.43
Ⅳ类,30.5,7.34,4.03,297.3,24.0,4.3,0.189,0.066,1.22
Ⅱ类,28.2,7.92,6.97,327.9,17.3,2.65,0.208,0.093,2.12
Ⅲ类,31.0,7.52,5.48,522.1,72.2,2.72,0.112,0.125,2.75
Ⅴ类,30.3,7.21,2.52,602.0,63.3,6.07,0.196,0.171,1.78
Ⅳ类,29.0,7.22,3.51,575.6,33.0,3.21,0.024,0.09,0.84
Ⅴ类,30.8,7.39,2.76,577.7,40.0,4.05,0.339,0.17,2.54
劣Ⅵ类,31.3,7.29,1.86,472.8,32.1,5.14,1.045,0.145,2.31
Ⅴ类,30.2,7.24,2.48,606.4,46.0,4.86,0.48,0.293,3.25
Ⅴ类,29.9,7.26,2.09,754.1,42.8,5.98,1.591,0.358,3.41
Ⅳ类,29.2,7.58,4.26,300.2,58.9,1.87,0.02,0.076,1.33
Ⅳ类,29.7,7.74,4.77,379.0,30.9,2.43,0.083,0.11,1.96
劣Ⅵ类,31.7,7.37,0.75,934.4,11.9,5.42,0.205,0.205,1.28
Ⅴ类,30.1,7.41,2.15,430.5,33.1,2.93,0.074,0.204,2.0
劣Ⅵ类,31.6,7.43,1.11,1122.5,5.8,4.65,0.286,0.256,1.69
劣Ⅵ类,27.4,7.45,0.16,891.0,52.1,6.68,1.473,0.378,3.16
劣Ⅵ类,30.3,7.41,1.51,742.8,38.2,6.37,1.452,0.354,3.56
劣Ⅵ类,29.1,7.41,1.06,998.0,21.0,6.15,1.103,0.388,3.68
Ⅳ类,27.9,7.31,4.8,727.8,11.9,6.5,1.429,0.162,5.78
Ⅳ类,28.0,7.43,3.82,858.1,56.5,4.79,0.82,0.173,2.54
劣Ⅵ类,27.8,7.27,0.26,1020.1,16.0,7.29,0.956,0.292,5.98
劣Ⅵ类,26.2,7.37,1.1,608.6,14.0,4.12,0.059,0.289,6.95
劣Ⅵ类,25.6,7.34,1.22,660.2,66.6,5.44,0.57,0.11,2.54
Ⅴ类,27.0,7.37,2.73,642.7,10.2,4.77,0.025,0.241,5.34
Ⅲ类,24.4,7.11,5.03,1149.8,38.6,3.6,0.021,0.187,6.18
Ⅳ类,27.3,8.34,11.55,3100.6,49.7,6.69,0.058,0.112,5.08
劣Ⅵ类,26.0,7.35,5.38,610.2,19.5,6.12,0.08,0.452,5.43
Ⅳ类,27.2,7.48,5.93,646.6,37.6,4.83,0.21,0.205,3.97
劣Ⅵ类,28.7,7.44,0.6,1056.0,22.3,7.13,1.332,0.29,4.9
劣Ⅵ类,26.7,7.54,1.88,565.1,23.2,6.6,0.499,0.249,6.67
Ⅳ类,30.4,7.46,4.53,355.5,50.6,3.59,0.186,0.116,2.25
Ⅴ类,29.5,7.51,2.26,806.2,27.3,4.72,0.086,0.118,3.32
Ⅴ类,28.7,7.07,2.59,408.1,21.5,7.71,1.12,0.127,3.51
劣Ⅵ类,26.1,7.08,1.32,557.8,18.2,5.28,0.648,0.159,2.55
Ⅴ类,27.8,7.25,2.47,481.4,107.2,5.11,0.835,0.211,1.83
劣Ⅵ类,27.6,7.32,1.28,823.6,70.8,6.62,1.457,0.23,3.78
Ⅴ类,28.5,7.24,2.17,762.7,23.4,4.59,0.031,0.171,1.86
劣Ⅵ类,27.6,7.1,1.87,507.6,28.5,8.42,2.036,0.264,4.14
Ⅳ类,28.5,7.2,3.94,736.3,56.5,4.82,1.194,0.176,3.73
劣Ⅵ类,28.3,7.28,1.24,468.3,10.0,3.94,0.215,0.137,1.95
劣Ⅵ类,29.2,7.43,0.71,783.8,15.1,7.58,1.68,0.229,4.31
劣Ⅵ类,28.7,7.24,0.13,601.4,12.2,6.34,0.397,0.188,2.31
劣Ⅵ类,28.2,7.23,1.99,893.2,27.2,8.82,1.314,0.211,3.9
劣Ⅵ类,27.6,7.36,1.3,749.3,20.4,8.28,1.568,0.278,3.87
劣Ⅵ类,26.1,7.16,0.34,812.6,19.0,7.01,1.707,0.303,4.22
劣Ⅵ类,28.4,7.17,0.48,843.2,16.4,5.86,0.487,0.339,3.12
Ⅳ类,28.5,7.83,3.73,752.6,23.3,2.97,0.03,0.103,1.35
劣Ⅵ类,27.4,7.32,0.16,1187.6,19.6,6.7,1.676,0.437,5.15
Ⅲ类,29.0,7.68,5.2,457.5,318.8,5.58,0.112,0.168,2.85
Ⅲ类,28.2,7.73,5.04,443.7,189.7,5.67,0.138,0.128,2.81
Ⅳ类,32.2,7.55,4.09,529.2,76.7,5.76,0.522,0.107,2.75
Ⅴ类,27.7,7.11,2.5,661.4,41.9,7.52,1.691,0.21,4.76
劣Ⅵ类,29.0,7.03,1.89,578.7,33.1,6.2,1.185,0.22,3.03
劣Ⅵ类,29.2,7.45,1.78,529.2,32.5,4.6,1.493,0.195,2.83
Ⅲ类,29.8,7.66,5.13,265.9,33.5,2.09,0.046,0.071,1.27
劣Ⅵ类,28.5,7.22,1.19,558.6,30.3,7.52,1.954,0.284,4.05
Ⅳ类,29.3,7.53,3.76,303.4,23.1,3.08,0.137,0.088,1.63
Ⅳ类,30.2,7.47,4.1,300.6,6.6,2.93,0.08,0.063,0.9
Ⅴ类,29.9,7.31,2.49,342.3,20.6,3.23,0.099,0.115,1.99
劣Ⅵ类,29.2,7.29,1.09,480.3,25.7,4.71,0.716,0.157,2.66
Ⅳ类,29.6,7.92,6.9,326.5,39.5,7.22,0.206,0.061,1.63
劣Ⅵ类,29.3,7.26,0.38,404.4,4.4,3.18,1.082,0.209,2.25
Ⅲ类,29.5,7.75,5.15,311.1,47.0,2.24,0.036,0.082,1.77
劣Ⅵ类,29.8,7.02,0.82,367.9,26.8,3.02,0.063,0.138,1.85
Ⅳ类,29.0,7.98,4.4,853.1,20.5,3.38,0.102,0.094,1.65
Ⅳ类,30.6,8.34,10.44,722.0,14.1,8.94,0.06,0.081,2.6
Ⅴ类,29.7,7.55,2.96,664.4,40.7,7.02,0.087,0.24,4.12
劣Ⅵ类,30.1,7.24,0.71,595.4,10.4,6.6,1.457,0.298,3.36
Ⅳ类,29.5,8.48,5.86,1297.2,10.8,6.03,0.101,0.064,1.28
Ⅴ类,29.5,7.33,2.84,719.0,12.8,10.13,0.408,0.321,4.71
Ⅴ类,29.1,7.51,2.78,266.1,20.8,2.88,0.169,0.073,2.7
Ⅳ类,30.4,7.02,3.48,208.6,42.6,2.86,0.238,0.071,3.06
Ⅱ类,27.6,7.31,8.94,125.6,8.9,1.7,0.025,0.041,1.6
Ⅲ类,16.9,7.1,5.62,150.3,6.8,1.02,0.009,0.02,0.87
Ⅱ类,26.6,7.26,6.44,143.7,11.0,1.85,0.037,0.04,1.56
劣Ⅵ类,31.8,7.13,1.8,315.2,27.2,2.63,0.167,0.119,2.26
Ⅱ类,29.1,8.35,9.09,106.2,1.0,1.23,0.01,0.034,1.06
Ⅲ类,26.8,6.39,5.59,138.9,3.7,1.18,0.014,0.04,3.48
Ⅴ类,31.2,7.22,2.4,369.4,32.6,4.72,0.227,0.13,3.09
Ⅳ类,32.4,7.16,3.84,211.9,33.2,2.19,0.069,0.076,2.3
Ⅴ类,31.5,7.06,2.53,128.3,17.3,4.54,0.03,0.046,0.86
Ⅰ类,32.0,8.24,7.84,173.0,3.0,1.49,0.006,0.02,2.16
Ⅴ类,31.8,7.12,2.3,235.0,38.1,5.21,0.502,0.145,2.78
Ⅲ类,31.5,8.51,6.26,3674.6,4.6,5.51,0.008,0.032,0.93
Ⅱ类,27.1,7.13,7.68,51.4,26.4,1.92,0.015,0.024,0.88
Ⅱ类,27.2,6.47,6.3,76.0,30.7,1.28,0.051,0.042,1.44
Ⅳ类,29.0,7.95,4.47,14650.0,1913.0,1.95,0.318,0.177,1.99
Ⅱ类,29.9,6.69,7.06,64.1,13.4,0.28,0.02,0.018,0.7
Ⅲ类,31.4,7.02,5.23,190.6,22.9,1.82,0.217,0.111,2.19
Ⅰ类,29.0,7.15,8.02,47.2,5.7,1.64,0.026,0.016,0.8
Ⅳ类,29.2,8.35,3.4,943.9,1731.4,1.39,0.002,0.075,1.72
Ⅴ类,31.2,7.16,2.2,493.9,23.4,4.83,0.469,0.123,2.79
Ⅴ类,32.0,7.0,2.84,478.4,24.4,5.12,0.158,0.11,2.03
劣Ⅵ类,31.9,7.15,1.41,446.0,43.4,5.03,0.532,0.173,3.22
劣Ⅵ类,32.0,7.19,1.7,468.4,61.0,5.52,0.442,0.172,3.31
Ⅴ类,30.5,7.01,2.88,504.3,17.1,4.15,0.077,0.14,1.66
Ⅳ类,30.7,7.17,3.02,382.1,45.9,3.45,0.439,0.209,3.18
劣Ⅵ类,31.8,7.14,1.7,597.5,29.6,7.0,0.886,0.172,4.68
劣Ⅵ类,31.3,7.25,1.37,526.8,24.8,6.95,0.909,0.235,3.35
Ⅴ类,30.7,7.15,2.4,489.8,71.8,4.66,0.295,0.12,2.03
Ⅳ类,30.5,7.2,4.2,468.0,46.5,4.87,0.239,0.124,2.59
劣Ⅵ类,30.9,7.2,1.66,454.6,46.8,5.09,0.347,0.208,2.24
Ⅴ类,30.6,7.24,2.19,450.5,79.2,6.24,0.495,0.184,3.28
Ⅴ类,31.7,7.3,2.63,479.2,40.5,6.23,0.109,0.206,2.89
劣Ⅵ类,30.1,7.06,1.68,311.0,71.1,4.88,0.469,0.174,3.07
Ⅳ类,30.5,7.11,4.9,198.4,27.2,2.37,0.149,0.049,2.6
Ⅲ类,31.9,8.16,5.39,298.7,65.6,4.38,0.122,0.072,1.24
Ⅴ类,32.6,7.17,2.63,346.8,50.9,3.9,0.314,0.142,3.4
Ⅳ类,30.2,7.02,4.26,213.2,16.8,1.11,0.098,0.046,2.85
Ⅴ类,32.4,7.07,2.25,247.2,28.0,3.24,0.205,0.037,1.95
Ⅱ类,24.4,6.88,7.12,113.7,11.1,1.58,0.048,0.029,1.34
Ⅲ类,28.3,6.37,5.86,171.2,6.9,1.67,0.091,0.028,1.94
Ⅳ类,30.3,6.24,4.63,157.3,1.9,1.86,0.068,0.043,2.15
Ⅳ类,30.6,7.03,3.03,259.0,36.4,4.09,0.278,0.079,1.64
Ⅳ类,30.7,7.49,3.7,432.3,52.9,3.28,0.042,0.069,2.69
Ⅴ类,31.2,7.26,2.21,476.4,24.4,4.07,0.554,0.109,4.39
