水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
Ⅲ类,31.0,7.57,6.14,1051.4,22.8,5.48,0.162,0.158,2.5
劣Ⅵ类,31.8,9.07,17.85,314.4,24.5,4.44,0.023,0.083,2.48
Ⅲ类,30.8,7.61,6.91,134.5,38.2,4.61,0.062,0.145,2.17
Ⅱ类,30.6,7.17,6.34,127.5,8.6,2.81,0.07,0.051,1.64
Ⅱ类,30.0,6.87,7.29,96.6,21.5,1.41,0.021,0.055,1.94
Ⅰ类,30.3,8.64,8.99,54.1,3.2,1.65,0.016,0.011,0.64
Ⅱ类,30.1,7.06,6.6,108.1,15.4,1.57,0.058,0.061,1.81
Ⅱ类,26.4,6.99,7.82,38.5,19.9,1.6,0.038,0.047,0.62
Ⅱ类,31.0,7.32,7.22,151.5,3.8,1.66,0.023,0.043,2.01
Ⅱ类,25.1,7.46,8.82,29.6,6.4,1.54,0.181,0.014,0.32
Ⅲ类,30.1,7.98,6.83,371.2,55.2,5.12,0.148,0.091,0.92
Ⅴ类,29.5,6.9,2.98,302.9,53.3,7.57,1.856,0.041,2.61
Ⅴ类,29.6,7.32,2.55,458.6,49.6,6.02,0.265,0.128,2.66
Ⅴ类,28.3,7.2,2.13,381.3,26.3,3.49,0.726,0.162,4.93
Ⅴ类,28.1,6.73,2.27,221.4,55.6,6.36,1.313,0.158,4.12
劣Ⅵ类,29.0,6.84,1.37,313.0,55.5,6.81,0.904,0.137,2.76
Ⅴ类,29.8,8.69,6.87,291.5,33.6,5.27,0.017,0.102,1.18
劣Ⅵ类,29.0,6.57,1.06,330.2,42.6,5.82,1.396,0.168,3.75
Ⅳ类,27.1,7.1,5.77,265.4,38.6,4.98,0.569,0.098,2.22
Ⅳ类,28.6,8.76,7.38,232.8,27.4,5.18,0.009,0.069,0.99
Ⅳ类,28.9,8.34,7.56,341.7,36.1,4.77,0.027,0.062,0.44
Ⅳ类,29.9,7.48,4.17,462.0,14.5,3.27,0.16,0.065,1.83
劣Ⅵ类,29.4,7.08,1.78,412.6,20.5,6.79,0.633,0.161,3.12
Ⅲ类,29.6,7.77,5.52,243.1,40.2,1.75,0.087,0.079,1.58
Ⅲ类,27.6,7.06,5.78,113.1,39.1,2.2,0.139,0.047,1.36
Ⅳ类,29.6,7.34,3.87,358.9,49.7,5.13,0.217,0.088,1.44
Ⅴ类,28.4,7.33,2.95,448.6,11.5,2.57,0.064,0.067,1.64
Ⅳ类,28.1,7.08,4.91,142.2,21.0,3.15,0.1,0.051,1.54
劣Ⅵ类,30.0,6.93,1.34,308.5,37.5,5.6,0.39,0.08,1.72
Ⅳ类,28.5,7.37,3.67,428.0,29.2,4.12,0.096,0.144,1.39
Ⅳ类,29.1,7.9,4.39,840.1,13.3,5.38,0.209,0.118,2.14
Ⅴ类,28.9,7.3,2.12,388.1,25.6,3.71,0.088,0.134,1.34
劣Ⅵ类,29.1,7.93,0.86,1697.3,30.0,5.14,0.104,0.102,0.52
Ⅳ类,30.2,7.23,3.07,429.3,25.7,3.82,0.058,0.082,1.85
Ⅱ类,30.4,7.52,6.56,287.6,38.9,3.41,0.052,0.077,1.46
Ⅳ类,30.2,7.85,5.98,873.5,15.7,7.44,0.292,0.05,1.64
Ⅴ类,30.5,7.26,2.26,372.5,26.6,3.82,0.006,0.12,2.44
Ⅲ类,30.1,8.65,8.89,574.8,17.2,5.48,0.016,0.038,0.48
Ⅱ类,29.8,6.75,6.99,149.5,31.1,2.43,0.023,0.051,1.5
Ⅴ类,31.0,7.0,2.23,311.0,39.4,5.89,0.053,0.122,4.03
Ⅲ类,29.5,7.6,5.5,296.0,40.0,3.01,0.054,0.059,2.29
Ⅲ类,27.9,7.75,5.04,293.7,47.1,2.27,0.061,0.064,1.17
Ⅲ类,30.6,7.85,5.66,1479.9,8.9,5.62,0.06,0.09,1.43
Ⅳ类,30.9,8.91,10.89,1476.7,196.6,7.93,0.036,0.125,1.24
Ⅴ类,29.1,8.36,2.38,1388.6,7.8,6.29,0.051,0.053,0.64
Ⅱ类,26.9,7.16,7.05,442.8,21.8,3.21,0.015,0.044,1.33
Ⅲ类,29.6,7.65,5.74,250.4,29.2,1.81,0.046,0.057,1.68
Ⅲ类,30.5,7.4,5.03,198.1,10.6,3.71,0.002,0.028,0.54
Ⅲ类,29.6,7.47,5.59,243.8,27.9,1.95,0.05,0.052,2.04
Ⅱ类,29.2,8.83,7.8,84.0,3.0,2.14,0.01,0.02,0.6
Ⅲ类,29.1,7.65,5.48,349.4,36.9,5.34,0.072,0.091,0.84
Ⅱ类,26.6,6.88,8.98,55.2,18.9,1.55,0.051,0.03,1.1
Ⅱ类,27.4,7.98,7.47,166.8,19.1,1.18,0.005,0.053,1.38
Ⅱ类,27.2,8.8,9.52,183.8,3.3,1.97,0.005,0.041,1.63
劣Ⅵ类,28.0,6.86,0.43,506.3,83.0,5.64,0.372,0.132,2.9
Ⅳ类,30.0,7.01,3.68,371.6,60.2,6.98,0.281,0.179,2.4
Ⅳ类,29.0,6.92,4.27,346.3,47.7,3.26,0.008,0.118,1.94
Ⅴ类,29.1,7.24,4.75,428.2,163.0,7.59,0.142,0.359,2.96
Ⅲ类,31.2,7.7,5.57,883.9,16.3,3.01,0.039,0.095,3.1
Ⅲ类,31.0,7.83,6.7,848.6,18.2,3.38,0.036,0.156,1.68
Ⅳ类,33.2,8.4,9.94,1088.6,32.3,6.19,0.114,0.071,1.4
Ⅲ类,31.4,7.76,6.41,231.0,34.1,4.13,0.126,0.103,2.28
Ⅳ类,32.7,7.42,4.66,760.6,22.8,2.81,0.376,0.136,2.13
Ⅳ类,30.6,7.58,6.15,698.3,2.8,6.67,0.01,0.155,0.73
Ⅴ类,28.0,7.59,2.96,832.3,24.7,2.37,0.016,0.095,2.82
Ⅴ类,29.8,7.15,3.81,880.4,27.0,7.64,1.474,0.308,5.49
Ⅲ类,30.4,8.28,6.31,1975.7,27.7,6.0,0.08,0.099,1.23
Ⅲ类,30.2,7.8,9.69,953.8,12.7,5.78,0.008,0.157,1.84
Ⅲ类,30.5,8.34,10.0,1194.8,12.3,4.76,0.042,0.085,1.95
劣Ⅵ类,31.3,9.49,16.15,337.1,10.5,5.17,0.015,0.061,0.7
Ⅱ类,25.2,7.49,8.14,82.2,23.2,2.44,0.057,0.041,2.11
劣Ⅵ类,30.4,9.22,8.73,267.8,13.7,4.7,0.016,0.038,0.72
Ⅱ类,26.8,7.98,8.56,111.4,28.7,2.69,0.035,0.04,1.23
Ⅲ类,16.1,6.98,5.75,77.2,3.9,1.8,0.005,0.005,0.87
Ⅱ类,30.6,8.32,8.13,100.8,3.6,1.64,0.008,0.043,0.26
劣Ⅵ类,29.3,9.27,10.11,153.5,10.2,2.29,0.005,0.03,0.79
Ⅴ类,28.8,7.97,2.57,1476.9,53.1,5.0,0.043,0.103,1.26
Ⅳ类,31.3,8.12,4.21,1454.7,16.6,5.29,0.033,0.103,1.19
Ⅲ类,31.7,8.75,10.56,714.7,7.2,5.47,0.042,0.053,0.74
Ⅲ类,29.3,7.7,5.38,236.3,35.1,1.78,0.036,0.046,1.85
Ⅱ类,25.2,7.44,6.95,179.8,14.4,1.97,0.005,0.031,1.37
Ⅳ类,28.9,7.41,4.37,210.8,9.7,3.48,0.048,0.062,1.72
Ⅱ类,27.3,7.57,6.3,205.9,16.5,1.92,0.082,0.035,1.05
Ⅳ类,30.0,7.21,4.3,261.9,18.8,7.21,0.032,0.099,2.29
Ⅱ类,26.0,7.6,7.3,182.4,27.5,1.48,0.068,0.082,1.81
Ⅲ类,29.3,7.19,6.34,241.1,36.3,4.29,0.265,0.11,2.87
Ⅲ类,28.6,7.61,5.21,448.1,8.9,4.16,0.654,0.106,2.91
Ⅳ类,28.2,7.24,4.48,192.4,28.5,3.35,0.001,0.038,1.4
Ⅲ类,31.0,7.18,5.62,1730.0,307.7,4.36,0.294,0.156,2.63
Ⅱ类,30.9,7.76,8.21,83.8,19.5,2.16,0.032,0.067,1.01
Ⅱ类,30.0,8.94,9.2,41.5,9.4,2.14,0.028,0.025,0.45
Ⅱ类,31.7,8.62,8.6,113.4,2.2,2.39,0.021,0.028,0.92
Ⅲ类,29.2,7.3,6.91,117.6,26.6,3.79,0.068,0.113,1.64
Ⅱ类,30.9,6.54,8.99,177.6,2.3,1.93,0.032,0.062,0.37
Ⅲ类,29.7,7.05,5.85,121.6,23.4,1.89,0.205,0.184,3.14
Ⅲ类,30.7,7.41,6.66,134.1,20.1,2.32,0.04,0.113,1.16
Ⅲ类,27.9,6.93,5.21,60.7,0.9,1.84,0.028,0.022,0.85
Ⅲ类,29.1,6.93,6.94,109.7,13.4,3.39,0.26,0.122,2.6
Ⅲ类,26.2,6.61,5.04,84.0,3.2,1.56,0.024,0.033,1.05
Ⅱ类,30.4,7.29,6.56,172.2,3.7,2.24,0.012,0.055,1.44
Ⅱ类,29.8,6.91,6.04,99.8,2.5,2.22,0.037,0.068,2.11
Ⅱ类,31.1,7.04,16.59,119.6,6.9,2.66,0.052,0.038,0.83
Ⅲ类,30.2,7.01,5.83,133.0,42.7,3.88,0.62,0.123,2.22
Ⅲ类,28.4,7.23,7.02,135.2,6.4,1.96,0.087,0.102,2.21
Ⅱ类,29.9,7.08,6.03,133.2,6.8,0.8,0.252,0.062,2.2
Ⅳ类,31.0,7.04,4.34,150.1,12.0,2.82,0.278,0.096,2.54
Ⅲ类,28.4,6.99,5.06,205.0,21.4,1.63,0.108,0.088,1.63
Ⅲ类,29.5,6.55,6.09,159.8,14.8,2.43,0.191,0.112,5.53
Ⅱ类,28.9,6.55,6.23,221.7,26.9,2.0,0.081,0.097,11.94
Ⅱ类,28.9,7.15,6.77,207.9,31.9,1.51,0.188,0.089,1.58
劣Ⅵ类,30.9,6.76,1.62,1103.4,326.1,3.08,0.25,0.145,3.33
Ⅳ类,30.2,6.32,4.08,174.0,22.3,2.57,0.365,0.192,4.11
Ⅳ类,29.0,6.74,4.29,159.4,9.6,1.9,0.165,0.185,5.48
Ⅲ类,31.1,6.94,5.02,226.6,8.8,2.21,0.098,0.059,1.6
Ⅲ类,29.6,6.8,5.65,115.4,14.2,1.79,0.103,0.065,1.46
Ⅱ类,28.5,7.05,7.72,61.1,17.2,2.0,0.046,0.051,1.2
Ⅲ类,29.8,6.71,5.45,64.6,15.7,1.91,0.274,0.049,1.5
Ⅱ类,29.7,6.79,6.47,101.7,9.7,2.29,0.134,0.093,1.45
Ⅱ类,30.9,6.96,7.07,84.2,1062.4,2.25,0.027,0.032,1.06
Ⅱ类,30.3,7.1,7.59,85.5,7.5,2.13,0.021,0.052,1.12
Ⅲ类,29.0,7.1,6.04,71.5,26.0,3.12,0.121,0.138,1.99
Ⅱ类,27.8,7.48,7.68,250.5,24.3,1.4,0.035,0.072,2.03
Ⅲ类,30.8,7.02,5.1,127.0,49.6,3.45,0.07,0.088,1.99
Ⅲ类,28.3,7.18,6.86,58.6,5.8,2.59,0.037,0.102,1.67
Ⅲ类,29.8,7.31,6.48,53.9,15.1,1.84,0.028,0.101,1.58
Ⅲ类,29.8,6.67,5.88,67.6,25.5,1.74,0.036,0.093,1.6
Ⅳ类,29.0,6.37,4.81,192.3,39.5,4.11,0.097,0.082,2.31
Ⅳ类,31.6,7.03,4.6,142.4,11.8,1.73,0.071,0.069,1.38
Ⅳ类,30.0,6.3,3.22,189.2,12.1,1.95,0.128,0.113,1.98
Ⅱ类,31.3,7.28,7.08,94.6,24.2,2.78,0.051,0.052,1.48
Ⅱ类,29.6,8.02,6.04,177.5,21.8,2.02,0.072,0.073,1.77
Ⅱ类,31.5,7.48,6.07,155.7,21.1,2.19,0.27,0.079,1.3
Ⅲ类,27.7,6.95,5.65,105.6,22.6,3.39,0.112,0.067,1.67
Ⅱ类,28.6,7.26,7.74,148.4,15.3,1.7,0.059,0.047,0.93
Ⅱ类,26.5,6.73,6.0,129.3,64.0,1.66,0.211,0.09,1.52
Ⅱ类,26.5,7.87,6.83,234.8,19.8,2.78,0.092,0.074,1.16
Ⅳ类,27.9,7.6,3.75,358.1,23.8,2.53,0.038,0.122,2.29
Ⅲ类,29.0,7.6,5.86,334.6,5.1,2.51,0.266,0.133,2.46
Ⅲ类,27.6,7.61,5.37,410.1,12.8,2.49,0.136,0.101,1.82
Ⅱ类,27.3,6.6,6.68,84.4,49.1,3.17,0.278,0.07,1.4
Ⅱ类,29.4,7.6,6.44,309.5,18.0,2.2,0.062,0.067,1.16
Ⅱ类,28.7,7.72,6.38,304.5,35.1,2.05,0.01,0.065,1.95
Ⅲ类,29.8,6.75,6.13,125.5,10.2,2.68,0.052,0.031,1.18
Ⅲ类,26.5,6.58,6.24,68.7,120.7,3.46,0.189,0.131,1.53
Ⅲ类,28.2,6.72,5.47,111.3,7.2,1.34,0.02,0.03,0.85
Ⅰ类,29.6,8.3,11.35,105.8,0.7,1.86,0.001,0.009,0.82
Ⅳ类,27.2,7.21,4.58,198.0,39.5,4.09,0.432,0.116,2.43
Ⅲ类,31.1,7.39,5.77,327.1,20.2,4.17,0.31,0.093,2.06
Ⅱ类,30.2,7.9,6.72,378.4,16.3,2.34,0.042,0.063,1.04
Ⅳ类,29.9,7.13,4.21,345.5,9.3,3.02,0.311,0.054,2.45
Ⅲ类,30.9,8.79,6.35,201.6,6.8,4.78,0.092,0.045,1.21
Ⅱ类,28.4,6.68,6.25,80.7,14.4,2.82,0.222,0.077,1.26
Ⅱ类,28.9,7.15,6.29,124.7,14.6,2.63,0.104,0.077,1.31
Ⅲ类,29.9,6.87,5.63,134.4,11.5,1.84,0.052,0.083,1.65
Ⅱ类,29.7,7.3,7.61,115.7,4.6,1.51,0.064,0.03,0.95
Ⅱ类,30.2,7.34,6.87,149.9,26.4,1.69,0.048,0.039,1.49
Ⅱ类,30.7,7.69,7.1,139.0,8.3,2.32,0.106,0.099,1.6
Ⅲ类,29.5,7.17,5.83,125.0,9.4,4.02,0.115,0.107,1.8
Ⅲ类,31.0,7.2,5.34,128.6,5.8,2.43,0.137,0.096,1.63
Ⅲ类,30.3,7.23,6.18,103.8,17.4,3.05,0.138,0.104,1.35
Ⅱ类,29.7,8.03,7.67,133.1,42.0,2.77,0.272,0.067,0.91
Ⅰ类,28.4,7.14,7.96,120.1,9.1,1.77,0.074,0.019,0.74
Ⅱ类,30.0,8.14,8.5,215.5,28.3,1.58,0.03,0.032,0.83
Ⅱ类,31.1,7.55,6.0,239.6,19.4,0.76,0.012,0.041,1.67
Ⅱ类,25.2,7.31,7.6,83.0,6.2,1.19,0.022,0.025,0.8
Ⅱ类,31.0,8.55,13.31,107.7,2.5,2.19,0.007,0.021,2.64
Ⅲ类,31.8,7.26,5.56,160.7,16.4,1.52,0.089,0.048,1.25
Ⅲ类,31.1,7.17,5.73,130.3,7.2,3.65,0.004,0.049,1.0
Ⅲ类,29.7,7.33,5.56,156.5,9.9,2.98,0.079,0.042,1.0
Ⅱ类,30.0,6.95,7.1,83.1,17.8,2.51,0.154,0.067,1.1
Ⅱ类,30.7,7.2,6.05,114.0,23.0,2.28,0.182,0.082,1.5
Ⅳ类,31.0,7.22,4.81,196.9,15.6,2.46,0.172,0.044,1.23
Ⅱ类,30.8,7.48,6.82,141.4,10.9,1.84,0.053,0.05,1.19
Ⅳ类,28.2,7.08,4.44,182.2,17.7,3.8,0.205,0.149,1.72
Ⅱ类,30.5,7.15,7.65,151.0,23.4,1.58,0.025,0.047,1.23
Ⅲ类,27.7,7.17,5.45,148.4,33.8,2.96,0.315,0.103,1.83
Ⅲ类,28.5,7.16,6.05,134.7,62.1,3.67,0.187,0.139,2.03
Ⅳ类,26.3,6.57,7.68,39.4,162.5,5.81,0.187,0.272,2.1
Ⅱ类,24.0,7.04,8.33,37.7,23.3,1.05,0.002,0.021,0.86
Ⅲ类,30.0,7.68,7.38,102.1,31.2,3.67,0.102,0.114,1.93
Ⅲ类,28.8,6.9,6.28,82.6,31.2,3.9,0.225,0.112,1.74
Ⅱ类,26.6,6.45,6.31,96.6,34.0,3.23,0.222,0.077,1.74
Ⅲ类,28.5,6.55,5.53,104.7,21.6,1.44,0.188,0.042,1.25
Ⅲ类,29.2,6.99,5.64,256.1,20.5,1.9,0.302,0.055,1.2
Ⅴ类,31.1,6.64,2.89,100.8,15.3,2.38,0.036,0.072,1.38
Ⅱ类,29.5,7.36,6.75,140.0,11.5,2.42,0.024,0.097,1.37
Ⅱ类,26.7,6.66,6.4,88.4,19.5,2.17,0.196,0.041,1.53
Ⅱ类,29.3,6.93,7.61,272.3,8.6,1.6,0.041,0.027,0.94
Ⅲ类,30.1,7.19,5.89,139.0,14.5,2.02,0.072,0.087,1.28
Ⅱ类,32.3,7.04,6.67,138.2,9.4,1.98,0.001,0.089,1.61
Ⅱ类,30.1,7.6,6.61,521.5,5.5,3.14,0.023,0.011,2.0
Ⅰ类,28.7,8.22,9.85,514.1,8.6,0.99,0.019,0.006,5.1
Ⅳ类,26.4,7.99,7.09,859.7,6.6,8.21,0.126,0.039,1.91
Ⅱ类,29.5,7.89,8.01,891.5,5.1,2.89,0.004,0.024,5.4
Ⅳ类,26.9,8.68,7.88,373.7,8.6,7.23,0.01,0.058,1.2
Ⅳ类,30.5,8.52,25.0,1265.9,9.3,5.92,0.03,0.297,4.15
Ⅰ类,29.2,8.06,8.58,635.2,7.0,1.32,0.011,0.015,17.56
Ⅳ类,28.3,7.79,4.9,1212.2,7.8,4.03,0.084,0.05,1.24
Ⅲ类,31.3,8.23,10.76,1324.7,5.0,4.95,0.012,0.065,2.72
Ⅳ类,31.7,7.83,11.92,4818.9,83.8,6.82,0.062,0.071,3.52
劣Ⅵ类,30.7,9.48,12.12,607.3,48.2,10.17,0.032,0.099,1.68
劣Ⅵ类,28.8,7.61,0.19,3825.1,51.4,4.56,0.399,0.211,4.18
Ⅲ类,29.2,8.66,9.02,777.7,7.9,5.7,0.112,0.043,1.61
Ⅲ类,31.3,7.64,6.89,1558.0,15.6,4.27,0.062,0.043,11.72
Ⅲ类,30.8,7.94,6.72,651.0,16.5,5.23,0.022,0.069,1.32
Ⅳ类,31.1,7.68,4.01,2171.7,61.8,6.66,0.24,0.243,3.75
Ⅳ类,30.4,7.94,4.99,1527.0,25.3,8.1,0.294,0.193,3.89
Ⅲ类,31.0,7.88,7.97,1496.5,13.0,4.8,0.196,0.125,1.54
Ⅲ类,30.2,8.42,14.96,1309.0,9.7,5.62,0.003,0.075,2.18
Ⅴ类,27.6,7.69,2.22,937.8,22.4,4.44,0.2,0.142,2.57
Ⅲ类,30.9,7.99,7.39,593.7,31.8,5.0,0.216,0.066,1.52
Ⅳ类,32.4,8.87,16.93,1481.9,39.4,9.31,0.018,0.142,1.5
Ⅲ类,30.5,7.61,12.03,1070.9,47.3,4.69,0.375,0.09,2.93
Ⅳ类,30.5,8.15,4.23,958.4,17.0,5.27,0.12,0.196,4.53
Ⅳ类,30.5,7.79,7.55,1581.7,32.7,6.16,0.245,0.166,3.49
Ⅱ类,31.7,8.13,9.37,961.7,23.1,3.77,0.027,0.009,3.56
劣Ⅵ类,29.9,7.78,2.08,1080.0,43.6,5.68,2.082,0.323,4.77
Ⅱ类,31.9,8.17,10.12,717.3,14.9,3.66,0.191,0.026,2.4
Ⅳ类,27.5,7.68,3.34,991.1,64.1,2.14,0.0003,0.098,26.06
Ⅳ类,29.6,8.94,14.31,996.5,20.4,7.52,0.144,0.13,2.41
劣Ⅵ类,25.8,7.44,1.55,657.8,12.8,4.8,2.09,0.394,5.74
劣Ⅵ类,28.5,7.66,4.87,604.5,4.2,6.5,0.124,0.412,5.52
Ⅳ类,27.9,7.67,5.13,614.5,13.7,6.66,0.793,0.295,5.51
Ⅳ类,29.8,8.19,12.56,543.0,9.4,6.92,0.128,0.273,4.87
Ⅳ类,25.9,7.45,3.19,740.4,49.1,6.38,0.171,0.277,5.18
Ⅱ类,31.7,7.88,8.37,1412.6,108.4,2.86,0.028,0.06,3.01
Ⅲ类,25.7,8.5,7.54,1551.5,27.5,5.69,0.016,0.054,1.06
Ⅲ类,30.0,7.88,6.32,1188.4,70.5,2.72,0.047,0.125,4.33
Ⅳ类,29.8,7.9,11.69,2842.6,62.4,7.77,0.102,0.116,4.28
Ⅲ类,27.3,7.84,5.64,1912.3,184.8,4.13,0.036,0.09,1.9
Ⅱ类,24.6,8.17,9.08,1109.5,6.3,1.24,0.046,0.033,1.26
Ⅳ类,30.6,8.07,7.46,1733.6,24.1,5.42,1.099,0.225,5.21
Ⅳ类,30.4,7.9,5.29,1791.3,25.6,3.98,0.288,0.227,5.42
Ⅳ类,29.8,7.78,11.53,2713.3,59.0,6.18,0.1,0.065,2.15
Ⅴ类,32.4,7.43,14.71,9068.0,95.1,11.2,0.076,0.124,2.22
Ⅳ类,30.0,7.86,3.66,1249.8,109.4,7.5,0.606,0.264,4.57
Ⅲ类,31.5,8.1,7.43,614.3,20.6,2.74,0.049,0.13,2.84
Ⅱ类,30.9,8.85,9.04,262.8,1.6,2.16,0.01,0.006,0.29
Ⅳ类,27.5,7.8,5.94,904.9,74.0,2.67,0.064,0.215,2.72
Ⅱ类,29.8,8.16,6.07,478.7,2.3,1.9,0.012,0.034,1.72
Ⅱ类,24.6,8.04,7.6,298.8,13.6,3.12,0.027,0.027,2.46
Ⅲ类,31.5,7.77,7.68,733.2,15.8,2.24,0.036,0.186,2.91
Ⅱ类,28.4,8.18,6.49,561.7,81.3,2.89,0.053,0.062,2.49
Ⅱ类,33.1,7.99,9.11,585.9,6.8,2.56,0.004,0.023,2.68
Ⅱ类,31.0,8.2,7.64,503.3,2.8,2.72,0.003,0.012,0.59
Ⅱ类,30.3,8.5,10.14,432.5,9.7,3.13,0.006,0.053,2.83
Ⅳ类,30.6,7.49,4.36,534.6,11.4,4.78,0.47,0.211,5.18
Ⅰ类,31.0,8.07,9.08,528.6,5.3,0.63,0.003,0.014,3.45
Ⅲ类,31.6,8.08,8.33,881.1,35.8,1.85,0.312,0.119,7.37
Ⅳ类,31.6,7.58,3.19,1412.9,125.1,4.16,0.081,0.242,7.43
Ⅲ类,31.1,7.95,7.93,1505.6,88.8,3.72,0.738,0.148,6.46
Ⅳ类,31.4,7.84,5.01,1966.5,43.5,4.39,0.51,0.224,8.22
Ⅳ类,33.2,7.9,5.09,1059.2,57.1,5.16,0.04,0.276,3.91
Ⅳ类,32.6,7.95,7.3,765.4,67.2,8.47,0.004,0.214,3.38
Ⅲ类,27.0,7.99,8.12,720.9,138.7,2.3,0.097,0.179,4.38
Ⅳ类,31.1,8.08,8.21,1320.1,33.2,2.83,0.086,0.232,10.21
Ⅴ类,24.4,7.65,6.47,1375.0,184.0,3.98,0.098,0.301,7.35
劣Ⅵ类,31.0,7.64,1.93,1190.9,18.3,3.98,0.381,0.087,0.68
Ⅱ类,31.1,8.52,9.69,978.5,7.9,2.66,0.164,0.014,1.21
Ⅳ类,29.2,7.51,4.25,729.8,52.0,7.61,0.35,0.293,2.09
Ⅱ类,30.6,8.38,9.11,868.8,4.3,2.6,0.018,0.02,4.41
Ⅱ类,32.5,8.11,7.5,887.3,21.9,3.25,0.014,0.046,2.11
Ⅱ类,32.1,7.75,6.06,637.5,4.0,2.78,0.012,0.069,1.19
Ⅳ类,30.7,7.72,4.52,1648.4,14.6,3.54,0.025,0.143,2.54
Ⅱ类,30.8,7.54,6.29,346.3,8.0,2.55,0.008,0.035,0.79
Ⅲ类,33.8,7.55,5.91,799.0,32.3,4.33,0.383,0.149,4.01
Ⅱ类,32.3,8.32,10.7,566.7,11.6,3.79,0.019,0.044,1.76
Ⅰ类,31.2,8.48,7.63,266.0,1.9,1.71,0.005,0.009,0.74
Ⅱ类,30.7,8.51,7.2,257.1,6.0,1.06,0.005,0.009,0.74
Ⅱ类,29.1,8.29,7.72,205.4,6.1,3.06,0.001,0.013,0.44
Ⅳ类,31.5,7.76,5.03,550.8,15.3,9.76,0.08,0.26,2.08
Ⅱ类,32.9,8.44,13.17,420.1,28.1,3.35,0.001,0.024,1.55
Ⅲ类,33.7,7.85,6.48,371.7,42.5,4.21,0.004,0.061,0.94
Ⅲ类,32.5,7.69,5.65,1256.8,49.3,4.33,0.08,0.093,0.63
Ⅲ类,28.3,8.21,15.96,1226.3,19.7,5.15,0.052,0.058,1.22
Ⅴ类,32.9,8.09,7.01,981.8,228.4,6.33,0.679,0.329,9.92
Ⅴ类,28.9,8.21,11.49,1072.0,13.3,11.04,0.012,0.166,1.84
Ⅱ类,33.1,8.15,7.13,362.2,6.9,3.7,0.009,0.041,0.51
Ⅲ类,30.3,9.0,9.19,280.2,14.7,5.99,0.024,0.073,1.11
Ⅲ类,28.8,7.19,7.0,185.7,30.9,3.63,0.048,0.142,1.69
Ⅲ类,31.7,7.46,6.09,207.6,57.8,3.37,0.001,0.105,1.62
Ⅲ类,28.6,7.79,6.87,153.9,32.3,3.03,0.05,0.15,1.32
Ⅱ类,27.8,7.41,7.97,120.0,22.6,2.44,0.031,0.072,0.93
Ⅳ类,32.1,7.78,4.87,707.1,14.9,3.63,0.016,0.083,0.44
Ⅳ类,31.3,7.74,5.86,1276.0,17.1,6.14,0.119,0.103,3.56
Ⅲ类,31.3,8.06,7.26,615.2,62.7,3.76,0.327,0.166,2.22
Ⅳ类,32.3,7.34,4.24,644.5,46.3,2.9,0.342,0.109,1.98
Ⅱ类,32.7,8.19,11.88,609.1,6.8,3.25,0.03,0.036,1.1
Ⅴ类,32.1,7.57,2.73,815.8,20.4,3.22,0.327,0.124,4.11
Ⅲ类,32.0,8.43,16.11,1014.1,18.1,5.31,0.027,0.046,0.95
Ⅳ类,32.0,7.85,7.24,987.5,85.3,6.49,0.034,0.127,2.35
Ⅳ类,31.7,7.47,4.45,651.1,16.2,3.62,0.105,0.141,1.98
Ⅴ类,31.2,7.41,2.76,985.3,12.9,3.69,0.428,0.182,4.72
Ⅲ类,30.3,7.35,6.36,580.7,12.3,3.26,0.018,0.124,2.92
Ⅲ类,32.9,8.12,7.38,699.6,28.8,2.88,0.062,0.172,1.16
劣Ⅵ类,32.1,7.08,1.05,373.9,54.6,4.47,0.181,0.117,2.64
Ⅳ类,29.4,6.78,3.21,149.7,259.7,5.11,0.034,0.157,2.35
Ⅲ类,31.9,7.77,5.74,362.1,25.8,2.23,0.006,0.058,0.88
劣Ⅵ类,32.9,9.49,17.67,159.0,12.0,5.08,0.005,0.105,0.79
劣Ⅵ类,32.9,9.37,9.85,144.2,11.7,6.66,0.009,0.062,1.35
Ⅴ类,30.2,7.25,2.86,242.4,37.8,4.35,0.088,0.056,1.03
Ⅳ类,32.2,8.0,8.46,457.2,59.7,6.51,0.015,0.084,0.73
Ⅲ类,31.2,7.62,7.82,376.9,32.1,5.32,0.015,0.07,0.71
劣Ⅵ类,31.8,7.08,0.3,380.5,55.5,5.63,0.12,0.132,1.81
Ⅱ类,29.0,7.75,6.63,297.9,39.1,1.68,0.032,0.075,1.52
Ⅳ类,28.2,7.8,4.22,201.9,20.3,2.03,0.112,0.063,1.61
Ⅱ类,31.9,7.7,6.65,329.2,25.9,3.75,0.114,0.075,0.71
Ⅲ类,31.6,8.02,5.35,382.7,3.7,2.49,0.052,0.036,0.86
Ⅱ类,22.6,7.87,9.3,246.3,18.4,2.62,0.075,0.077,1.02
Ⅱ类,34.3,8.55,17.34,396.2,24.3,2.66,0.05,0.098,1.98
Ⅱ类,33.5,8.8,11.34,185.2,3.9,2.17,0.017,0.019,1.12
Ⅰ类,31.6,8.5,10.07,249.4,1.2,1.27,0.066,0.004,0.95
Ⅰ类,31.8,8.7,10.08,237.1,5.2,1.52,0.044,0.012,0.85
