水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
Ⅱ类,28.0,7.67,6.55,215.6,13.3,1.93,0.072,0.074,1.67
Ⅱ类,22.1,7.52,8.21,231.0,3.1,0.4,0.026,0.028,1.36
Ⅱ类,30.2,7.51,7.07,205.8,3.4,1.51,0.009,0.069,1.55
Ⅳ类,31.3,7.41,4.32,371.4,6.0,2.14,0.272,0.048,1.95
Ⅱ类,26.9,7.81,6.66,294.4,3.4,1.14,0.291,0.015,2.1
Ⅱ类,28.6,7.41,6.81,150.2,10.3,1.19,0.003,0.034,0.96
Ⅴ类,29.1,6.86,2.11,545.2,54.0,3.62,1.934,0.184,3.3
Ⅳ类,28.0,7.32,4.92,369.2,56.3,1.66,0.254,0.149,2.26
Ⅴ类,29.0,7.41,6.9,526.1,24.2,5.91,1.893,0.183,4.32
Ⅳ类,28.4,7.03,4.25,203.8,50.8,3.11,0.07,0.134,1.88
Ⅴ类,29.1,6.67,2.97,176.2,25.1,3.74,0.142,0.154,2.02
Ⅲ类,29.7,7.06,5.92,122.1,12.8,4.49,0.046,0.026,1.09
Ⅴ类,31.5,6.62,2.51,172.3,14.7,4.67,0.212,0.113,1.53
Ⅲ类,29.5,7.66,7.33,130.7,28.1,4.81,0.006,0.026,0.86
Ⅴ类,28.7,6.84,5.05,131.8,84.4,7.78,0.298,0.344,2.88
Ⅴ类,31.7,6.59,2.47,191.4,25.0,5.38,0.616,0.071,3.23
Ⅳ类,30.1,6.87,4.47,184.4,16.4,5.56,0.058,0.125,2.41
Ⅳ类,30.7,6.54,3.57,131.3,34.9,4.05,0.089,0.162,2.35
Ⅳ类,29.9,6.76,4.9,126.7,22.2,3.46,0.1,0.185,2.7
Ⅱ类,29.8,8.37,8.36,65.1,12.9,1.87,0.0002,0.012,0.24
Ⅳ类,27.1,7.08,6.66,92.0,203.1,3.9,0.157,0.222,2.17
Ⅳ类,28.2,7.09,6.37,156.2,113.1,5.56,0.114,0.262,1.8
Ⅳ类,28.6,6.75,4.54,89.1,129.2,2.93,0.145,0.101,3.45
Ⅲ类,29.2,7.16,5.01,123.1,11.9,1.61,0.118,0.046,1.76
Ⅲ类,29.3,6.5,5.09,68.2,24.7,3.56,0.142,0.059,0.88
Ⅳ类,30.1,6.5,3.03,199.1,47.9,6.61,0.201,0.127,1.64
Ⅲ类,28.9,7.0,6.88,108.1,40.5,2.14,0.089,0.122,1.1
Ⅲ类,29.0,6.62,5.44,121.0,46.6,3.47,0.121,0.197,2.22
Ⅲ类,28.7,6.86,6.6,124.6,61.5,2.56,0.07,0.116,1.62
Ⅳ类,30.1,6.73,3.38,207.7,17.1,4.21,0.324,0.176,2.11
Ⅴ类,29.6,6.97,2.57,337.7,6.5,3.58,1.804,0.207,5.0
Ⅳ类,29.1,7.15,4.05,359.1,21.4,2.5,0.751,0.206,4.98
Ⅳ类,29.5,6.73,3.52,138.3,19.4,1.94,0.119,0.083,1.61
Ⅲ类,28.4,7.46,5.31,251.8,81.6,2.64,0.299,0.102,2.92
Ⅲ类,29.6,7.24,6.31,110.6,25.4,1.58,0.003,0.14,1.68
Ⅲ类,29.5,6.94,6.26,76.8,9.5,1.52,0.081,0.101,1.36
Ⅱ类,27.1,7.72,6.97,241.7,84.9,2.11,0.066,0.058,2.95
Ⅱ类,28.1,7.83,7.25,293.0,12.9,1.0,0.002,0.034,2.51
Ⅲ类,28.6,7.59,6.78,307.3,30.0,1.79,0.144,0.115,4.66
Ⅲ类,24.8,7.57,6.72,205.2,127.1,4.04,0.002,0.149,2.21
Ⅴ类,26.2,6.68,7.89,60.5,307.9,5.42,0.201,0.393,1.78
Ⅳ类,27.9,6.61,4.12,222.5,48.0,4.55,0.475,0.284,2.65
Ⅱ类,26.1,6.44,7.83,43.3,20.9,2.27,0.111,0.064,1.22
Ⅱ类,27.4,6.5,7.78,48.9,19.5,1.8,0.125,0.072,1.52
Ⅳ类,27.3,6.14,7.06,54.6,285.3,5.47,0.152,0.281,2.36
Ⅱ类,27.5,6.14,7.32,81.1,103.0,2.53,0.059,0.079,1.17
Ⅳ类,29.1,6.56,3.36,562.7,88.3,6.75,1.054,0.288,3.24
Ⅱ类,24.9,8.1,8.93,371.8,21.3,0.79,0.017,0.036,1.95
Ⅱ类,24.8,7.79,6.27,268.5,18.6,1.48,0.101,0.048,1.64
Ⅲ类,25.9,8.11,7.88,133.9,101.6,2.31,0.18,0.131,1.45
Ⅱ类,28.8,7.37,6.42,246.2,24.2,1.35,0.009,0.032,2.41
Ⅳ类,31.8,6.95,4.76,116.0,6.4,3.98,0.029,0.097,1.25
Ⅱ类,31.5,7.9,7.66,15464.9,6.1,2.67,0.109,0.061,1.08
Ⅱ类,32.3,7.53,7.63,99.0,10.2,2.91,0.003,0.068,0.93
Ⅱ类,32.0,7.25,7.51,142.9,28.1,1.8,0.009,0.025,2.8
Ⅱ类,29.7,6.78,7.56,106.8,39.3,2.08,0.006,0.034,2.24
Ⅳ类,31.5,7.43,4.68,248.8,21.5,4.05,0.002,0.069,1.16
Ⅱ类,30.7,6.6,6.29,77.2,10.8,1.82,0.009,0.046,0.66
Ⅱ类,29.6,6.85,7.01,71.5,13.1,2.54,0.009,0.04,0.67
Ⅱ类,30.3,7.49,7.45,124.8,3.9,2.26,0.008,0.033,0.56
Ⅳ类,32.8,7.2,6.41,169.8,23.7,7.19,0.091,0.094,1.52
Ⅱ类,30.5,7.0,7.05,73.8,8.3,1.52,0.003,0.023,1.27
Ⅲ类,31.8,6.77,5.68,161.3,13.2,2.77,0.114,0.055,0.97
Ⅳ类,32.5,6.7,3.21,166.4,25.7,4.71,0.605,0.166,2.54
劣Ⅵ类,31.0,9.1,20.52,9249.1,22.7,9.59,0.006,0.309,1.22
Ⅱ类,32.4,7.34,7.59,108.3,15.4,2.74,0.01,0.025,0.52
Ⅲ类,31.7,7.35,5.01,171.9,8.1,3.95,0.086,0.112,1.94
Ⅱ类,29.8,7.08,6.66,105.0,18.7,2.33,0.001,0.035,1.05
Ⅳ类,30.6,7.67,7.21,115.7,21.1,2.62,0.006,0.244,2.96
Ⅱ类,29.9,7.66,7.93,97.7,20.4,1.6,0.002,0.025,0.61
Ⅱ类,29.7,7.27,7.89,86.5,6.3,1.9,0.005,0.036,0.87
Ⅱ类,30.7,7.18,7.42,253.4,11.4,3.27,0.204,0.089,0.9
Ⅱ类,26.3,8.48,11.28,184.5,27.5,3.93,0.067,0.06,1.33
Ⅲ类,32.3,8.14,7.96,373.6,18.5,4.5,0.003,0.047,0.86
Ⅲ类,26.2,7.87,7.26,387.5,145.4,1.71,0.017,0.116,3.38
Ⅱ类,26.2,7.88,6.91,374.2,128.4,3.13,0.152,0.069,4.77
Ⅱ类,31.1,7.81,7.22,802.0,5.5,1.33,0.022,0.02,1.51
Ⅲ类,30.1,7.91,7.64,371.8,14.3,4.64,0.033,0.011,0.94
Ⅲ类,31.8,7.99,9.59,294.4,12.9,4.67,0.038,0.04,1.39
Ⅱ类,29.3,8.13,7.83,543.5,16.1,0.92,0.026,0.025,1.8
Ⅲ类,33.4,7.49,5.08,457.2,26.2,4.11,0.001,0.093,1.68
Ⅱ类,29.9,7.89,6.25,642.2,4.3,2.08,0.007,0.033,0.65
Ⅰ类,19.4,8.28,8.57,231.1,14.3,0.96,0.022,0.009,0.88
Ⅲ类,31.7,7.36,10.88,512.4,19.8,5.03,0.162,0.043,1.43
Ⅱ类,28.3,7.84,8.4,417.2,12.1,1.94,0.004,0.047,1.24
Ⅱ类,23.0,7.8,8.25,358.8,22.3,1.17,0.007,0.042,2.78
Ⅰ类,20.6,8.26,8.87,421.3,6.2,0.55,0.025,0.01,1.01
劣Ⅵ类,27.0,9.06,15.34,185.3,3.4,1.68,0.013,0.025,0.84
Ⅱ类,27.5,7.96,6.79,382.5,20.4,1.85,0.02,0.056,1.75
Ⅰ类,24.7,7.98,9.24,285.3,11.6,0.72,0.003,0.009,0.7
Ⅱ类,28.2,7.71,11.41,282.2,9.4,1.25,0.039,0.035,1.46
Ⅱ类,26.0,7.96,7.6,401.2,17.9,0.72,0.147,0.041,1.59
Ⅰ类,26.0,8.16,7.5,478.2,15.3,0.49,0.004,0.015,1.35
Ⅱ类,21.3,7.74,8.03,105.2,13.2,2.69,0.028,0.062,1.4
Ⅱ类,19.2,7.72,7.4,275.0,10.6,1.08,0.001,0.02,0.98
Ⅱ类,23.7,7.69,6.5,390.4,11.8,0.92,0.015,0.038,2.98
Ⅰ类,23.1,7.96,8.44,236.0,20.9,0.92,0.014,0.018,1.52
Ⅱ类,24.7,8.12,7.75,285.4,11.5,0.83,0.001,0.046,1.72
Ⅱ类,24.9,7.7,7.04,373.4,94.0,2.27,0.106,0.083,1.67
Ⅱ类,23.8,7.74,7.39,253.7,107.9,1.52,0.052,0.047,2.23
Ⅲ类,30.7,7.68,7.4,328.5,23.5,1.81,0.018,0.117,1.47
Ⅳ类,32.4,7.37,3.7,1156.1,14.9,5.19,0.043,0.128,1.03
Ⅲ类,31.0,7.69,6.84,404.4,24.9,1.97,0.033,0.123,2.73
Ⅴ类,30.1,7.29,2.51,296.7,20.5,5.65,0.023,0.065,0.69
Ⅱ类,28.2,8.31,8.06,418.3,2.3,1.33,0.015,0.024,4.0
Ⅲ类,33.2,7.88,8.86,457.0,10.8,4.89,0.082,0.097,1.77
Ⅱ类,30.7,7.73,6.23,374.5,10.2,1.57,0.016,0.034,2.64
Ⅰ类,29.9,8.18,8.24,146.2,102.0,1.25,0.011,0.013,1.0
Ⅱ类,30.5,8.28,6.83,494.0,13.8,1.27,0.005,0.034,3.4
Ⅲ类,32.5,7.71,7.08,474.2,4.1,4.59,0.012,0.139,0.56
Ⅰ类,22.8,8.18,7.76,364.6,33.5,1.79,0.006,0.004,1.65
Ⅱ类,31.6,8.33,8.97,336.5,6.6,2.25,0.003,0.012,0.61
Ⅲ类,25.0,7.71,7.35,281.3,118.0,2.46,0.237,0.105,1.95
Ⅱ类,34.2,8.03,6.89,426.6,17.0,3.28,0.21,0.066,0.43
Ⅲ类,32.6,7.78,6.06,567.0,9.9,4.73,0.053,0.135,1.79
Ⅰ类,30.1,8.16,8.2,413.7,9.4,1.71,0.016,0.013,1.15
Ⅱ类,21.2,8.03,8.29,215.4,64.5,1.04,0.001,0.06,1.5
Ⅱ类,22.0,7.35,7.55,244.1,112.1,2.45,0.282,0.084,2.58
Ⅱ类,23.5,7.94,7.87,234.8,151.0,2.93,0.015,0.087,0.45
Ⅰ类,23.1,8.12,7.85,488.9,7.5,0.76,0.02,0.013,0.78
Ⅱ类,22.3,8.12,7.93,323.6,21.6,1.19,0.068,0.091,2.86
Ⅱ类,31.6,8.44,12.21,294.9,13.4,2.89,0.013,0.026,1.05
Ⅱ类,30.7,8.24,12.84,328.9,2.6,3.32,0.047,0.053,1.23
Ⅲ类,28.1,7.64,7.24,303.8,59.5,2.78,0.105,0.123,2.5
Ⅲ类,28.5,7.72,7.02,307.7,51.5,2.31,0.012,0.112,2.39
劣Ⅵ类,15.4,8.18,7.0,1030.3,1168.2,7.18,1.199,0.43,3.45
Ⅱ类,24.8,7.79,7.0,284.8,90.9,1.48,0.103,0.086,2.56
Ⅱ类,23.1,6.97,9.06,428.1,1.2,1.25,0.009,0.04,1.91
劣Ⅵ类,23.2,7.35,1.58,367.7,2.6,2.2,0.002,0.018,2.5
Ⅲ类,24.6,7.93,5.68,618.1,5.9,2.13,0.056,0.175,4.85
Ⅱ类,25.4,7.76,6.77,466.5,3.9,1.16,0.138,0.076,3.41
Ⅲ类,30.9,8.99,10.1,279.9,7.7,4.38,0.014,0.036,1.8
Ⅲ类,25.0,8.02,5.95,312.5,10.0,0.61,0.014,0.007,0.72
Ⅱ类,24.7,7.8,10.04,311.6,6.0,0.84,0.006,0.044,1.76
Ⅲ类,26.8,7.71,5.05,729.9,6.2,2.32,0.234,0.169,6.3
Ⅱ类,30.7,8.13,15.16,343.8,16.3,1.46,0.033,0.023,3.05
Ⅱ类,24.4,7.86,7.33,280.8,27.5,1.2,0.135,0.039,2.55
Ⅰ类,28.4,8.35,11.5,348.0,9.9,1.46,0.005,0.01,3.29
Ⅱ类,22.0,7.99,8.05,401.8,13.4,0.65,0.025,0.024,4.88
Ⅱ类,23.8,7.87,6.77,405.4,12.2,1.12,0.006,0.018,3.88
Ⅱ类,28.3,8.7,9.79,141.5,2.8,1.34,0.026,0.024,1.14
