水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
Ⅱ类,28.0,8.61,7.18,250.2,6.2,1.66,0.022,0.022,5.56
Ⅳ类,28.5,8.37,7.73,528.9,25.5,6.36,0.102,0.105,4.8
Ⅲ类,21.6,7.46,6.57,363.1,87.4,3.66,0.102,0.113,4.91
Ⅱ类,21.2,7.59,8.38,343.0,42.0,3.44,0.058,0.064,5.45
Ⅱ类,20.7,7.83,6.95,409.4,7.5,1.21,0.04,0.026,2.82
Ⅱ类,23.1,8.0,7.08,429.9,8.6,2.15,0.011,0.038,7.89
Ⅳ类,24.6,7.54,4.87,533.8,41.3,4.68,0.068,0.214,4.78
Ⅱ类,26.4,8.27,7.34,769.3,21.1,2.47,0.023,0.063,9.24
Ⅲ类,20.4,8.08,7.57,852.8,122.2,3.57,0.028,0.12,14.38
Ⅲ类,21.2,7.38,5.26,637.4,1.8,2.02,0.021,0.093,7.73
Ⅲ类,26.8,7.99,8.53,868.2,21.9,3.15,0.04,0.165,8.59
Ⅱ类,23.7,8.52,7.8,292.9,39.5,3.48,0.044,0.036,1.43
Ⅲ类,20.2,6.96,8.09,165.6,164.1,5.73,0.284,0.179,4.91
Ⅳ类,20.2,7.56,4.61,368.6,158.0,6.77,0.003,0.246,3.85
Ⅳ类,19.1,7.18,9.4,163.4,247.7,5.38,0.132,0.206,8.63
Ⅳ类,23.4,6.94,5.09,195.1,157.3,6.6,0.119,0.204,4.96
Ⅳ类,19.3,7.1,9.2,160.5,299.3,5.09,0.124,0.213,7.58
Ⅲ类,21.5,6.67,7.74,143.3,25.0,5.09,0.058,0.112,3.57
Ⅲ类,25.2,7.82,7.39,420.9,90.7,4.56,0.007,0.1,1.78
Ⅳ类,22.6,7.61,6.1,684.7,195.2,5.45,0.016,0.297,11.32
Ⅳ类,24.2,7.7,6.9,889.0,89.3,6.23,0.041,0.214,8.01
Ⅲ类,17.4,7.1,5.09,141.8,30.5,2.04,0.002,0.023,2.38
Ⅱ类,19.2,7.25,7.64,105.7,32.6,3.11,0.015,0.028,2.44
Ⅱ类,15.2,7.48,9.26,100.7,24.9,3.4,0.07,0.062,1.63
Ⅱ类,9.8,7.88,7.69,288.5,16.4,0.8,0.004,0.031,1.82
Ⅲ类,24.0,6.66,7.15,200.2,38.8,4.75,0.104,0.096,3.67
Ⅳ类,24.9,7.22,6.75,123.0,47.0,8.44,0.197,0.118,1.93
Ⅳ类,15.2,7.45,10.34,82.0,36.0,8.16,0.024,0.077,1.28
Ⅲ类,22.2,7.64,7.54,229.9,75.2,3.16,0.022,0.111,2.34
Ⅲ类,21.2,6.9,8.2,104.2,25.6,5.84,0.027,0.107,1.32
Ⅱ类,13.2,7.69,9.88,214.5,19.3,1.25,0.06,0.07,0.78
Ⅳ类,26.4,7.09,3.41,209.0,89.5,5.87,0.163,0.144,2.9
Ⅳ类,27.9,7.09,6.08,140.7,67.0,6.78,0.054,0.202,2.87
Ⅲ类,25.4,8.96,10.76,62.1,10.5,5.73,0.024,0.037,2.03
Ⅴ类,26.7,7.12,2.89,195.2,155.4,7.11,0.109,0.201,3.51
Ⅳ类,26.2,7.35,6.65,261.5,151.2,7.74,0.176,0.204,2.62
Ⅳ类,27.5,7.16,3.03,195.3,106.6,5.5,0.134,0.082,6.2
Ⅳ类,22.4,7.35,7.86,99.3,166.5,7.76,0.014,0.083,1.13
Ⅳ类,28.7,6.69,4.31,168.0,235.3,8.67,0.175,0.179,2.13
Ⅲ类,24.0,7.43,5.45,263.3,14.6,5.88,0.044,0.07,1.09
Ⅳ类,27.5,7.07,6.56,93.4,52.6,9.32,0.132,0.215,0.88
Ⅴ类,24.0,7.53,8.06,98.7,45.5,11.76,0.056,0.04,0.46
Ⅳ类,23.6,7.06,6.19,71.1,47.2,9.91,0.032,0.066,1.78
Ⅳ类,28.9,7.49,5.47,262.1,50.6,6.88,0.105,0.169,1.04
劣Ⅵ类,24.1,7.2,7.8,93.2,12.5,19.3,0.016,0.053,1.54
Ⅲ类,25.4,7.21,8.05,127.0,14.2,4.27,0.011,0.064,2.71
Ⅳ类,24.9,7.19,6.36,180.9,193.5,6.82,0.071,0.171,3.4
Ⅳ类,24.7,7.03,7.8,89.8,11.7,7.36,0.005,0.053,2.26
Ⅲ类,27.5,6.89,6.02,189.6,62.3,3.23,0.033,0.152,3.06
Ⅳ类,25.4,7.35,6.89,77.9,19.7,9.28,0.046,0.046,0.79
Ⅳ类,25.8,6.84,6.87,171.9,74.0,6.11,0.133,0.098,2.44
Ⅳ类,22.4,6.98,8.36,112.6,310.7,9.77,0.192,0.006,6.09
Ⅴ类,21.8,6.94,5.19,121.2,106.6,6.26,0.084,0.109,2.86
Ⅳ类,18.7,7.16,8.33,59.6,7.2,8.07,0.024,0.028,0.31
劣Ⅵ类,32.0,7.38,1.24,499.5,40.7,4.15,0.502,0.208,2.78
Ⅳ类,29.3,7.16,4.42,404.8,114.9,6.31,0.559,0.289,3.02
Ⅴ类,31.5,7.48,2.48,543.2,73.3,3.94,0.321,0.169,2.33
劣Ⅵ类,31.5,7.32,1.84,528.2,46.4,4.44,0.394,0.228,3.33
Ⅴ类,32.8,7.32,2.88,464.8,42.6,3.57,0.001,0.105,1.74
劣Ⅵ类,30.5,7.42,1.63,552.7,28.4,3.33,0.222,0.147,2.62
劣Ⅵ类,30.8,7.24,1.48,527.2,54.4,3.59,0.617,0.195,3.29
Ⅴ类,31.2,7.26,2.39,488.6,36.2,4.46,0.783,0.276,2.67
劣Ⅵ类,30.7,7.44,0.56,432.8,48.3,2.91,0.895,0.145,2.22
Ⅳ类,31.8,7.53,3.22,585.0,37.1,3.6,0.094,0.194,2.3
Ⅴ类,32.0,7.37,2.97,512.8,56.2,4.47,0.014,0.126,2.03
Ⅳ类,31.3,7.39,3.88,514.0,15.4,3.37,0.058,0.101,2.13
Ⅴ类,31.3,7.27,2.99,407.7,31.3,3.7,0.107,0.082,1.95
Ⅴ类,30.8,7.49,2.52,552.5,89.7,5.32,0.256,0.259,2.41
Ⅳ类,27.9,7.37,4.8,548.0,100.1,5.22,0.055,0.129,1.49
Ⅲ类,30.9,7.69,5.63,376.1,31.4,2.54,0.0002,0.104,1.28
劣Ⅵ类,29.6,7.0,0.9,441.2,33.8,5.33,0.632,0.137,1.97
劣Ⅵ类,29.4,7.27,0.55,417.2,10.7,5.51,0.704,0.137,2.36
Ⅱ类,30.7,7.84,6.83,216.3,30.6,3.49,0.003,0.065,1.32
Ⅲ类,32.3,8.46,6.99,445.1,37.5,2.33,0.013,0.034,0.51
Ⅳ类,30.6,8.59,6.82,428.1,54.5,3.26,0.044,0.066,0.84
Ⅴ类,32.8,8.23,2.71,523.9,26.2,3.24,0.288,0.074,1.12
Ⅳ类,31.4,7.41,3.3,402.8,43.1,3.94,0.108,0.133,1.94
劣Ⅵ类,31.4,7.25,1.24,407.0,39.7,4.92,0.27,0.152,1.58
Ⅴ类,32.0,7.35,2.38,457.2,49.7,5.16,0.012,0.122,1.89
Ⅳ类,32.3,7.1,4.78,372.5,28.8,1.92,0.115,0.14,2.26
Ⅲ类,32.2,8.73,7.6,434.9,24.0,3.47,0.001,0.038,0.61
Ⅲ类,29.9,7.75,5.3,293.3,27.7,2.25,0.029,0.066,1.69
Ⅱ类,29.4,7.39,8.09,152.0,2.2,2.34,0.031,0.022,2.16
Ⅴ类,31.4,7.08,2.97,381.7,31.3,3.95,0.142,0.095,2.38
Ⅲ类,29.6,7.71,5.86,288.8,21.1,1.86,0.029,0.094,1.63
Ⅲ类,32.0,8.11,6.89,486.3,27.4,3.43,0.182,0.105,1.28
Ⅲ类,30.2,8.93,23.66,348.8,8.5,4.71,0.019,0.084,4.16
Ⅳ类,28.7,7.26,4.94,664.4,16.9,4.05,0.112,0.212,6.83
劣Ⅵ类,29.9,7.53,1.24,1363.2,48.6,5.38,0.03,0.099,1.26
Ⅲ类,30.3,8.65,9.13,1373.6,1.0,4.78,0.015,0.053,0.66
Ⅲ类,30.3,8.61,10.41,1178.9,6.4,4.84,0.009,0.046,0.65
Ⅳ类,31.3,8.41,14.18,1438.4,23.7,7.95,0.048,0.104,1.23
Ⅳ类,28.4,7.57,4.77,1070.1,6.6,2.16,0.077,0.103,2.46
Ⅳ类,30.3,7.61,6.51,469.9,16.6,6.11,0.76,0.221,3.2
Ⅴ类,28.6,7.57,3.8,942.9,41.3,5.3,0.162,0.336,8.48
劣Ⅵ类,30.2,7.64,11.54,843.0,29.1,8.8,0.118,0.408,2.67
Ⅲ类,33.7,7.84,7.51,407.5,19.0,4.71,0.137,0.094,3.27
Ⅳ类,29.8,7.52,3.24,397.9,24.1,3.26,0.436,0.119,2.05
Ⅳ类,30.5,7.31,4.02,295.5,25.4,4.62,0.231,0.068,1.41
Ⅱ类,28.4,7.99,7.62,327.8,19.5,2.73,0.223,0.097,1.97
Ⅲ类,31.0,7.52,5.63,531.5,24.2,2.24,0.109,0.122,2.65
Ⅴ类,30.6,7.21,2.92,601.2,60.0,6.26,0.234,0.172,1.86
Ⅳ类,29.0,7.19,3.23,589.2,34.4,3.35,0.048,0.098,0.93
Ⅳ类,30.8,7.44,3.22,564.4,88.6,4.43,0.433,0.206,2.69
Ⅱ类,31.1,7.89,6.1,570.4,18.3,3.36,0.012,0.09,1.66
Ⅳ类,31.6,7.34,3.13,473.1,35.5,5.91,0.874,0.149,2.29
Ⅴ类,30.5,7.23,2.84,606.4,28.4,4.95,0.415,0.311,3.3
Ⅴ类,29.9,7.29,2.72,753.7,48.9,6.26,1.591,0.367,3.42
Ⅳ类,29.3,7.57,4.17,299.6,56.4,1.94,0.025,0.075,1.4
Ⅲ类,29.8,7.78,5.14,379.4,31.0,2.57,0.088,0.112,2.04
劣Ⅵ类,32.0,7.42,1.52,937.2,9.9,5.45,0.194,0.207,1.27
Ⅴ类,30.2,7.4,2.19,503.3,32.8,2.97,0.092,0.212,2.08
劣Ⅵ类,32.0,7.43,0.62,1119.5,4.9,5.08,0.305,0.255,1.7
劣Ⅵ类,27.6,7.46,0.27,905.5,43.9,6.62,1.467,0.361,3.15
劣Ⅵ类,30.3,7.43,1.52,756.3,64.8,6.23,1.126,0.353,3.35
劣Ⅵ类,29.2,7.41,1.19,986.9,21.9,6.69,1.102,0.387,3.88
Ⅳ类,28.1,7.27,4.28,729.8,13.6,6.51,1.387,0.165,5.85
Ⅳ类,27.8,7.38,3.39,852.7,54.1,5.82,0.427,0.195,2.49
劣Ⅵ类,28.0,7.27,0.29,1020.4,16.2,7.32,1.112,0.291,5.99
劣Ⅵ类,26.8,7.1,6.78,722.8,10.2,9.05,2.479,0.19,6.62
Ⅳ类,26.9,7.46,4.43,604.4,14.2,5.02,0.045,0.231,6.2
劣Ⅵ类,25.9,7.33,1.45,659.9,61.9,5.06,0.768,0.122,2.53
Ⅳ类,27.1,7.39,3.04,641.7,10.6,4.74,0.025,0.244,5.43
Ⅲ类,24.7,7.15,7.08,1134.6,41.8,3.91,0.028,0.184,7.0
Ⅳ类,27.5,8.35,11.9,3469.3,48.1,8.37,0.09,0.118,5.47
劣Ⅵ类,26.0,7.31,5.29,615.4,19.6,6.46,0.124,0.462,5.43
Ⅳ类,27.3,7.5,6.26,643.2,38.6,4.32,0.207,0.208,3.86
劣Ⅵ类,28.7,7.44,0.69,1060.1,22.7,7.48,1.317,0.295,5.12
Ⅴ类,26.9,7.65,2.49,560.0,22.5,6.76,0.505,0.251,6.42
Ⅳ类,30.6,7.44,4.56,356.8,47.6,3.61,0.222,0.122,2.29
Ⅴ类,29.6,7.51,2.32,805.7,27.3,4.79,0.064,0.113,3.26
Ⅴ类,28.8,7.09,2.92,405.6,25.4,7.63,1.037,0.125,3.53
劣Ⅵ类,26.3,7.05,1.32,566.9,17.4,5.71,0.676,0.163,2.66
Ⅴ类,28.0,7.29,2.79,480.1,108.2,5.3,0.796,0.208,1.66
劣Ⅵ类,27.6,7.33,1.26,823.2,73.0,6.83,1.464,0.239,3.79
Ⅴ类,28.6,7.26,2.68,715.8,20.4,4.47,0.031,0.17,1.86
Ⅴ类,27.6,7.1,2.14,504.6,29.2,8.42,1.873,0.26,4.05
Ⅳ类,28.6,7.35,4.52,754.7,61.6,5.19,1.456,0.18,4.12
劣Ⅵ类,28.4,7.28,1.3,463.0,8.0,3.91,0.199,0.136,1.87
劣Ⅵ类,29.2,7.43,0.94,789.0,14.1,7.92,1.656,0.231,4.27
劣Ⅵ类,29.0,7.24,0.14,601.2,11.3,6.46,0.398,0.186,2.34
劣Ⅵ类,28.2,7.24,1.39,896.2,27.7,8.91,1.284,0.216,4.13
劣Ⅵ类,27.8,7.37,1.65,748.7,20.0,8.71,1.56,0.315,3.57
劣Ⅵ类,26.1,7.16,0.51,818.8,18.5,7.12,1.634,0.311,4.19
劣Ⅵ类,28.6,7.16,0.54,799.0,17.1,5.64,0.482,0.332,3.09
Ⅳ类,28.4,7.83,3.72,775.5,23.7,3.29,0.031,0.103,1.49
劣Ⅵ类,27.4,7.35,0.32,1213.7,24.3,6.69,1.572,0.458,5.11
Ⅲ类,28.6,7.75,5.39,450.8,324.4,4.74,0.062,0.14,2.5
Ⅲ类,28.3,7.75,5.22,443.8,214.4,5.67,0.138,0.128,2.81
Ⅳ类,32.3,7.58,4.37,529.0,55.3,5.63,0.479,0.107,2.69
Ⅴ类,27.8,7.1,2.3,673.6,41.0,7.37,1.617,0.207,4.45
Ⅴ类,29.1,7.05,2.52,578.2,40.3,6.32,1.1,0.22,2.87
Ⅴ类,29.4,7.49,2.03,542.6,33.4,4.62,1.425,0.188,2.6
Ⅲ类,29.8,7.66,5.16,265.6,36.7,2.15,0.055,0.075,1.32
劣Ⅵ类,28.7,7.23,1.33,564.3,30.2,7.74,1.927,0.282,3.83
Ⅳ类,29.4,7.62,4.67,292.9,25.1,3.01,0.144,0.091,1.66
Ⅲ类,30.3,7.6,5.4,299.1,6.5,3.2,0.203,0.074,1.04
Ⅱ类,30.1,8.09,9.95,273.9,5.8,1.93,0.01,0.032,1.13
Ⅴ类,30.0,7.31,2.79,329.1,21.1,2.98,0.039,0.11,1.92
劣Ⅵ类,29.2,7.3,1.17,477.3,23.4,4.73,0.735,0.157,2.64
Ⅳ类,29.8,8.13,7.76,325.1,35.8,7.22,0.206,0.062,1.59
劣Ⅵ类,29.5,7.28,0.52,416.1,4.9,3.42,1.028,0.212,2.23
Ⅲ类,29.6,7.79,5.5,310.6,47.6,2.2,0.03,0.08,1.69
劣Ⅵ类,29.9,7.04,0.91,366.0,29.1,2.9,0.058,0.134,1.7
Ⅳ类,29.2,8.0,4.55,851.3,21.4,3.48,0.105,0.093,1.69
Ⅳ类,30.9,8.56,12.13,718.3,15.0,9.32,0.049,0.085,2.52
Ⅳ类,29.8,7.61,3.9,662.9,41.0,7.3,0.045,0.244,3.8
劣Ⅵ类,30.4,7.3,1.85,591.5,11.5,6.69,1.388,0.294,3.34
Ⅳ类,29.6,8.61,8.11,1288.8,12.7,6.8,0.067,0.066,1.4
Ⅴ类,29.9,7.37,3.54,722.2,12.6,10.14,0.377,0.309,4.69
Ⅳ类,29.5,7.53,4.12,257.2,21.2,2.96,0.122,0.073,2.65
Ⅳ类,30.6,7.05,3.76,218.2,14.9,2.82,0.173,0.069,3.03
Ⅱ类,27.6,7.21,7.93,125.2,9.8,1.64,0.031,0.035,1.57
Ⅲ类,16.4,7.07,5.56,147.9,9.7,1.07,0.018,0.022,0.88
Ⅱ类,26.7,7.29,6.63,140.8,10.9,1.93,0.017,0.04,1.58
Ⅴ类,31.9,7.15,2.19,310.2,23.8,2.67,0.167,0.117,2.2
Ⅱ类,29.1,8.51,9.46,105.8,1.1,1.33,0.011,0.035,1.13
Ⅲ类,27.4,6.46,5.75,142.9,0.2,1.48,0.014,0.043,3.67
劣Ⅵ类,31.2,7.22,1.97,364.7,30.4,4.66,0.152,0.12,2.93
Ⅳ类,32.6,7.18,4.06,210.4,33.7,2.43,0.069,0.082,2.28
Ⅳ类,32.0,7.25,3.3,128.9,17.6,4.82,0.029,0.054,0.88
Ⅰ类,32.4,8.74,8.7,171.0,4.2,1.38,0.002,0.02,2.13
Ⅴ类,32.2,7.17,2.91,234.6,39.7,4.5,0.371,0.132,2.64
Ⅱ类,28.5,6.77,6.31,95.8,2.4,0.73,0.016,0.055,0.36
Ⅲ类,31.9,8.58,7.16,3663.0,4.6,5.55,0.004,0.028,0.92
Ⅱ类,25.7,6.82,6.69,56.0,37.5,1.86,0.036,0.031,1.0
Ⅱ类,27.4,6.46,6.26,75.8,30.1,1.15,0.048,0.043,1.48
Ⅲ类,28.9,7.92,5.27,24500.0,1508.0,1.6,0.218,0.133,1.69
Ⅱ类,30.2,6.9,7.34,70.2,13.8,0.4,0.018,0.019,0.79
Ⅲ类,31.8,7.08,5.82,189.6,23.0,1.86,0.161,0.107,2.11
Ⅰ类,29.2,7.12,7.87,47.2,5.0,1.62,0.03,0.016,0.7
Ⅳ类,29.1,8.26,3.04,1901.8,884.8,1.39,0.012,0.088,1.58
Ⅱ类,30.0,7.91,6.34,48020.0,1425.0,1.34,0.232,0.074,1.83
Ⅴ类,31.2,7.19,2.47,596.5,26.4,5.26,0.473,0.126,2.77
Ⅲ类,30.7,7.55,5.62,579.7,15.8,2.71,0.03,0.105,0.78
Ⅳ类,32.4,7.04,3.01,495.5,24.9,4.57,0.102,0.103,1.85
劣Ⅵ类,32.1,7.17,1.69,449.3,69.7,5.08,0.462,0.175,3.24
Ⅴ类,31.6,7.18,2.04,424.6,106.7,5.77,0.285,0.169,3.22
Ⅳ类,30.8,7.12,3.68,498.8,18.8,4.24,0.069,0.133,1.64
Ⅴ类,30.7,7.17,2.74,380.0,49.4,3.48,0.332,0.194,3.14
Ⅴ类,32.2,7.18,2.29,598.9,32.9,6.96,0.843,0.177,4.66
