水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
Ⅴ类,23.9,8.31,7.21,629.2,879.6,4.56,0.02,0.326,3.69
Ⅲ类,25.4,8.28,7.19,687.7,158.7,3.74,0.018,0.176,5.44
Ⅳ类,21.6,8.11,7.94,510.6,1310.7,7.87,0.369,0.185,8.29
Ⅳ类,25.9,7.55,3.73,793.7,113.2,4.13,0.682,0.139,3.22
Ⅱ类,23.5,8.2,7.05,889.5,101.4,1.35,0.062,0.026,1.46
Ⅳ类,25.2,8.65,6.83,2955.9,47.6,6.3,0.101,0.053,1.14
Ⅱ类,27.9,8.31,7.86,858.0,487.9,2.93,0.178,0.099,0.56
Ⅱ类,16.7,8.12,7.15,744.4,7.7,2.69,0.12,0.01,7.51
Ⅳ类,22.3,7.04,4.07,886.4,9.3,3.72,1.073,0.142,9.11
Ⅱ类,29.0,7.74,7.42,273.4,5.6,2.36,0.005,0.067,5.43
Ⅲ类,28.6,8.18,8.46,352.4,27.4,4.95,0.043,0.172,1.75
Ⅲ类,27.3,8.07,7.42,534.5,10.0,4.22,0.005,0.098,5.12
Ⅲ类,28.3,8.62,12.78,608.2,5.7,4.56,0.011,0.083,4.53
Ⅳ类,29.0,8.33,21.67,529.0,19.1,9.17,0.033,0.162,4.17
Ⅲ类,25.2,8.38,5.9,286.1,8.9,1.83,0.032,0.03,4.77
Ⅳ类,21.5,6.86,7.86,203.4,66.4,3.96,0.132,0.227,3.54
Ⅱ类,22.3,7.52,7.6,250.3,29.6,2.23,0.024,0.051,8.23
Ⅱ类,16.0,7.8,12.07,271.3,19.2,2.21,0.039,0.043,4.34
Ⅱ类,18.4,7.72,7.7,318.8,25.8,2.25,0.073,0.067,4.56
Ⅱ类,18.4,7.69,8.62,208.8,28.5,2.29,0.019,0.047,3.9
Ⅰ类,22.3,7.52,8.22,196.8,2.7,1.06,0.004,0.009,7.18
Ⅲ类,22.0,7.21,5.86,161.8,8.9,1.06,0.008,0.024,2.95
Ⅱ类,21.4,7.34,9.58,157.0,10.4,1.27,0.062,0.042,4.22
Ⅱ类,24.2,8.04,6.97,749.3,18.3,2.04,0.065,0.064,4.51
Ⅲ类,26.4,8.04,6.05,681.5,54.8,3.71,0.017,0.125,5.09
Ⅱ类,22.8,7.96,7.33,474.1,8.8,3.01,0.051,0.068,2.02
Ⅲ类,25.3,7.97,8.37,606.2,30.6,2.97,0.058,0.12,4.58
Ⅱ类,28.3,8.79,7.74,248.7,6.2,1.76,0.02,0.022,5.45
Ⅳ类,28.4,8.32,7.41,529.6,26.8,6.14,0.24,0.114,4.87
Ⅲ类,21.6,7.45,6.53,362.3,60.3,3.89,0.118,0.12,4.68
Ⅱ类,21.1,7.58,8.4,342.9,42.7,3.59,0.067,0.07,5.63
Ⅱ类,20.8,7.84,7.16,410.7,7.9,1.62,0.033,0.028,2.89
Ⅱ类,23.3,8.02,7.13,429.6,8.8,2.25,0.011,0.038,7.84
Ⅳ类,24.7,7.53,4.88,535.0,47.3,4.86,0.068,0.222,4.78
Ⅱ类,26.7,8.29,7.38,772.5,21.1,2.68,0.016,0.07,8.89
Ⅲ类,20.5,8.09,7.61,851.4,123.3,3.68,0.028,0.12,14.63
Ⅲ类,27.1,7.91,8.1,907.1,21.7,3.02,0.04,0.173,8.24
Ⅱ类,23.7,8.36,7.38,293.2,34.8,3.3,0.045,0.038,1.45
Ⅲ类,20.3,6.97,8.11,165.6,164.5,5.66,0.281,0.18,4.9
Ⅳ类,20.2,7.56,4.64,369.2,158.4,6.79,0.003,0.246,3.85
Ⅳ类,19.1,7.17,9.41,163.3,250.1,5.42,0.126,0.208,8.48
Ⅳ类,23.3,6.91,5.08,193.9,144.5,6.6,0.119,0.204,4.96
Ⅳ类,19.4,7.09,9.24,160.0,307.1,5.08,0.123,0.208,7.42
Ⅲ类,21.8,6.7,7.77,143.6,25.2,5.07,0.027,0.112,3.44
Ⅲ类,25.3,7.83,7.38,423.5,94.0,4.46,0.007,0.1,1.78
Ⅴ类,22.6,7.61,6.26,685.0,196.1,5.48,0.016,0.32,11.45
Ⅳ类,24.3,7.7,6.88,898.1,89.6,6.65,0.041,0.227,7.61
Ⅲ类,17.2,7.1,5.13,147.4,29.6,2.04,0.007,0.023,2.52
Ⅱ类,19.2,7.24,7.64,105.6,32.4,2.51,0.015,0.03,2.44
Ⅱ类,15.3,7.53,9.4,101.2,23.9,3.45,0.06,0.06,1.5
Ⅱ类,9.7,7.88,7.58,289.3,16.2,0.76,0.005,0.025,1.78
Ⅲ类,24.2,6.66,7.17,200.7,38.7,4.69,0.106,0.104,3.68
Ⅳ类,24.9,7.26,6.69,122.9,46.2,9.01,0.192,0.117,1.9
Ⅳ类,15.3,7.47,10.38,82.1,37.1,8.31,0.022,0.057,1.33
Ⅲ类,22.3,7.64,7.54,230.4,72.4,3.2,0.019,0.108,2.33
Ⅲ类,21.0,6.9,8.36,103.1,25.3,5.52,0.034,0.074,1.25
Ⅱ类,13.2,7.7,9.87,214.8,19.3,1.2,0.056,0.071,0.8
Ⅳ类,26.5,7.12,3.67,209.3,84.0,6.47,0.146,0.158,3.09
Ⅳ类,27.9,7.08,6.12,140.3,66.6,6.92,0.056,0.207,2.78
Ⅲ类,25.4,8.94,10.78,62.0,10.9,5.83,0.022,0.037,2.02
Ⅴ类,26.8,7.11,2.85,195.0,165.4,7.02,0.108,0.196,3.56
Ⅳ类,26.0,7.37,6.74,259.8,151.2,8.26,0.173,0.197,2.59
Ⅳ类,27.5,7.16,3.13,195.3,104.4,5.66,0.135,0.083,6.36
Ⅳ类,22.5,7.36,7.84,100.1,129.8,7.87,0.014,0.083,1.08
Ⅳ类,28.9,6.68,4.17,168.8,237.2,8.79,0.188,0.168,1.98
Ⅲ类,24.1,7.59,7.41,262.2,21.4,5.78,0.021,0.082,0.97
Ⅳ类,27.6,7.07,6.6,93.4,58.0,9.54,0.16,0.261,0.88
Ⅴ类,24.1,7.54,8.06,98.6,45.3,11.69,0.054,0.041,0.47
Ⅳ类,23.6,7.06,6.22,71.0,48.7,9.97,0.033,0.067,1.86
Ⅳ类,29.0,7.5,5.54,261.4,48.3,6.99,0.103,0.167,0.95
劣Ⅵ类,24.3,7.22,7.85,92.9,12.1,19.3,0.016,0.053,1.54
Ⅲ类,25.4,7.21,8.05,127.0,14.2,4.27,0.011,0.064,2.71
Ⅳ类,24.9,7.18,6.4,180.8,204.9,6.95,0.074,0.178,3.4
Ⅳ类,24.7,7.05,7.78,90.0,11.9,7.39,0.004,0.055,2.22
Ⅲ类,27.6,6.88,6.0,189.3,62.0,5.68,0.033,0.152,3.09
Ⅳ类,25.5,7.34,6.94,77.7,20.2,9.23,0.046,0.047,0.77
Ⅳ类,25.8,6.85,6.95,171.8,73.8,6.01,0.133,0.102,2.44
Ⅴ类,22.5,6.98,8.37,112.3,307.5,10.51,0.173,0.026,6.31
Ⅴ类,21.7,6.93,5.39,118.2,114.6,6.4,0.106,0.111,2.89
Ⅳ类,18.8,7.18,8.42,59.4,7.4,8.0,0.024,0.028,0.33
劣Ⅵ类,32.1,7.38,1.33,498.8,35.0,4.38,0.502,0.255,3.0
Ⅳ类,29.4,7.22,4.63,410.6,111.2,5.85,0.47,0.228,2.59
Ⅴ类,31.7,7.48,2.62,541.8,69.9,3.57,0.321,0.169,2.33
劣Ⅵ类,31.8,7.33,1.79,545.5,59.6,3.52,0.482,0.181,3.46
Ⅴ类,32.9,7.31,2.9,466.0,37.9,3.31,0.001,0.105,1.74
劣Ⅵ类,30.9,7.4,1.93,536.5,32.2,2.52,0.085,0.107,2.35
劣Ⅵ类,30.8,7.25,1.44,525.3,50.6,3.55,0.617,0.195,3.29
Ⅴ类,31.1,7.26,2.5,489.1,35.4,4.09,0.583,0.248,2.4
劣Ⅵ类,30.7,7.42,0.44,420.7,51.0,3.24,0.869,0.149,2.12
Ⅳ类,31.9,7.54,3.28,585.4,41.6,3.74,0.075,0.182,2.32
Ⅴ类,32.6,7.44,2.73,548.6,36.3,3.77,0.033,0.083,1.51
Ⅳ类,31.3,7.44,4.1,513.2,18.9,3.22,0.058,0.101,2.13
Ⅳ类,31.3,7.28,3.02,414.3,29.4,3.68,0.107,0.082,1.92
Ⅴ类,30.8,7.49,2.54,559.0,130.7,4.1,0.119,0.175,1.92
Ⅲ类,28.0,7.48,5.6,550.2,100.1,5.49,0.047,0.139,1.65
劣Ⅵ类,29.7,7.02,0.9,440.1,35.2,5.41,0.628,0.142,1.85
劣Ⅵ类,29.5,7.28,0.6,417.2,10.9,5.87,0.816,0.143,2.56
Ⅱ类,30.7,7.84,6.79,216.5,29.5,3.66,0.003,0.065,1.32
Ⅲ类,32.4,8.48,7.12,445.1,37.2,2.14,0.013,0.034,0.51
Ⅳ类,30.6,8.5,6.56,430.8,54.7,3.26,0.044,0.066,0.84
Ⅴ类,32.8,8.2,2.8,524.0,28.9,3.24,0.288,0.074,1.12
Ⅳ类,31.4,7.42,3.06,402.1,47.5,3.53,0.108,0.132,1.99
劣Ⅵ类,31.7,7.28,1.24,408.7,40.7,5.03,0.256,0.156,1.56
Ⅴ类,31.9,7.35,2.7,454.8,51.8,5.4,0.012,0.122,1.89
Ⅳ类,32.3,7.12,4.9,372.8,39.4,1.92,0.115,0.14,2.26
Ⅲ类,32.3,8.8,8.01,427.6,23.4,3.47,0.001,0.038,0.61
Ⅲ类,30.0,7.76,5.3,291.5,28.9,2.61,0.059,0.075,1.87
Ⅱ类,29.4,7.39,8.09,152.0,2.2,2.34,0.031,0.022,2.16
Ⅳ类,31.3,7.1,3.4,378.5,34.0,4.1,0.204,0.096,2.54
Ⅲ类,29.7,7.71,5.81,288.4,22.0,2.04,0.042,0.099,1.7
Ⅲ类,32.1,8.0,6.49,489.6,29.4,3.43,0.182,0.105,1.28
劣Ⅵ类,30.5,9.02,25.44,346.7,9.3,6.39,0.016,0.131,4.5
Ⅳ类,28.8,7.34,6.27,663.5,17.4,3.97,0.182,0.214,6.82
劣Ⅵ类,29.8,7.54,1.21,1370.2,40.6,5.31,0.031,0.099,1.31
Ⅲ类,30.4,8.69,9.74,1373.2,1.6,4.85,0.017,0.057,0.63
Ⅲ类,30.4,8.64,10.79,1173.7,6.5,4.86,0.012,0.047,0.72
Ⅳ类,31.3,8.29,12.58,1425.1,22.7,7.96,0.081,0.106,1.31
Ⅳ类,28.4,7.59,4.86,1072.4,7.8,2.42,0.086,0.107,2.52
Ⅳ类,30.4,7.67,7.16,470.6,17.4,6.43,0.796,0.225,3.18
Ⅴ类,28.8,7.59,4.02,912.5,40.0,5.78,0.111,0.342,7.8
劣Ⅵ类,30.4,7.64,12.98,840.8,30.3,8.8,0.118,0.408,2.67
Ⅲ类,33.8,7.93,7.96,407.8,20.3,4.74,0.137,0.094,3.27
Ⅳ类,30.1,7.53,3.27,391.9,19.2,3.35,0.326,0.112,2.15
Ⅳ类,30.8,7.3,4.0,294.4,21.8,4.68,0.248,0.073,1.57
Ⅱ类,28.6,8.01,7.8,326.5,20.5,2.47,0.224,0.099,1.98
Ⅲ类,31.1,7.52,5.55,534.1,21.8,2.24,0.109,0.122,2.65
Ⅳ类,31.1,7.27,3.29,593.6,79.6,5.28,0.342,0.154,1.72
Ⅳ类,29.2,7.17,3.09,584.0,35.4,3.41,0.048,0.093,0.93
Ⅴ类,31.0,7.43,2.27,566.9,82.9,4.11,0.417,0.179,2.64
Ⅲ类,31.2,7.83,5.55,567.5,17.9,3.19,0.023,0.081,1.62
Ⅳ类,31.9,7.35,3.43,469.0,37.2,6.27,0.756,0.16,2.15
Ⅴ类,30.7,7.21,2.76,602.7,35.2,5.15,0.537,0.312,3.31
Ⅴ类,30.0,7.28,2.62,752.0,52.1,6.37,1.615,0.38,3.42
Ⅳ类,29.4,7.58,4.26,298.5,55.6,1.88,0.018,0.075,1.27
Ⅲ类,29.9,7.79,5.2,381.6,30.7,2.52,0.17,0.123,2.07
劣Ⅵ类,32.0,7.4,1.67,935.0,9.4,5.69,0.186,0.214,1.2
Ⅴ类,30.3,7.39,2.23,527.7,34.7,3.39,0.123,0.223,2.21
劣Ⅵ类,32.1,7.4,0.68,1113.9,5.1,5.11,0.288,0.255,1.71
劣Ⅵ类,27.5,7.42,0.2,910.9,45.7,6.66,1.105,0.331,3.02
劣Ⅵ类,30.3,7.43,1.77,714.4,67.6,5.71,0.737,0.29,3.0
劣Ⅵ类,29.4,7.42,1.15,978.5,22.3,6.86,1.028,0.387,3.75
Ⅳ类,28.3,7.36,4.99,729.0,13.8,6.62,1.325,0.166,5.86
Ⅳ类,28.1,7.42,3.8,860.9,66.4,5.23,0.38,0.196,2.44
劣Ⅵ类,28.1,7.28,0.27,1018.4,16.7,7.32,1.185,0.3,6.04
劣Ⅵ类,27.2,7.24,8.37,728.5,10.4,8.27,2.071,0.184,6.67
劣Ⅵ类,25.9,7.37,1.37,647.8,66.9,5.26,1.075,0.135,2.69
Ⅴ类,27.1,7.37,2.82,643.1,10.9,4.95,0.033,0.251,5.48
Ⅲ类,24.5,7.19,5.88,1159.8,42.2,4.59,0.026,0.165,6.84
Ⅳ类,27.6,8.37,12.08,3586.2,43.6,8.37,0.09,0.118,5.47
劣Ⅵ类,25.9,7.27,5.18,615.5,21.2,6.51,0.116,0.461,5.44
Ⅳ类,27.4,7.51,6.37,639.5,40.8,4.76,0.219,0.202,3.68
劣Ⅵ类,28.6,7.45,0.63,1057.2,23.4,6.79,0.963,0.262,4.52
Ⅴ类,27.1,7.67,2.88,557.9,20.6,6.85,0.097,0.242,6.0
Ⅳ类,30.5,7.45,4.6,358.8,51.6,4.05,0.191,0.124,2.24
Ⅴ类,29.6,7.51,2.36,805.6,27.0,4.83,0.056,0.116,3.2
Ⅳ类,28.8,7.1,3.17,405.2,29.5,7.55,1.058,0.127,3.58
劣Ⅵ类,26.3,7.08,1.37,567.4,18.5,5.23,0.619,0.16,2.55
Ⅴ类,28.1,7.27,2.72,480.7,109.0,5.57,0.901,0.218,2.02
劣Ⅵ类,27.4,7.33,1.62,822.8,75.8,6.94,1.401,0.232,3.9
Ⅴ类,28.8,7.26,2.32,710.0,23.0,4.58,0.023,0.168,1.87
Ⅴ类,27.7,7.1,2.15,507.0,29.3,8.03,1.666,0.242,3.72
Ⅳ类,28.6,7.11,4.55,753.2,57.4,4.65,0.619,0.163,3.08
劣Ⅵ类,28.4,7.29,1.44,461.8,9.8,3.8,0.157,0.134,1.66
劣Ⅵ类,29.3,7.43,1.02,789.7,13.7,7.9,1.577,0.23,4.11
劣Ⅵ类,29.0,7.24,0.15,600.5,11.3,6.27,0.341,0.183,2.64
劣Ⅵ类,28.2,7.26,1.81,892.7,27.4,8.87,1.234,0.217,4.11
劣Ⅵ类,27.8,7.37,1.62,747.9,21.1,8.63,1.585,0.313,3.61
劣Ⅵ类,26.2,7.18,0.5,821.8,20.5,6.95,1.42,0.289,3.95
劣Ⅵ类,28.7,7.2,0.19,799.6,17.5,5.92,0.451,0.301,3.02
Ⅳ类,28.4,7.82,3.74,780.3,24.0,3.22,0.033,0.1,1.41
劣Ⅵ类,27.4,7.35,0.35,1254.0,25.3,6.77,1.731,0.456,5.2
Ⅲ类,28.6,7.77,5.41,452.5,296.6,5.46,0.076,0.167,2.72
Ⅲ类,28.4,7.77,5.37,442.3,206.3,5.8,0.173,0.129,2.89
Ⅳ类,32.2,7.58,4.29,528.5,57.4,5.72,0.482,0.108,2.68
Ⅴ类,28.0,7.1,2.29,671.6,42.5,7.39,1.618,0.214,4.57
Ⅴ类,29.2,7.05,2.56,575.8,40.7,6.03,1.05,0.224,2.79
劣Ⅵ类,29.4,7.5,1.91,541.9,34.9,4.84,1.022,0.185,2.37
Ⅲ类,29.8,7.67,5.18,265.1,37.2,2.26,0.058,0.08,1.35
劣Ⅵ类,28.7,7.23,1.26,565.9,30.4,7.81,1.951,0.292,3.83
Ⅳ类,29.6,7.58,4.36,294.1,22.0,3.13,0.266,0.103,1.72
Ⅲ类,30.4,7.61,5.35,298.7,5.5,3.06,0.506,0.089,1.33
Ⅱ类,30.4,8.1,10.2,272.1,6.1,1.95,0.011,0.034,1.18
Ⅴ类,30.0,7.32,2.99,322.8,22.8,3.19,0.039,0.11,1.92
劣Ⅵ类,29.2,7.3,1.21,475.3,24.2,4.82,0.729,0.157,2.65
Ⅳ类,29.8,8.12,7.77,324.9,36.5,7.22,0.206,0.068,1.54
劣Ⅵ类,29.4,7.28,0.51,420.3,4.6,3.89,0.842,0.223,1.76
Ⅲ类,29.7,7.78,5.47,309.4,53.5,2.27,0.022,0.079,1.71
劣Ⅵ类,29.9,7.06,1.24,365.4,28.5,3.06,0.062,0.128,1.72
Ⅳ类,29.1,7.99,4.58,851.1,21.6,3.58,0.1,0.098,1.79
Ⅳ类,31.2,8.52,11.81,717.7,15.0,9.82,0.017,0.086,2.65
Ⅳ类,29.9,7.61,4.13,662.0,40.7,7.3,0.03,0.25,3.44
Ⅴ类,30.5,7.33,2.59,593.4,9.4,6.61,1.394,0.296,3.38
Ⅳ类,29.8,8.6,8.68,1275.8,13.9,7.21,0.017,0.065,1.6
Ⅴ类,30.1,7.35,3.9,726.4,12.8,10.14,0.455,0.305,4.76
Ⅳ类,29.7,7.53,3.98,256.2,21.6,3.03,0.102,0.073,2.56
Ⅳ类,30.6,7.06,3.41,218.7,11.5,2.81,0.17,0.067,3.01
Ⅱ类,27.6,7.19,7.68,123.3,11.2,1.33,0.015,0.034,1.55
Ⅲ类,16.5,7.01,5.72,149.8,8.1,1.21,0.026,0.022,0.86
Ⅱ类,27.0,7.28,6.99,142.1,11.1,2.16,0.034,0.05,1.72
Ⅴ类,32.0,7.15,2.25,305.9,25.1,2.66,0.125,0.122,2.21
Ⅱ类,29.1,8.53,9.42,106.0,1.1,1.97,0.01,0.036,1.15
劣Ⅵ类,27.7,6.52,5.92,143.0,0.2,44.41,0.015,0.045,3.65
Ⅴ类,31.3,7.22,2.75,363.4,31.0,4.8,0.116,0.116,2.93
Ⅳ类,32.7,7.21,4.15,210.4,33.5,2.36,0.065,0.071,2.3
Ⅳ类,32.0,7.3,3.57,128.0,16.6,4.94,0.029,0.051,0.92
Ⅳ类,32.4,7.19,3.09,233.4,37.1,4.02,0.296,0.126,2.61
Ⅱ类,28.9,6.79,6.49,95.4,2.6,0.73,0.008,0.057,1.79
Ⅲ类,32.0,8.61,7.48,3654.2,4.4,5.66,0.025,0.029,0.85
Ⅱ类,25.6,6.84,6.7,57.6,40.3,2.05,0.04,0.035,1.03
Ⅱ类,27.2,6.47,6.37,75.7,27.7,1.13,0.048,0.046,1.49
Ⅲ类,28.9,7.9,5.06,22640.0,1538.0,1.58,0.247,0.141,1.84
Ⅱ类,30.4,7.04,7.46,69.4,13.5,0.55,0.015,0.023,0.91
Ⅲ类,31.9,7.11,5.82,189.2,23.2,1.69,0.161,0.098,2.09
Ⅱ类,29.4,7.32,8.02,47.1,4.6,2.05,0.025,0.018,0.66
Ⅲ类,30.1,7.81,5.26,43340.0,1000.0,1.45,0.31,0.071,2.09
Ⅴ类,31.3,7.18,2.41,582.8,26.9,4.74,0.284,0.123,2.65
Ⅲ类,30.8,7.59,5.62,569.5,15.7,2.75,0.054,0.102,0.74
Ⅴ类,32.5,7.02,2.93,487.9,23.8,4.55,0.107,0.105,1.86
劣Ⅵ类,32.4,7.18,1.66,448.4,72.8,5.02,0.429,0.172,3.12
Ⅳ类,30.9,7.11,3.34,498.6,19.0,4.39,0.061,0.14,1.7
Ⅴ类,30.9,7.19,2.63,380.1,52.1,3.15,0.174,0.165,3.01
Ⅴ类,32.2,7.2,2.41,599.5,31.6,6.97,0.793,0.177,4.64
Ⅴ类,31.8,7.33,2.42,525.7,25.8,6.66,0.563,0.23,3.16
Ⅳ类,31.1,7.13,3.14,526.7,42.1,4.35,0.139,0.098,2.15
Ⅳ类,30.6,7.17,4.39,464.2,35.5,4.54,0.18,0.114,2.47
Ⅴ类,31.3,7.32,2.53,463.7,48.5,5.16,0.448,0.197,2.42
Ⅴ类,32.0,7.32,2.6,514.3,100.5,6.16,0.095,0.17,2.78
Ⅳ类,31.7,7.34,3.1,481.9,38.1,6.23,0.069,0.214,2.9
Ⅴ类,30.6,7.1,2.01,308.1,64.2,4.32,0.186,0.142,2.97
