水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
Ⅱ类,20.5,7.88,8.85,506.6,74.8,3.62,0.036,0.077,5.45
Ⅳ类,32.6,7.05,4.86,45179.2,2.3,2.22,0.067,0.034,1.2
Ⅲ类,31.1,7.94,8.92,891.4,17.0,4.84,0.126,0.06,3.02
劣Ⅵ类,27.6,7.29,1.26,765.6,111.6,7.74,3.975,0.448,12.72
劣Ⅵ类,29.7,7.52,2.67,669.5,66.0,7.01,3.956,0.386,10.05
劣Ⅵ类,22.8,8.31,6.2,1143.7,2314.6,6.85,0.004,0.443,14.23
Ⅳ类,26.4,8.03,8.22,940.9,3377.4,4.52,0.69,0.244,3.05
Ⅳ类,29.0,7.9,4.75,4816.9,46.6,5.55,0.692,0.125,3.47
Ⅳ类,29.7,8.75,6.83,4139.0,28.1,7.22,0.032,0.218,1.3
Ⅳ类,29.5,7.88,8.1,877.3,4.0,7.53,0.053,0.076,0.84
Ⅱ类,27.4,7.71,6.84,517.1,31.0,3.54,0.068,0.07,4.54
Ⅲ类,30.4,7.76,5.73,914.4,22.3,4.01,0.058,0.056,0.48
Ⅴ类,30.5,7.41,2.18,690.0,18.0,4.97,0.348,0.188,3.23
Ⅲ类,31.2,8.62,9.18,834.9,2.3,4.66,0.009,0.067,0.52
Ⅲ类,30.8,8.42,8.15,1594.4,29.7,5.15,0.036,0.028,0.6
Ⅱ类,32.0,8.13,6.27,329.4,4.0,2.19,0.068,0.012,0.73
Ⅳ类,29.5,7.52,4.44,681.9,6.1,4.62,0.014,0.028,0.7
Ⅲ类,23.7,8.28,7.13,1155.1,13.1,4.31,0.245,0.085,1.01
Ⅳ类,25.8,8.59,6.59,755.8,70.4,6.53,0.029,0.13,1.61
Ⅴ类,25.5,7.86,4.94,1289.7,328.7,8.03,1.266,0.308,9.71
Ⅱ类,27.4,8.28,7.83,657.6,39.6,2.46,0.011,0.045,3.33
Ⅲ类,27.1,7.76,5.55,471.2,31.6,3.29,0.004,0.042,1.81
Ⅳ类,23.6,7.66,3.04,661.6,8.3,3.24,0.242,0.031,1.11
劣Ⅵ类,26.2,7.59,3.47,698.2,51.9,6.86,2.34,0.227,6.15
Ⅱ类,21.8,8.32,8.43,681.6,43.3,2.2,0.026,0.032,5.07
Ⅱ类,24.7,8.1,7.33,711.5,24.6,3.83,0.097,0.096,2.34
Ⅲ类,21.7,8.22,7.0,567.8,44.6,4.57,0.009,0.048,1.44
Ⅴ类,28.5,8.04,6.25,1131.9,105.3,14.24,0.001,0.16,6.4
Ⅲ类,24.9,7.47,9.12,1387.5,27.7,4.22,0.034,0.169,7.07
Ⅴ类,30.0,8.66,9.28,6240.5,287.0,9.61,0.034,0.329,9.14
Ⅴ类,24.1,7.55,4.0,587.1,1068.1,6.0,0.446,0.38,5.05
Ⅲ类,21.2,8.37,7.62,738.1,339.9,4.07,0.005,0.138,4.32
Ⅳ类,26.2,8.46,5.74,788.9,997.7,6.19,0.004,0.252,5.76
Ⅲ类,19.2,8.26,7.53,436.3,310.1,4.4,0.122,0.149,6.93
Ⅳ类,21.6,8.18,6.79,529.1,1607.5,5.43,1.456,0.274,6.89
Ⅳ类,28.3,7.77,4.01,955.4,319.2,4.21,0.224,0.066,6.48
Ⅲ类,20.5,8.04,6.23,568.0,150.1,2.77,0.027,0.148,4.26
Ⅴ类,24.6,8.3,7.06,621.0,824.9,4.56,0.02,0.326,3.69
Ⅲ类,25.9,8.27,7.05,696.4,167.9,3.74,0.018,0.176,5.44
Ⅳ类,22.7,8.12,7.56,540.6,1722.3,7.87,0.369,0.185,8.29
Ⅲ类,27.3,7.87,5.25,693.7,55.6,4.13,0.248,0.139,3.22
Ⅱ类,24.0,8.19,7.03,876.6,110.8,1.35,0.062,0.026,1.46
Ⅳ类,25.9,8.64,7.0,2954.9,43.4,6.3,0.101,0.053,1.14
Ⅱ类,28.0,8.31,7.84,862.8,513.0,2.93,0.178,0.099,0.56
Ⅱ类,18.2,8.1,6.17,759.9,8.5,2.69,0.12,0.01,7.51
Ⅳ类,24.0,7.15,4.46,824.5,24.8,3.7,0.915,0.133,8.41
Ⅱ类,29.1,7.83,7.64,273.4,6.1,2.36,0.005,0.067,5.43
Ⅲ类,29.0,8.4,10.28,351.2,29.7,4.95,0.043,0.172,1.75
Ⅲ类,27.6,8.06,7.52,535.3,10.9,4.22,0.005,0.098,5.12
Ⅲ类,28.2,8.36,10.79,631.7,4.9,4.56,0.011,0.083,4.53
Ⅳ类,29.7,8.72,27.53,525.5,21.6,9.17,0.033,0.162,4.17
Ⅱ类,26.3,8.89,6.95,290.5,27.3,1.83,0.032,0.03,4.77
Ⅳ类,21.1,6.79,7.95,203.4,70.6,3.96,0.132,0.227,3.54
Ⅱ类,22.4,7.55,7.38,249.4,26.6,2.23,0.024,0.051,8.23
Ⅱ类,17.1,7.86,11.69,268.3,19.3,2.21,0.039,0.043,4.34
Ⅱ类,18.4,7.74,7.75,329.6,26.7,2.25,0.073,0.067,4.56
Ⅱ类,18.8,7.74,8.71,207.8,29.1,2.29,0.019,0.047,3.9
Ⅰ类,23.0,7.62,8.23,209.3,3.0,1.06,0.004,0.009,7.18
Ⅱ类,21.3,7.22,6.0,161.7,8.1,1.06,0.008,0.024,2.95
Ⅱ类,22.0,7.45,10.22,156.7,10.9,1.27,0.062,0.042,4.22
Ⅱ类,25.4,8.05,7.03,752.2,18.5,2.04,0.018,0.064,4.51
Ⅲ类,27.0,8.05,6.25,673.9,68.1,3.71,0.02,0.125,5.09
Ⅱ类,23.6,8.16,8.81,469.2,8.3,3.01,0.048,0.068,2.02
Ⅲ类,25.2,7.95,8.42,600.0,25.1,2.97,0.058,0.12,4.58
劣Ⅵ类,28.8,9.09,9.95,245.2,6.0,1.76,0.02,0.022,5.45
Ⅳ类,28.2,8.2,6.7,529.1,29.9,6.14,0.24,0.114,4.87
Ⅲ类,21.7,7.41,6.35,359.3,62.7,3.89,0.118,0.12,4.68
Ⅱ类,21.4,7.93,7.9,413.5,9.3,1.62,0.033,0.028,2.89
Ⅱ类,27.4,8.33,7.67,774.1,24.1,2.68,0.016,0.07,8.89
Ⅲ类,21.5,8.12,7.63,849.6,119.2,3.68,0.034,0.119,14.63
Ⅲ类,27.6,7.92,8.17,920.6,28.2,3.02,0.036,0.173,8.24
Ⅲ类,23.6,7.84,5.19,298.8,42.4,3.3,0.045,0.038,1.45
Ⅲ类,20.4,6.97,8.22,165.6,160.7,5.66,0.281,0.18,4.9
Ⅳ类,20.2,7.55,4.55,370.8,148.6,6.79,0.005,0.249,4.16
Ⅳ类,19.0,7.18,9.45,163.6,243.0,5.42,0.126,0.208,8.48
Ⅳ类,23.1,6.89,5.07,186.3,151.0,6.6,0.119,0.204,4.96
Ⅳ类,19.7,7.1,9.32,159.9,302.2,5.08,0.123,0.208,7.42
Ⅲ类,22.6,6.76,7.8,142.1,26.7,5.07,0.027,0.112,3.44
Ⅲ类,25.3,7.83,7.48,418.2,107.0,4.46,0.009,0.111,1.76
Ⅲ类,17.8,7.1,5.71,131.4,32.9,2.04,0.007,0.023,2.52
Ⅱ类,19.3,7.26,7.66,105.5,32.6,2.51,0.015,0.03,2.44
Ⅱ类,15.5,7.59,9.35,98.7,20.6,3.45,0.06,0.06,1.5
Ⅱ类,9.8,7.88,7.59,288.9,15.0,0.76,0.005,0.025,1.78
Ⅲ类,24.6,6.71,7.19,202.0,39.3,4.69,0.106,0.104,3.68
Ⅳ类,25.1,7.21,6.73,122.4,47.5,9.01,0.192,0.117,1.9
Ⅳ类,15.6,7.47,10.29,82.3,39.1,8.31,0.022,0.057,1.33
Ⅲ类,22.6,7.66,7.59,231.0,68.3,3.2,0.019,0.108,2.33
Ⅲ类,21.2,6.88,8.35,103.5,25.4,5.52,0.034,0.074,1.25
Ⅱ类,13.8,7.7,9.8,217.1,19.4,1.2,0.056,0.071,0.8
Ⅳ类,28.2,7.08,6.22,138.5,70.8,6.92,0.056,0.207,2.78
Ⅲ类,25.1,8.93,11.01,61.9,11.9,5.83,0.022,0.037,2.02
Ⅴ类,26.8,7.12,2.95,195.3,157.7,7.02,0.108,0.196,3.56
Ⅳ类,26.4,7.35,6.8,261.0,150.5,8.26,0.173,0.197,2.59
Ⅳ类,27.5,7.16,3.08,194.9,88.1,5.66,0.135,0.083,6.36
Ⅳ类,22.9,7.36,7.87,98.3,161.4,7.87,0.012,0.083,1.08
Ⅳ类,29.0,6.7,4.31,170.4,229.8,8.79,0.188,0.168,1.98
Ⅲ类,24.5,7.8,8.13,262.1,17.1,5.78,0.021,0.082,0.97
Ⅳ类,27.9,7.09,6.66,93.6,63.3,9.54,0.16,0.261,0.88
Ⅴ类,24.4,7.56,8.18,98.7,46.7,11.69,0.054,0.041,0.47
Ⅳ类,23.9,7.06,6.3,71.0,49.3,9.97,0.033,0.067,1.86
Ⅳ类,29.4,7.51,5.74,260.0,47.8,6.99,0.103,0.167,0.95
Ⅴ类,24.9,7.28,8.15,92.1,13.1,11.11,0.018,0.054,1.2
Ⅲ类,26.2,7.24,8.41,127.1,14.8,4.27,0.01,0.064,2.71
Ⅳ类,25.0,7.2,6.52,180.5,186.8,6.95,0.074,0.178,3.4
Ⅳ类,25.3,7.13,8.15,89.6,12.2,7.39,0.004,0.055,2.22
Ⅲ类,27.6,6.89,6.09,190.9,66.0,5.68,0.033,0.152,3.09
Ⅳ类,25.7,7.37,7.13,77.4,17.8,9.23,0.046,0.047,0.77
Ⅳ类,26.0,6.85,7.18,171.4,72.6,6.01,0.133,0.102,2.44
Ⅴ类,22.5,7.19,6.59,125.6,88.1,6.4,0.106,0.111,2.89
Ⅳ类,18.9,7.19,8.39,59.5,6.9,8.0,0.026,0.027,0.33
劣Ⅵ类,32.3,7.41,1.48,503.8,61.5,4.38,0.673,0.255,3.0
Ⅳ类,29.8,7.29,4.9,425.8,125.8,5.85,0.47,0.228,2.59
Ⅳ类,31.8,7.54,3.19,514.7,48.5,3.57,0.107,0.131,2.05
劣Ⅵ类,29.9,7.18,1.49,357.2,39.5,3.52,0.482,0.181,3.46
Ⅳ类,33.1,7.32,3.12,463.4,30.5,3.31,0.006,0.104,1.75
劣Ⅵ类,30.1,7.45,1.74,525.8,28.9,2.52,0.085,0.107,2.35
劣Ⅵ类,31.1,7.24,1.46,520.4,65.0,3.55,0.597,0.193,3.29
Ⅴ类,31.4,7.31,2.45,502.2,35.9,4.09,0.583,0.248,2.4
劣Ⅵ类,30.9,7.43,0.67,413.4,61.8,3.24,0.869,0.149,2.12
Ⅳ类,31.9,7.56,3.54,584.6,43.5,3.74,0.075,0.182,2.32
Ⅳ类,32.5,7.44,3.25,449.4,30.4,3.77,0.033,0.083,1.51
Ⅳ类,31.4,7.47,4.57,513.8,16.8,3.22,0.011,0.094,2.05
Ⅳ类,31.4,7.27,3.08,412.9,26.2,3.68,0.107,0.082,1.92
Ⅳ类,31.2,7.54,3.04,560.3,134.4,4.1,0.119,0.175,1.92
Ⅲ类,28.3,7.65,5.97,566.3,103.3,5.49,0.047,0.139,1.65
劣Ⅵ类,29.8,7.0,0.91,437.4,38.1,5.41,0.628,0.142,1.85
劣Ⅵ类,29.7,7.32,1.06,419.0,10.5,5.87,0.816,0.143,2.56
Ⅲ类,32.5,8.5,7.21,445.2,33.8,2.14,0.004,0.032,0.5
Ⅳ类,30.8,8.61,6.94,431.8,49.9,3.49,0.034,0.06,0.81
Ⅳ类,32.8,8.26,3.14,524.2,29.2,3.54,0.273,0.075,1.14
Ⅳ类,31.6,7.44,3.35,409.9,50.1,3.53,0.107,0.132,1.99
Ⅴ类,31.9,7.35,2.5,455.4,49.0,5.4,0.058,0.132,1.96
Ⅳ类,32.4,7.1,4.72,368.1,30.8,2.09,0.13,0.138,2.29
Ⅲ类,32.6,8.9,8.82,432.1,12.2,3.07,0.002,0.036,0.54
Ⅲ类,30.0,7.78,5.33,291.0,40.7,2.61,0.059,0.075,1.87
Ⅱ类,29.8,7.48,8.73,152.4,2.4,2.34,0.024,0.022,2.16
Ⅳ类,31.4,7.09,3.34,367.0,40.4,4.1,0.204,0.096,2.54
Ⅲ类,29.7,7.72,5.89,289.0,25.5,2.04,0.042,0.099,1.7
Ⅲ类,32.4,7.95,6.53,488.1,25.1,3.43,0.166,0.101,1.29
Ⅳ类,28.7,7.38,6.46,663.6,17.4,3.97,0.182,0.214,6.82
劣Ⅵ类,30.0,7.56,1.39,1378.6,38.4,5.31,0.031,0.099,1.31
Ⅲ类,30.7,8.77,11.81,1374.4,2.8,4.85,0.017,0.057,0.63
Ⅲ类,30.6,8.69,11.84,1172.6,6.2,4.86,0.012,0.047,0.72
Ⅳ类,31.1,8.39,13.35,1441.8,26.9,7.96,0.081,0.106,1.31
Ⅲ类,28.6,7.59,5.06,1065.0,8.8,2.42,0.086,0.107,2.52
Ⅳ类,31.1,7.76,8.18,479.8,17.5,6.43,0.796,0.225,3.18
Ⅴ类,28.8,7.56,4.2,841.3,42.1,5.78,0.111,0.342,7.8
劣Ⅵ类,31.0,7.9,19.24,837.2,26.6,9.03,0.125,0.43,2.74
Ⅲ类,33.9,8.06,8.41,408.4,19.8,4.74,0.177,0.101,3.26
Ⅳ类,30.0,7.54,3.31,374.8,19.2,3.35,0.326,0.112,2.15
Ⅳ类,30.6,7.28,4.11,292.3,24.6,4.68,0.248,0.073,1.57
Ⅱ类,28.6,8.07,8.52,327.1,21.2,2.47,0.224,0.099,1.98
Ⅲ类,31.2,7.51,5.63,545.4,26.1,2.85,0.11,0.124,2.61
Ⅳ类,31.1,7.26,4.39,608.5,45.4,5.28,0.342,0.154,1.72
Ⅳ类,29.1,7.19,3.12,589.5,34.9,3.41,0.036,0.093,0.93
Ⅳ类,31.1,7.42,3.43,582.7,60.2,4.11,0.417,0.179,2.64
Ⅲ类,31.1,7.88,5.86,568.8,17.8,3.19,0.023,0.081,1.62
Ⅳ类,32.1,7.47,4.91,476.5,38.2,6.27,0.756,0.16,2.15
Ⅴ类,30.6,7.25,3.08,608.4,45.7,5.15,0.537,0.312,3.31
Ⅴ类,30.1,7.29,2.65,760.3,49.1,6.37,1.615,0.38,3.42
Ⅳ类,29.3,7.6,4.28,300.1,61.1,1.88,0.018,0.075,1.27
Ⅲ类,29.9,7.83,5.72,375.7,34.3,2.52,0.17,0.123,2.07
Ⅴ类,30.5,7.41,2.16,619.0,42.9,3.39,0.123,0.223,2.21
劣Ⅵ类,27.8,7.5,0.29,924.3,43.4,6.66,1.105,0.331,3.02
劣Ⅵ类,30.2,7.44,1.8,668.5,65.6,5.71,0.737,0.29,3.0
劣Ⅵ类,29.3,7.42,1.39,976.9,24.0,6.86,1.028,0.387,3.75
Ⅳ类,28.8,7.49,6.85,728.2,11.8,6.62,1.325,0.166,5.86
Ⅳ类,28.1,7.43,3.94,867.1,70.8,5.23,0.38,0.196,2.44
劣Ⅵ类,27.2,7.19,7.89,720.5,10.4,8.27,2.071,0.184,6.67
Ⅳ类,26.9,7.52,3.4,623.9,13.8,4.9,0.033,0.203,4.98
劣Ⅵ类,26.2,7.39,1.54,662.4,69.6,6.66,1.204,0.137,2.63
Ⅴ类,27.3,7.37,2.94,645.6,11.5,4.95,0.033,0.251,5.48
Ⅲ类,24.6,7.07,5.6,1238.0,41.5,4.59,0.026,0.165,6.84
Ⅳ类,27.8,8.38,11.99,3810.2,42.1,8.37,0.09,0.118,5.47
劣Ⅵ类,26.4,7.33,5.95,625.0,26.8,6.51,0.116,0.461,5.44
Ⅳ类,27.7,7.54,6.9,649.0,49.0,4.76,0.219,0.202,3.68
劣Ⅵ类,28.9,7.43,0.74,1039.3,22.1,6.79,0.963,0.262,4.52
劣Ⅵ类,27.5,7.76,1.68,561.1,24.0,6.85,0.097,0.242,6.0
Ⅳ类,30.4,7.5,4.6,361.2,58.1,4.05,0.191,0.124,2.24
Ⅳ类,28.8,7.1,3.29,403.2,27.2,7.55,1.058,0.127,3.58
劣Ⅵ类,26.5,7.09,1.79,564.2,24.7,5.23,0.619,0.16,2.55
Ⅴ类,28.1,7.27,2.65,491.2,110.3,5.57,0.901,0.218,2.02
劣Ⅵ类,27.5,7.35,1.99,829.4,91.4,6.94,1.401,0.232,3.9
Ⅳ类,29.0,7.3,3.52,674.3,26.2,4.58,0.023,0.168,1.87
Ⅴ类,27.9,7.14,2.31,501.6,30.9,8.03,1.666,0.242,3.72
Ⅳ类,28.5,7.14,4.02,769.8,64.0,4.65,0.619,0.163,3.08
劣Ⅵ类,28.5,7.3,1.45,453.4,8.4,3.8,0.157,0.134,1.66
劣Ⅵ类,29.5,7.43,1.19,788.4,13.8,7.9,1.577,0.23,4.11
劣Ⅵ类,29.1,7.24,0.15,598.4,13.1,6.27,0.341,0.183,2.64
Ⅴ类,28.2,7.26,2.44,897.3,28.7,8.87,1.234,0.217,4.11
劣Ⅵ类,27.8,7.39,1.88,749.0,21.2,8.63,1.585,0.313,3.61
劣Ⅵ类,26.4,7.17,0.89,806.8,20.6,6.95,1.42,0.289,3.95
劣Ⅵ类,28.7,7.16,0.92,808.8,18.7,5.92,0.451,0.301,3.02
Ⅳ类,28.7,7.85,4.18,781.5,24.0,3.22,0.033,0.1,1.41
劣Ⅵ类,27.4,7.36,0.38,1283.8,23.4,6.77,1.731,0.456,5.2
Ⅲ类,28.4,7.77,5.45,443.0,216.2,5.8,0.173,0.129,2.89
Ⅲ类,32.2,7.61,5.17,527.7,52.8,5.72,0.482,0.108,2.68
Ⅴ类,28.0,7.11,2.46,684.3,43.7,7.39,1.618,0.214,4.57
Ⅴ类,29.2,7.05,2.39,568.1,40.0,6.03,1.05,0.224,2.79
Ⅴ类,29.8,7.53,2.59,563.8,38.8,4.84,1.022,0.185,2.37
Ⅲ类,29.8,7.64,5.1,267.3,42.4,2.26,0.058,0.08,1.35
劣Ⅵ类,28.8,7.24,1.34,571.4,32.6,7.81,1.951,0.292,3.83
Ⅳ类,29.4,7.57,4.15,297.4,24.3,3.13,0.266,0.103,1.72
劣Ⅵ类,30.4,7.24,1.63,354.7,3.6,3.06,0.506,0.089,1.33
Ⅴ类,30.1,7.33,2.99,324.8,22.1,3.19,0.04,0.112,1.93
劣Ⅵ类,29.3,7.31,1.25,475.9,24.5,4.82,0.729,0.157,2.65
Ⅳ类,30.0,8.31,8.62,324.2,35.8,7.22,0.206,0.068,1.54
劣Ⅵ类,29.5,7.3,0.61,421.0,4.9,3.89,0.842,0.223,1.76
Ⅲ类,29.8,7.81,5.71,310.2,56.3,2.27,0.022,0.079,1.71
劣Ⅵ类,30.1,7.07,1.65,371.2,23.9,3.06,0.062,0.128,1.72
Ⅳ类,29.4,8.02,4.74,850.5,23.9,3.58,0.1,0.098,1.79
Ⅳ类,31.4,8.72,14.79,704.9,15.5,9.82,0.017,0.086,2.65
Ⅳ类,30.0,7.69,5.2,662.3,42.1,7.3,0.03,0.25,3.44
劣Ⅵ类,30.6,7.28,1.85,585.9,13.3,6.61,1.394,0.296,3.38
Ⅳ类,29.9,8.76,12.26,1281.0,12.6,7.21,0.017,0.065,1.6
Ⅴ类,30.5,7.45,5.56,731.7,13.4,10.14,0.455,0.305,4.76
Ⅲ类,30.1,7.55,5.03,249.9,22.0,3.03,0.102,0.073,2.56
Ⅳ类,30.7,7.06,3.81,212.6,29.4,2.81,0.17,0.067,3.01
Ⅱ类,27.6,7.26,8.16,122.4,11.5,1.33,0.015,0.034,1.55
Ⅲ类,16.8,7.02,5.7,146.1,19.0,1.21,0.026,0.022,0.86
Ⅱ类,27.1,7.29,6.59,143.3,13.6,2.16,0.034,0.05,1.72
Ⅴ类,32.0,7.16,2.55,307.7,24.6,2.66,0.125,0.122,2.21
Ⅱ类,29.3,8.69,9.79,106.2,1.2,1.97,0.01,0.036,1.15
Ⅴ类,31.4,7.22,2.4,361.9,30.6,4.8,0.116,0.116,2.93
Ⅳ类,33.1,7.29,4.71,210.6,28.5,2.36,0.065,0.071,2.3
Ⅳ类,32.2,7.66,4.51,128.4,18.2,4.94,0.029,0.051,0.92
Ⅳ类,32.4,7.22,3.67,226.1,39.7,4.02,0.296,0.126,2.61
Ⅲ类,32.2,8.66,8.21,3644.4,4.5,5.66,0.025,0.029,0.85
Ⅱ类,25.7,6.85,6.8,55.1,37.5,2.05,0.04,0.035,1.03
Ⅱ类,26.3,6.47,6.67,76.9,32.2,1.13,0.056,0.046,1.49
Ⅳ类,29.1,8.02,3.68,7925.0,285.3,1.58,0.247,0.141,1.84
Ⅱ类,31.0,7.49,7.92,68.0,12.8,0.55,0.015,0.023,0.91
Ⅱ类,29.7,7.48,8.24,47.1,5.2,2.05,0.025,0.018,0.66
Ⅴ类,30.4,7.62,2.32,26470.0,1673.0,1.45,0.31,0.071,2.09
Ⅴ类,31.4,7.16,2.64,495.3,30.1,4.74,0.284,0.123,2.65
Ⅲ类,30.8,7.75,6.68,578.7,15.7,2.75,0.054,0.102,0.74
Ⅳ类,32.9,7.08,3.3,486.1,21.5,4.55,0.107,0.105,1.86
劣Ⅵ类,32.4,7.18,1.78,455.2,66.9,5.02,0.429,0.172,3.12
Ⅳ类,31.0,7.18,3.94,498.3,16.2,4.39,0.061,0.14,1.7
Ⅴ类,31.0,7.19,2.88,372.1,47.2,3.15,0.174,0.165,3.01
Ⅴ类,32.4,7.22,2.8,600.4,31.3,6.97,0.793,0.177,4.64
Ⅴ类,32.2,7.39,2.56,529.9,38.8,6.66,0.563,0.23,3.16
Ⅳ类,31.2,7.14,3.09,517.8,31.3,4.35,0.139,0.098,2.15
Ⅴ类,31.6,7.32,2.35,464.0,45.4,5.16,0.448,0.197,2.42
Ⅴ类,32.4,7.35,2.73,531.2,65.5,6.16,0.095,0.17,2.78
Ⅳ类,32.4,7.4,3.28,497.8,40.5,6.23,0.069,0.214,2.9
Ⅴ类,30.8,7.13,2.42,308.1,64.9,4.32,0.186,0.142,2.97
Ⅳ类,31.2,7.23,4.63,251.8,30.7,2.95,0.197,0.058,2.11
劣Ⅵ类,33.1,9.05,9.39,273.0,52.7,4.55,0.051,0.06,1.39
Ⅳ类,32.9,7.25,3.32,352.5,46.9,3.87,0.352,0.127,3.32
Ⅲ类,30.1,7.06,5.28,171.9,13.4,1.53,0.039,0.039,3.22
Ⅱ类,34.1,8.82,7.58,253.9,30.1,3.33,0.073,0.036,1.93
Ⅱ类,25.2,7.15,7.19,111.2,9.3,1.64,0.034,0.027,1.32
Ⅱ类,28.8,6.45,6.37,170.1,6.2,1.77,0.048,0.026,1.88
Ⅳ类,30.5,6.25,4.73,159.5,2.7,1.92,0.062,0.043,2.22
Ⅴ类,31.6,7.19,2.75,339.9,35.6,4.36,0.096,0.074,1.16
Ⅳ类,31.0,7.52,3.82,424.9,30.2,3.51,0.035,0.07,2.51
Ⅳ类,31.7,7.42,4.86,425.7,22.4,4.22,0.694,0.116,3.66
Ⅲ类,31.8,7.37,5.76,336.3,25.2,4.28,0.454,0.053,1.93
Ⅱ类,31.6,8.47,6.14,289.6,12.0,3.78,0.029,0.045,2.34
Ⅱ类,30.9,7.18,6.81,147.1,18.2,3.51,0.112,0.087,2.56
Ⅴ类,33.6,6.9,2.67,345.7,75.8,3.85,0.056,0.127,3.1
Ⅱ类,31.2,7.33,6.74,181.3,15.1,2.34,0.041,0.041,3.11
Ⅲ类,30.1,7.36,6.07,461.1,22.6,4.42,0.155,0.172,4.14
Ⅳ类,31.4,7.21,4.93,346.4,16.8,3.42,0.118,0.156,2.59
Ⅲ类,30.9,7.16,5.95,285.3,19.6,3.31,0.333,0.164,2.71
Ⅱ类,28.7,7.84,7.13,151.3,19.1,1.71,0.059,0.078,2.03
Ⅱ类,29.8,7.51,7.97,152.0,5.3,1.6,0.026,0.026,1.25
Ⅲ类,30.3,7.2,5.97,259.2,32.3,4.06,0.171,0.194,3.22
Ⅲ类,30.0,7.67,5.74,273.4,48.8,4.39,0.652,0.189,2.64
Ⅱ类,30.5,7.06,6.28,217.9,14.4,2.65,0.008,0.1,2.09
Ⅱ类,29.6,7.35,7.03,179.0,5.0,1.05,0.019,0.041,1.59
Ⅱ类,28.8,6.98,6.28,146.7,19.1,1.79,0.017,0.071,1.55
Ⅱ类,26.7,7.22,7.26,148.1,4.0,1.01,0.014,0.026,1.25
Ⅲ类,28.6,7.24,5.84,168.5,19.6,0.62,0.026,0.042,1.61
Ⅲ类,24.9,6.76,5.09,50.8,22.3,1.16,0.046,0.04,1.15
