水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
Ⅱ类,25.9,7.16,7.99,51.1,11.1,2.07,0.021,0.037,0.78
Ⅴ类,31.8,7.27,2.96,970.8,15.0,3.64,0.211,0.123,1.72
Ⅳ类,30.5,7.7,3.58,12364.2,1185.1,3.11,0.052,0.067,1.41
Ⅳ类,31.0,7.48,4.68,1044.2,26.2,5.09,0.169,0.148,2.46
劣Ⅵ类,31.8,9.14,17.91,315.3,24.5,3.94,0.019,0.084,2.45
Ⅱ类,30.6,7.52,6.52,134.5,37.1,2.52,0.106,0.099,1.93
Ⅱ类,30.6,7.17,6.3,127.5,5.7,2.75,0.071,0.051,1.64
Ⅱ类,30.0,6.95,7.31,96.7,21.4,1.36,0.02,0.052,1.86
Ⅰ类,30.2,8.58,8.8,54.0,3.3,1.61,0.029,0.01,0.65
Ⅱ类,30.1,7.08,6.6,108.3,18.5,1.58,0.064,0.064,1.84
Ⅱ类,26.3,6.97,7.86,38.0,19.9,1.65,0.056,0.047,0.66
Ⅱ类,31.1,7.31,7.13,151.7,3.4,1.68,0.042,0.043,2.13
Ⅱ类,25.1,7.42,8.79,30.3,5.5,1.62,0.177,0.013,0.33
Ⅲ类,30.1,8.04,7.08,373.1,38.9,5.12,0.148,0.091,0.92
Ⅴ类,29.5,6.92,3.05,307.2,52.2,7.39,1.856,0.104,2.61
Ⅴ类,29.6,7.31,2.5,457.6,43.9,5.7,0.265,0.132,2.62
Ⅴ类,28.2,7.19,2.08,381.5,27.9,3.32,0.726,0.16,4.66
Ⅴ类,28.1,6.72,2.78,219.8,52.6,6.36,1.313,0.158,4.41
劣Ⅵ类,29.0,6.85,1.44,312.6,56.8,6.89,0.904,0.137,2.72
Ⅴ类,29.8,8.69,6.71,292.6,35.7,5.27,0.017,0.102,1.18
劣Ⅵ类,28.9,6.58,1.52,331.0,44.0,5.82,1.396,0.168,3.62
Ⅳ类,27.1,7.18,5.72,277.9,36.2,4.98,0.569,0.098,2.22
Ⅳ类,28.5,8.76,7.3,234.5,25.4,5.18,0.009,0.069,0.99
Ⅳ类,28.9,8.3,7.47,341.8,104.2,4.77,0.027,0.062,0.44
Ⅳ类,29.7,7.42,3.58,464.1,14.6,3.27,0.16,0.065,1.83
劣Ⅵ类,29.2,7.08,1.75,418.5,20.1,6.79,0.633,0.161,3.12
Ⅲ类,29.6,7.77,5.56,244.0,41.6,1.75,0.087,0.079,1.55
Ⅱ类,27.4,7.08,6.1,105.6,35.8,2.2,0.139,0.047,1.39
Ⅳ类,29.5,7.34,3.87,365.4,51.6,5.13,0.217,0.088,1.48
Ⅳ类,28.2,7.36,3.62,394.8,13.2,3.54,0.092,0.069,1.95
Ⅳ类,28.1,7.09,4.89,141.8,18.9,3.15,0.1,0.051,1.54
劣Ⅵ类,29.6,6.96,1.46,312.7,36.4,5.6,0.39,0.08,1.72
Ⅳ类,28.5,7.37,3.66,428.6,39.2,4.12,0.096,0.144,1.39
Ⅳ类,29.1,7.86,4.08,834.5,13.0,5.58,0.188,0.119,2.18
Ⅴ类,29.0,7.32,2.4,388.1,31.4,3.99,0.088,0.134,1.39
劣Ⅵ类,29.2,7.91,0.8,1702.1,29.0,5.03,0.104,0.094,0.58
Ⅳ类,30.2,7.23,3.0,427.9,24.1,3.78,0.06,0.083,1.91
Ⅲ类,30.3,7.41,5.86,319.3,31.5,3.49,0.062,0.083,1.41
Ⅳ类,30.2,8.1,7.48,863.4,11.9,6.37,0.294,0.048,1.59
Ⅴ类,30.5,7.24,2.19,371.9,27.0,3.68,0.005,0.072,2.17
Ⅲ类,30.0,8.68,8.88,614.1,15.4,5.48,0.016,0.038,0.48
Ⅱ类,29.8,6.72,6.83,149.6,30.8,2.2,0.011,0.049,1.44
Ⅳ类,29.9,7.14,4.23,307.3,49.0,5.14,0.137,0.063,1.9
Ⅴ类,31.0,7.0,2.22,309.7,39.8,5.87,0.047,0.117,4.3
Ⅲ类,29.4,7.6,5.47,296.1,40.8,3.14,0.051,0.057,2.15
Ⅳ类,27.9,7.59,4.73,323.4,33.4,2.39,0.061,0.062,1.19
Ⅲ类,30.6,7.86,5.38,1473.4,9.8,5.45,0.06,0.09,1.43
Ⅳ类,30.8,8.94,11.43,1473.5,176.5,7.47,0.032,0.115,1.24
Ⅴ类,29.1,8.35,2.6,1404.1,7.0,6.29,0.051,0.053,0.64
Ⅱ类,26.9,7.16,7.04,438.8,20.0,3.32,0.018,0.04,1.39
Ⅲ类,29.6,7.65,5.74,250.4,29.2,1.81,0.046,0.057,1.68
Ⅳ类,30.5,7.38,4.91,197.3,10.9,3.64,0.009,0.029,0.55
Ⅲ类,29.6,7.47,5.57,244.0,26.9,1.79,0.045,0.051,2.08
Ⅱ类,29.2,8.84,7.81,84.0,2.7,2.17,0.009,0.018,0.61
Ⅲ类,29.6,8.45,11.53,337.5,39.0,5.37,0.08,0.099,0.89
Ⅱ类,26.3,6.84,8.87,57.2,15.7,0.89,0.065,0.032,1.1
Ⅱ类,27.2,7.95,7.33,165.9,35.6,1.53,0.007,0.063,1.56
Ⅱ类,27.2,8.79,9.08,181.8,6.0,2.02,0.003,0.044,1.5
劣Ⅵ类,27.8,6.85,0.67,512.5,81.3,5.64,0.372,0.132,2.87
Ⅳ类,29.9,7.02,4.45,369.5,68.1,6.98,0.281,0.179,2.4
Ⅳ类,29.0,6.9,4.09,349.0,52.8,3.26,0.008,0.118,1.94
劣Ⅵ类,29.1,7.22,4.43,425.1,105.8,8.57,0.176,0.489,3.31
Ⅲ类,31.2,7.7,5.56,883.3,11.8,2.97,0.044,0.091,3.05
Ⅲ类,31.0,7.81,6.54,850.2,16.6,2.9,0.03,0.146,1.94
Ⅳ类,33.0,8.37,9.81,1088.8,30.5,6.19,0.114,0.071,1.4
Ⅲ类,31.5,7.88,6.01,231.6,34.5,4.13,0.126,0.103,2.28
Ⅳ类,32.3,7.47,4.62,759.4,17.0,2.81,0.376,0.136,2.13
Ⅳ类,30.5,7.51,5.42,698.5,2.6,6.51,0.01,0.155,0.7
Ⅳ类,28.4,7.59,4.25,832.3,23.5,2.38,0.016,0.09,2.84
Ⅴ类,29.4,7.09,4.0,883.3,24.5,7.85,0.961,0.369,4.62
Ⅲ类,30.3,8.23,5.12,1979.2,26.3,5.65,0.094,0.095,1.25
Ⅳ类,30.1,7.99,8.5,956.0,10.6,6.13,0.012,0.159,1.79
Ⅲ类,30.5,8.31,9.74,1201.4,12.6,4.76,0.042,0.085,1.95
劣Ⅵ类,31.1,9.39,15.14,340.2,10.5,5.33,0.014,0.06,0.75
Ⅱ类,25.2,7.51,8.08,82.0,23.0,2.52,0.046,0.043,2.03
劣Ⅵ类,30.4,9.21,8.61,267.0,13.6,4.48,0.017,0.033,0.7
Ⅱ类,26.8,7.98,8.57,109.8,28.4,2.81,0.034,0.038,1.18
Ⅲ类,16.4,6.96,5.48,77.2,4.2,2.62,0.007,0.007,0.94
Ⅱ类,30.6,8.3,7.95,100.9,4.1,1.67,0.008,0.044,0.19
劣Ⅵ类,29.3,9.27,10.4,153.3,4.7,2.36,0.002,0.033,0.83
Ⅴ类,28.8,7.96,2.23,1478.0,52.4,5.0,0.058,0.099,1.35
Ⅳ类,31.2,8.06,3.54,1457.8,16.0,5.29,0.033,0.103,1.19
Ⅲ类,31.6,8.62,8.88,714.4,7.7,5.47,0.042,0.053,0.74
Ⅲ类,29.3,7.71,5.36,236.2,35.8,1.76,0.041,0.045,1.82
Ⅱ类,25.2,7.42,7.06,180.3,13.3,1.86,0.044,0.03,1.39
Ⅳ类,28.8,7.41,4.56,212.1,8.4,3.3,0.039,0.053,1.6
Ⅱ类,27.3,7.57,6.3,206.6,14.3,1.85,0.078,0.033,1.03
Ⅳ类,30.0,7.16,3.47,258.4,19.6,7.3,0.035,0.101,2.36
Ⅱ类,26.0,7.59,7.26,182.1,23.3,1.48,0.068,0.082,1.81
Ⅲ类,29.0,7.15,6.45,241.5,34.1,4.29,0.265,0.11,2.87
Ⅲ类,28.4,7.58,5.09,447.8,8.3,4.16,0.534,0.107,2.89
Ⅳ类,28.3,7.26,4.64,192.6,25.8,3.23,0.006,0.036,1.33
Ⅲ类,30.4,6.85,5.55,95.1,6.3,1.57,0.014,0.049,1.25
Ⅱ类,31.1,7.16,6.2,933.0,222.2,3.01,0.123,0.091,1.92
Ⅱ类,31.1,7.82,8.1,84.1,19.6,2.11,0.018,0.067,1.04
Ⅱ类,29.9,8.87,8.88,41.1,4.5,2.28,0.028,0.025,0.45
Ⅱ类,31.6,8.52,8.32,113.3,2.0,2.21,0.021,0.028,0.92
Ⅲ类,29.0,7.16,7.89,114.2,26.0,3.63,0.061,0.112,1.54
Ⅱ类,30.7,6.48,8.01,178.0,1.9,1.89,0.045,0.059,0.32
Ⅲ类,29.7,7.07,5.9,121.8,27.2,1.78,0.19,0.194,3.21
Ⅲ类,30.5,7.32,6.47,131.7,18.9,2.21,0.024,0.11,1.26
Ⅲ类,27.9,6.92,5.07,67.6,0.9,1.68,0.03,0.022,0.88
Ⅲ类,29.1,6.97,6.86,111.2,18.5,3.07,0.172,0.103,2.46
Ⅲ类,26.1,6.67,5.19,83.8,2.9,1.59,0.027,0.034,1.1
Ⅱ类,30.3,7.26,6.46,171.6,4.0,2.24,0.012,0.055,1.44
Ⅲ类,29.5,6.86,5.93,101.0,2.6,2.22,0.037,0.068,2.11
Ⅱ类,30.5,6.98,16.15,119.8,5.9,2.66,0.052,0.038,0.83
Ⅲ类,30.0,7.0,5.75,132.5,41.7,4.58,0.81,0.15,2.45
Ⅲ类,28.2,7.2,6.9,135.3,6.8,1.9,0.087,0.108,2.26
Ⅲ类,29.7,7.07,5.94,133.3,6.2,1.01,0.27,0.064,2.26
Ⅳ类,31.0,7.06,4.5,150.2,12.5,1.56,0.251,0.09,2.37
Ⅲ类,28.2,7.03,5.13,203.7,21.5,1.63,0.119,0.094,1.6
Ⅲ类,29.3,6.52,6.04,157.4,16.8,2.25,0.165,0.107,5.98
Ⅱ类,28.8,6.53,6.13,215.2,27.4,1.91,0.079,0.099,11.92
Ⅱ类,28.9,7.15,6.74,209.5,30.7,1.57,0.16,0.088,1.55
Ⅴ类,30.8,6.74,2.29,464.9,381.9,2.78,0.166,0.111,3.43
Ⅳ类,29.6,6.3,3.6,171.0,26.5,2.63,0.481,0.171,3.97
Ⅳ类,29.0,6.74,4.11,159.6,8.9,1.75,0.203,0.174,5.47
Ⅳ类,30.8,6.92,4.66,226.8,10.4,2.18,0.098,0.063,1.6
Ⅲ类,29.5,6.81,5.7,115.8,13.8,1.67,0.087,0.067,1.44
Ⅱ类,28.6,7.02,7.65,60.1,15.8,1.76,0.029,0.043,1.13
Ⅲ类,29.8,6.72,5.6,64.5,14.3,1.94,0.274,0.053,1.5
Ⅱ类,29.6,6.82,6.47,102.6,9.2,2.13,0.124,0.089,1.42
Ⅱ类,30.5,6.92,7.07,83.9,289.2,2.22,0.027,0.032,1.06
Ⅱ类,30.2,7.06,7.33,86.1,7.6,2.13,0.021,0.052,1.12
Ⅲ类,29.1,7.1,6.0,71.5,26.1,3.12,0.121,0.138,1.99
Ⅱ类,27.5,7.47,7.65,253.0,23.7,1.41,0.025,0.07,1.69
Ⅲ类,30.6,7.01,5.16,96.6,38.6,3.41,0.064,0.129,1.75
Ⅲ类,28.2,7.17,6.87,58.8,5.9,2.59,0.037,0.102,1.67
Ⅲ类,29.7,7.29,6.37,54.2,13.9,1.84,0.028,0.101,1.58
Ⅲ类,29.7,6.76,5.95,68.3,26.4,1.92,0.089,0.106,1.81
Ⅳ类,29.1,6.37,4.93,190.9,26.5,4.11,0.109,0.083,2.35
Ⅳ类,31.4,7.04,4.68,142.0,10.8,1.99,0.141,0.074,1.64
Ⅳ类,29.7,6.26,3.06,187.8,14.0,1.95,0.128,0.113,1.98
Ⅱ类,31.2,7.28,7.3,94.1,20.7,2.85,0.051,0.055,1.46
Ⅱ类,28.9,8.01,6.16,174.3,19.3,2.01,0.072,0.083,1.88
Ⅱ类,31.4,7.48,6.05,155.7,22.8,2.19,0.27,0.079,1.3
Ⅲ类,27.6,6.96,5.74,104.3,22.0,3.32,0.112,0.068,1.67
Ⅱ类,28.6,7.27,7.71,148.3,15.0,1.68,0.059,0.045,0.87
Ⅲ类,26.4,6.68,5.2,142.8,61.3,2.32,0.104,0.094,1.3
Ⅱ类,26.5,7.84,6.87,235.3,20.3,2.78,0.092,0.074,1.16
Ⅳ类,27.9,7.58,3.53,357.2,18.2,2.9,0.163,0.131,2.41
Ⅲ类,28.9,7.58,5.7,329.6,5.6,2.6,0.266,0.128,2.46
Ⅳ类,27.4,7.55,4.73,418.2,13.9,2.54,0.182,0.098,1.73
Ⅱ类,27.3,6.59,6.56,85.0,47.8,2.87,0.278,0.07,1.45
Ⅱ类,29.4,7.57,6.3,311.9,18.0,2.23,0.073,0.07,1.16
Ⅱ类,28.8,7.73,6.38,304.5,36.9,2.12,0.012,0.069,1.96
Ⅲ类,29.8,6.75,6.13,125.5,10.2,2.68,0.052,0.031,1.18
Ⅲ类,29.0,6.81,6.36,88.8,49.5,2.62,0.013,0.037,0.85
Ⅲ类,26.4,6.55,6.55,64.8,114.2,4.03,0.189,0.131,1.37
Ⅲ类,28.2,6.69,5.35,110.5,5.7,0.96,0.013,0.029,0.78
Ⅰ类,29.5,8.26,11.35,105.8,0.6,1.85,0.001,0.008,0.84
Ⅳ类,27.2,7.22,4.78,197.6,51.8,3.74,0.432,0.116,2.13
Ⅲ类,30.8,7.36,5.45,327.5,20.2,4.1,0.277,0.098,2.0
Ⅱ类,30.2,7.91,7.16,376.7,17.9,2.37,0.061,0.061,1.0
Ⅳ类,29.6,7.13,3.9,341.6,9.3,3.25,0.271,0.053,2.35
Ⅲ类,31.0,8.74,6.42,201.7,7.0,4.64,0.088,0.042,1.2
Ⅱ类,28.0,6.71,6.12,80.0,15.1,2.55,0.183,0.072,1.26
Ⅱ类,28.9,7.15,6.29,125.9,14.9,2.97,0.179,0.082,1.34
Ⅲ类,29.9,6.87,5.6,133.9,11.7,2.13,0.052,0.083,1.64
Ⅱ类,29.7,7.32,7.62,116.4,5.6,1.55,0.068,0.031,0.96
Ⅱ类,30.2,7.36,6.84,149.7,24.9,1.7,0.04,0.039,1.54
Ⅱ类,30.7,7.62,6.88,139.6,8.8,2.4,0.104,0.098,1.63
Ⅳ类,29.5,7.16,4.2,125.2,9.4,4.36,0.114,0.104,1.83
Ⅲ类,30.9,7.23,5.48,128.4,5.7,2.42,0.119,0.094,1.68
Ⅲ类,30.3,7.27,6.26,103.7,16.7,3.02,0.13,0.105,1.3
Ⅱ类,29.6,7.88,7.35,133.8,35.2,2.65,0.295,0.069,0.94
Ⅰ类,28.5,7.15,7.89,115.2,9.0,2.0,0.076,0.019,0.7
Ⅱ类,29.9,7.99,8.18,213.8,28.0,1.49,0.023,0.031,0.9
Ⅲ类,31.1,7.5,5.72,240.2,9.5,0.76,0.052,0.053,1.75
Ⅱ类,25.0,7.25,7.41,83.5,6.2,1.19,0.025,0.024,0.74
Ⅱ类,30.7,8.52,13.06,107.7,2.5,2.15,0.004,0.02,2.63
Ⅲ类,31.7,7.26,5.57,159.8,14.7,1.72,0.101,0.048,1.2
Ⅱ类,31.1,7.19,6.01,130.9,7.8,3.76,0.055,0.049,1.17
Ⅲ类,29.6,7.33,5.42,156.6,10.7,3.54,0.104,0.044,0.93
Ⅱ类,29.9,6.94,7.09,76.4,16.1,2.32,0.125,0.06,1.02
Ⅱ类,30.6,7.2,6.09,114.6,20.3,2.48,0.153,0.076,1.46
Ⅳ类,31.0,7.21,4.74,193.2,18.9,2.97,0.35,0.047,1.66
Ⅱ类,30.8,7.48,6.79,141.5,11.2,1.74,0.062,0.045,1.21
Ⅳ类,28.1,7.11,4.68,181.0,18.3,3.92,0.205,0.147,1.81
Ⅱ类,30.4,7.15,7.75,141.5,23.4,1.65,0.025,0.044,1.23
Ⅲ类,27.6,7.18,5.13,149.0,35.3,3.06,0.326,0.105,2.86
Ⅲ类,28.5,7.16,6.05,134.7,62.1,3.67,0.187,0.139,2.03
Ⅴ类,26.4,6.6,7.49,39.7,151.8,6.55,0.227,0.334,2.46
Ⅱ类,23.9,7.01,8.33,37.8,21.9,1.31,0.009,0.034,0.88
Ⅲ类,29.9,7.62,7.29,102.1,34.1,3.52,0.117,0.102,1.89
Ⅲ类,28.7,6.88,6.06,81.6,30.5,3.65,0.225,0.101,1.74
Ⅱ类,26.6,6.41,6.46,95.9,33.9,3.38,0.222,0.089,1.83
Ⅲ类,28.0,6.49,5.53,100.2,15.0,1.8,0.204,0.044,1.08
Ⅲ类,29.1,6.98,5.51,255.9,21.2,1.96,0.296,0.057,1.19
Ⅴ类,31.1,6.64,2.89,100.8,15.3,2.38,0.036,0.072,1.38
Ⅱ类,29.3,7.35,6.59,141.1,9.5,2.39,0.028,0.094,1.35
Ⅱ类,26.6,6.67,6.61,87.1,17.9,2.05,0.17,0.039,1.46
Ⅱ类,29.4,6.95,7.97,267.7,8.2,1.54,0.043,0.025,0.86
Ⅲ类,30.1,7.19,5.89,139.0,14.5,2.02,0.072,0.087,1.28
Ⅱ类,32.3,7.04,6.67,138.2,9.4,1.98,0.001,0.089,1.61
Ⅱ类,30.0,7.58,6.3,519.6,3.3,3.07,0.024,0.013,1.87
Ⅰ类,28.5,8.12,9.86,514.0,9.1,1.04,0.021,0.006,5.19
Ⅳ类,26.4,8.15,8.03,858.0,7.4,6.97,0.295,0.046,1.9
Ⅱ类,29.3,7.82,7.53,890.5,5.1,3.07,0.004,0.023,5.22
Ⅳ类,26.7,8.62,7.98,374.3,6.5,6.21,0.009,0.046,1.14
Ⅴ类,30.3,8.43,24.01,1270.6,9.4,6.27,0.034,0.302,4.13
Ⅰ类,29.0,8.03,7.91,639.4,9.5,1.22,0.009,0.013,17.48
Ⅳ类,28.0,7.73,4.94,1212.0,7.1,4.03,0.084,0.05,1.38
Ⅲ类,31.1,8.14,10.26,1324.2,4.8,4.69,0.01,0.059,2.73
Ⅳ类,31.6,7.79,11.67,4826.9,51.7,6.95,0.029,0.065,3.33
劣Ⅵ类,30.2,9.34,10.84,604.3,41.2,10.19,0.038,0.109,1.69
劣Ⅵ类,28.8,7.61,0.32,3655.1,52.9,4.43,0.54,0.205,3.91
Ⅲ类,29.1,8.62,8.6,779.2,6.2,5.7,0.112,0.043,1.61
Ⅱ类,31.3,7.64,6.7,1569.1,16.1,3.77,0.058,0.039,11.48
Ⅲ类,30.6,7.84,6.03,651.4,17.1,5.13,0.029,0.069,1.31
Ⅳ类,31.0,7.68,3.92,2169.6,75.8,6.55,0.242,0.244,4.12
Ⅳ类,30.2,7.87,4.22,1527.8,25.1,6.85,0.472,0.21,3.99
Ⅲ类,31.0,7.86,7.75,1489.0,12.2,4.75,0.176,0.118,1.56
Ⅲ类,30.3,8.52,14.56,1341.4,10.3,4.81,0.01,0.063,2.35
劣Ⅵ类,27.6,7.67,1.86,935.3,20.9,4.46,0.233,0.139,2.6
Ⅲ类,30.7,7.9,6.89,594.4,31.5,4.78,0.216,0.066,1.52
Ⅳ类,32.3,8.87,17.05,1457.1,40.7,9.24,0.022,0.13,1.4
Ⅲ类,30.4,7.56,11.31,1071.0,41.0,4.75,0.508,0.083,3.07
Ⅲ类,30.7,8.71,5.62,967.6,17.7,5.37,0.097,0.187,4.23
Ⅳ类,30.3,7.75,7.38,1579.3,32.6,6.13,0.233,0.158,3.48
Ⅱ类,31.7,8.12,9.26,958.4,23.8,3.85,0.03,0.008,3.62
劣Ⅵ类,29.6,7.72,1.49,1087.7,56.8,5.7,1.984,0.303,4.71
Ⅱ类,31.9,8.11,10.01,715.5,5.3,3.66,0.191,0.026,2.4
Ⅴ类,27.2,7.61,2.95,995.8,67.0,1.97,0.002,0.086,26.29
Ⅳ类,29.7,8.9,14.13,1013.2,20.2,6.9,0.09,0.1,2.39
劣Ⅵ类,25.6,7.45,1.12,659.1,11.0,4.82,2.005,0.384,5.73
劣Ⅵ类,27.6,7.6,5.99,622.8,2.9,6.78,0.213,0.431,5.64
Ⅴ类,27.4,8.58,20.98,455.5,13.8,8.21,0.045,0.33,7.62
Ⅳ类,27.9,7.66,4.92,612.9,14.7,6.78,0.623,0.288,5.06
劣Ⅵ类,29.0,8.19,13.06,539.1,9.4,8.48,0.025,0.507,6.0
Ⅳ类,25.8,7.44,3.04,739.6,58.6,6.38,0.171,0.277,5.18
Ⅱ类,31.5,7.85,7.77,1412.9,106.4,2.54,0.04,0.062,2.97
Ⅲ类,25.5,8.46,7.05,1550.0,27.1,5.23,0.014,0.052,0.91
Ⅲ类,29.9,7.88,6.25,1183.9,62.1,3.84,0.054,0.144,4.34
Ⅳ类,29.8,7.87,11.27,2850.0,63.3,6.77,0.099,0.1,3.03
Ⅲ类,27.3,7.83,5.3,1936.4,187.9,3.78,0.038,0.094,1.88
Ⅱ类,24.5,8.19,9.14,1110.7,5.5,1.33,0.044,0.032,1.19
Ⅳ类,30.5,8.04,7.12,1709.8,23.0,5.42,1.099,0.225,5.21
Ⅳ类,30.5,7.9,5.59,1798.9,30.0,3.98,0.288,0.227,5.42
Ⅲ类,29.7,7.73,10.77,2731.1,44.5,5.8,0.097,0.054,2.33
Ⅴ类,32.4,7.38,14.44,9100.6,111.1,12.29,0.002,0.192,2.22
Ⅴ类,30.0,7.79,2.44,1196.7,99.9,7.53,0.435,0.254,4.22
Ⅲ类,31.4,8.06,7.04,614.5,20.7,2.21,0.075,0.15,2.88
Ⅱ类,30.5,8.77,9.13,267.3,1.6,2.16,0.01,0.006,0.29
Ⅳ类,27.5,7.79,5.61,917.4,99.4,2.68,0.08,0.249,2.66
Ⅲ类,29.3,8.06,5.36,479.6,2.3,1.93,0.014,0.034,1.8
Ⅱ类,24.6,8.02,7.4,299.3,13.0,3.29,0.01,0.026,2.43
Ⅲ类,31.3,7.78,7.76,732.5,17.5,2.18,0.043,0.182,2.86
Ⅱ类,28.0,8.04,6.51,572.5,48.5,1.68,0.054,0.031,1.9
Ⅱ类,33.1,7.98,8.99,585.8,9.2,2.5,0.009,0.021,2.77
Ⅱ类,30.9,8.19,7.41,503.8,2.6,2.61,0.003,0.012,0.63
Ⅱ类,30.1,8.42,9.62,434.1,10.2,3.23,0.007,0.046,2.8
Ⅳ类,30.5,7.45,3.79,537.3,8.2,4.72,0.375,0.205,5.2
Ⅰ类,30.8,7.96,8.09,532.0,5.5,1.12,0.004,0.01,3.33
Ⅲ类,31.4,8.05,8.24,882.8,38.2,1.85,0.312,0.119,7.37
Ⅳ类,31.4,7.57,3.12,1407.0,123.6,4.16,0.081,0.278,7.42
Ⅲ类,31.0,7.95,7.26,1507.6,89.6,3.72,0.738,0.148,6.46
Ⅳ类,31.6,7.85,5.2,1969.3,50.1,4.39,0.51,0.224,8.22
Ⅳ类,33.2,7.85,4.6,1135.0,57.3,4.3,0.004,0.238,3.83
Ⅳ类,32.5,7.85,7.04,765.9,59.9,7.83,0.004,0.184,3.37
Ⅲ类,26.8,8.0,8.13,718.0,126.1,2.3,0.097,0.179,4.38
Ⅳ类,30.9,7.97,6.99,1313.5,38.0,2.81,0.004,0.204,9.72
Ⅳ类,24.3,7.65,6.73,1363.4,164.1,3.7,0.098,0.218,7.38
劣Ⅵ类,31.0,7.61,1.62,1193.7,17.8,3.98,0.381,0.087,0.68
Ⅱ类,31.1,8.48,9.06,980.5,7.7,2.66,0.164,0.014,1.21
Ⅳ类,28.8,7.5,4.19,733.8,48.4,7.32,0.35,0.248,2.0
Ⅱ类,30.5,8.34,8.81,867.4,5.3,2.66,0.017,0.013,4.45
Ⅱ类,32.8,8.07,7.3,887.4,20.4,3.29,0.011,0.045,2.07
Ⅱ类,32.1,7.78,6.15,638.5,3.5,2.78,0.012,0.069,1.19
Ⅳ类,30.7,7.73,4.67,1647.5,14.2,3.54,0.025,0.143,2.54
Ⅲ类,30.7,7.49,5.94,346.3,7.6,2.55,0.008,0.033,0.75
Ⅲ类,33.6,7.54,5.89,811.5,28.0,4.33,0.383,0.149,4.01
Ⅱ类,32.1,8.08,8.87,571.3,11.1,3.17,0.012,0.037,1.3
Ⅰ类,31.0,8.48,7.67,266.2,2.1,1.71,0.005,0.009,0.74
Ⅱ类,30.6,8.51,7.15,255.8,4.6,1.06,0.006,0.008,0.71
Ⅱ类,28.8,8.15,7.5,206.8,5.6,3.01,0.005,0.013,0.48
Ⅳ类,31.2,7.7,4.16,553.5,15.1,8.81,0.08,0.227,1.97
Ⅱ类,32.6,8.41,13.34,426.5,30.1,3.16,0.01,0.023,1.53
Ⅲ类,33.5,7.83,6.45,371.9,42.5,4.16,0.002,0.06,0.88
Ⅳ类,31.7,7.59,3.61,1273.8,52.8,4.8,0.08,0.093,0.96
Ⅲ类,28.0,8.08,11.15,1253.0,15.5,4.86,0.052,0.058,1.22
Ⅳ类,32.4,8.06,7.28,979.1,229.5,6.37,0.614,0.271,7.37
Ⅳ类,28.8,8.17,10.61,1068.3,11.9,8.58,0.006,0.131,1.44
Ⅱ类,32.6,8.02,6.68,364.1,7.0,3.7,0.007,0.038,0.52
Ⅲ类,29.8,8.73,7.48,281.8,16.2,5.5,0.024,0.061,1.17
Ⅲ类,28.7,7.21,6.97,188.8,28.8,3.63,0.048,0.142,1.69
Ⅲ类,31.8,7.45,6.1,207.1,55.4,3.54,0.007,0.105,1.51
Ⅲ类,28.3,7.83,6.78,154.7,33.2,3.03,0.05,0.15,1.32
Ⅱ类,27.2,7.4,8.15,119.8,21.6,2.44,0.031,0.072,0.93
Ⅳ类,31.9,7.71,4.2,709.9,19.4,3.37,0.016,0.073,0.44
Ⅲ类,31.2,7.7,5.55,1273.0,17.2,5.03,0.166,0.088,3.55
Ⅲ类,31.2,7.99,6.83,616.5,63.9,3.57,0.285,0.149,2.14
Ⅳ类,32.3,7.3,3.95,645.9,33.7,2.9,0.342,0.109,1.98
Ⅱ类,32.5,8.28,12.23,611.0,8.1,2.84,0.024,0.032,1.09
Ⅴ类,31.9,7.56,2.6,812.2,19.5,3.22,0.327,0.124,4.11
Ⅲ类,32.0,8.41,15.64,944.7,15.8,4.77,0.027,0.04,0.81
Ⅲ类,31.8,7.65,5.5,986.7,79.5,5.6,0.035,0.114,2.18
Ⅳ类,31.6,7.5,4.49,644.3,15.4,3.34,0.138,0.132,2.01
Ⅳ类,31.0,7.56,3.81,993.3,11.2,3.7,0.553,0.175,4.59
Ⅲ类,30.2,7.36,6.13,587.9,11.5,3.36,0.019,0.124,3.21
Ⅲ类,32.7,8.06,6.85,700.9,28.7,2.96,0.069,0.181,1.18
劣Ⅵ类,32.1,7.07,1.0,372.9,55.0,4.35,0.201,0.112,2.4
Ⅳ类,29.3,6.78,3.17,149.7,258.8,5.52,0.038,0.17,2.39
Ⅲ类,31.8,7.75,5.72,362.8,24.7,2.14,0.006,0.058,1.35
劣Ⅵ类,32.7,9.44,16.22,158.0,13.6,4.97,0.003,0.101,0.95
劣Ⅵ类,32.8,9.23,9.76,144.6,10.8,7.08,0.013,0.062,1.28
Ⅴ类,30.2,7.23,2.89,242.6,37.6,4.26,0.092,0.056,0.98
Ⅳ类,32.0,8.01,8.38,450.4,12.7,6.11,0.015,0.084,0.63
Ⅲ类,31.1,7.56,7.52,376.9,32.0,4.28,0.022,0.051,0.64
劣Ⅵ类,31.7,7.1,0.29,398.2,52.1,5.8,0.142,0.134,1.87
Ⅱ类,29.0,7.76,6.62,297.9,40.2,1.87,0.032,0.079,1.51
Ⅳ类,28.2,7.78,4.16,202.3,20.9,2.03,0.112,0.057,1.66
