水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
Ⅱ类,27.9,8.44,10.78,510.3,10.4,2.7,0.008,0.083,8.37
Ⅱ类,26.6,8.22,7.91,620.3,125.0,2.47,0.011,0.083,2.58
Ⅲ类,23.9,7.92,5.94,1336.4,53.7,2.5,0.647,0.07,6.66
Ⅰ类,30.3,8.62,8.97,290.8,1.5,1.91,0.029,0.008,0.89
Ⅴ类,27.1,7.24,4.14,892.7,43.4,8.25,1.981,0.299,6.78
Ⅲ类,29.7,7.75,6.55,578.1,41.1,4.81,0.023,0.099,3.27
Ⅱ类,20.7,7.87,8.38,504.3,54.8,3.56,0.043,0.071,5.4
Ⅲ类,31.8,6.94,5.85,45275.0,1.7,2.12,0.065,0.033,1.2
Ⅲ类,30.8,7.81,6.78,885.9,20.0,4.48,0.173,0.066,3.16
劣Ⅵ类,28.6,7.48,4.03,803.8,20.0,7.23,3.261,0.342,11.14
Ⅴ类,28.5,7.49,2.64,683.4,64.5,5.69,1.301,0.262,8.06
Ⅱ类,27.6,8.0,7.18,476.9,16.2,1.73,0.009,0.024,3.31
劣Ⅵ类,21.8,8.34,6.37,1187.9,1124.2,8.8,0.001,0.702,16.23
Ⅳ类,28.7,7.98,5.2,10502.6,91.8,6.88,1.04,0.142,3.8
Ⅳ类,29.2,8.62,5.14,4128.5,26.2,6.73,0.015,0.221,1.3
劣Ⅵ类,28.0,7.51,1.51,831.7,10.9,7.19,0.061,0.061,0.82
Ⅲ类,27.2,7.67,5.96,511.7,15.4,3.6,0.09,0.069,4.47
Ⅲ类,29.7,7.75,5.45,757.9,19.1,3.5,0.035,0.038,0.33
Ⅴ类,28.8,7.28,2.29,780.2,13.7,4.15,0.338,0.135,3.62
Ⅲ类,30.8,8.25,5.9,836.4,1.7,4.52,0.011,0.064,0.52
Ⅲ类,30.4,8.38,7.2,1590.6,35.3,5.07,0.042,0.026,0.68
Ⅲ类,31.2,7.89,5.75,332.2,3.6,2.18,0.079,0.011,0.79
Ⅲ类,30.2,7.56,5.13,675.5,5.7,4.62,0.014,0.03,0.7
Ⅰ类,25.4,8.33,8.94,733.8,4.5,1.86,0.009,0.003,1.51
Ⅲ类,24.0,8.31,7.32,1155.7,10.3,4.07,0.281,0.089,0.94
Ⅲ类,24.4,8.43,7.24,766.0,89.2,5.9,0.015,0.131,1.63
Ⅴ类,24.9,7.9,6.04,1782.3,33.4,5.19,1.541,0.26,8.78
Ⅱ类,26.6,8.27,8.5,665.8,38.6,2.44,0.01,0.042,3.54
Ⅳ类,26.3,7.56,3.52,474.0,28.5,3.46,0.052,0.049,1.78
Ⅳ类,23.6,7.66,3.19,659.3,7.2,3.18,0.238,0.029,1.06
Ⅴ类,24.3,7.46,2.81,639.1,58.8,4.83,0.22,0.108,4.09
Ⅱ类,25.4,7.91,6.63,500.2,15.9,2.62,0.022,0.02,1.64
Ⅱ类,22.9,8.09,6.85,554.1,60.4,3.21,0.044,0.036,2.99
Ⅱ类,19.3,8.29,8.66,677.4,45.4,2.36,0.031,0.033,5.01
Ⅰ类,25.6,8.18,8.26,535.8,16.5,1.47,0.048,0.005,3.11
Ⅱ类,24.7,8.41,9.72,708.7,24.4,3.69,0.103,0.094,2.34
Ⅲ类,21.8,8.34,8.49,566.6,36.3,4.78,0.01,0.055,1.43
劣Ⅵ类,24.8,7.61,2.63,969.7,106.2,5.39,2.635,0.316,9.73
劣Ⅵ类,25.6,7.89,6.45,1131.8,1400.7,20.32,0.06,0.097,6.12
Ⅲ类,23.5,7.39,6.09,1429.7,22.6,3.93,0.076,0.189,6.94
Ⅴ类,29.2,8.67,5.56,6560.2,190.3,9.72,0.067,0.308,7.41
劣Ⅵ类,24.4,7.46,0.97,570.6,132.5,7.73,3.146,0.35,5.58
Ⅲ类,20.5,8.4,8.09,743.2,325.5,3.32,0.014,0.111,4.43
Ⅴ类,24.4,8.38,5.93,755.2,2110.7,8.32,0.005,0.352,4.85
Ⅲ类,18.1,8.21,8.72,449.6,119.8,4.1,0.016,0.068,5.39
Ⅳ类,19.5,8.28,7.59,578.1,558.5,4.58,0.079,0.208,5.83
Ⅳ类,27.4,7.78,3.54,973.9,3201.1,4.39,0.135,0.059,6.3
Ⅲ类,18.6,8.06,6.69,605.8,199.3,2.66,0.019,0.127,4.87
Ⅲ类,20.2,8.38,9.89,489.9,503.2,2.98,0.007,0.129,3.66
Ⅳ类,24.4,8.09,5.91,600.8,85.5,7.2,0.022,0.297,12.09
Ⅳ类,23.3,8.2,5.17,719.4,875.0,4.18,0.002,0.257,3.84
Ⅲ类,25.1,8.35,7.81,679.8,64.0,3.13,0.028,0.159,5.38
劣Ⅵ类,21.2,8.21,7.94,561.9,3437.6,9.32,0.448,0.471,7.36
Ⅳ类,25.8,7.21,3.09,732.2,59.8,9.05,1.488,0.139,6.39
Ⅱ类,23.0,8.2,7.14,906.6,102.5,1.38,0.051,0.025,1.61
Ⅴ类,19.3,6.54,6.27,72.1,42.4,12.19,0.006,0.065,0.44
Ⅴ类,19.9,6.74,8.06,100.4,1477.0,12.12,0.154,0.241,2.57
Ⅳ类,23.7,8.66,6.89,3005.4,76.9,6.51,0.132,0.066,1.17
Ⅱ类,27.5,8.28,7.89,851.8,465.5,2.62,0.116,0.071,1.27
Ⅱ类,15.5,8.32,9.44,760.3,7.5,2.49,0.069,0.008,7.45
Ⅱ类,28.4,7.59,6.96,274.2,4.1,2.3,0.009,0.069,5.34
Ⅲ类,29.1,8.47,10.68,354.2,25.3,4.34,0.045,0.16,1.71
Ⅲ类,27.5,8.14,8.37,538.4,8.3,4.12,0.006,0.094,5.18
Ⅲ类,28.9,8.63,14.51,617.7,5.3,4.45,0.005,0.079,4.39
Ⅰ类,27.9,8.78,10.71,145.8,4.9,1.78,0.002,0.017,1.64
Ⅳ类,28.8,8.78,21.77,529.2,20.6,8.37,0.039,0.179,4.24
Ⅱ类,24.6,8.33,8.66,286.3,7.1,1.73,0.038,0.026,4.82
Ⅳ类,22.0,7.14,8.12,204.1,64.3,4.05,0.134,0.22,3.61
Ⅱ类,22.2,7.57,8.06,253.1,60.8,2.1,0.024,0.049,8.31
Ⅱ类,15.9,7.91,12.71,269.8,17.0,2.0,0.037,0.034,4.3
Ⅱ类,18.7,7.78,7.92,299.2,24.4,2.26,0.06,0.06,4.31
Ⅱ类,18.7,7.67,8.77,211.3,29.3,2.44,0.022,0.05,4.11
Ⅰ类,21.8,8.08,11.08,209.9,2.7,1.27,0.004,0.009,7.09
Ⅱ类,20.7,7.2,6.01,162.5,7.8,0.94,0.007,0.023,2.9
Ⅱ类,22.2,7.57,12.0,157.6,9.8,1.06,0.062,0.037,4.28
Ⅱ类,22.7,8.02,7.43,753.0,18.3,2.08,0.028,0.054,4.52
Ⅲ类,25.9,8.04,6.53,696.0,50.6,2.98,0.027,0.105,4.89
Ⅱ类,23.5,8.14,9.95,471.9,8.0,3.0,0.061,0.06,1.97
劣Ⅵ类,18.5,7.59,0.69,920.7,27.7,3.94,0.045,0.092,6.02
Ⅱ类,26.3,7.73,6.97,258.5,6.9,2.18,0.025,0.019,5.64
Ⅳ类,28.4,8.3,7.28,536.9,36.0,6.28,0.107,0.107,4.9
Ⅲ类,21.6,7.51,6.81,367.0,47.6,3.58,0.069,0.103,5.0
Ⅱ类,20.9,7.59,8.5,347.5,40.7,3.37,0.052,0.064,5.16
Ⅱ类,21.1,7.91,8.9,405.5,8.2,1.63,0.044,0.027,2.84
Ⅱ类,22.9,8.27,9.87,431.9,6.7,2.25,0.011,0.037,7.75
Ⅳ类,24.9,7.55,5.03,533.9,53.3,4.62,0.138,0.216,5.06
Ⅲ类,20.2,8.1,8.19,845.8,96.8,3.6,0.037,0.11,14.25
Ⅱ类,19.7,8.03,8.12,559.7,275.6,1.36,0.003,0.051,4.76
Ⅲ类,21.6,7.39,5.13,592.3,4.0,2.15,0.036,0.1,7.47
Ⅲ类,26.8,7.82,7.54,924.4,23.9,3.65,0.04,0.164,8.15
Ⅱ类,23.9,8.74,8.69,279.3,51.5,3.57,0.046,0.044,1.46
Ⅲ类,20.5,6.96,8.12,164.6,175.3,5.77,0.289,0.174,4.97
Ⅳ类,20.2,7.47,4.31,374.7,111.7,6.77,0.021,0.223,4.18
Ⅳ类,19.4,7.16,9.43,162.0,262.4,5.42,0.132,0.213,8.98
Ⅲ类,24.1,6.98,5.32,186.5,149.3,5.96,0.125,0.195,5.22
Ⅳ类,19.1,7.09,9.19,160.3,292.7,5.03,0.122,0.208,7.45
Ⅲ类,22.2,6.75,8.33,144.7,35.6,4.7,0.058,0.116,3.57
Ⅲ类,24.7,7.79,7.07,423.4,83.8,4.35,0.021,0.124,1.81
Ⅱ类,18.4,7.59,9.75,133.8,32.7,2.01,0.002,0.02,2.33
Ⅱ类,20.4,7.58,9.66,105.7,31.7,3.11,0.013,0.029,2.45
Ⅱ类,15.4,7.57,10.21,99.3,29.0,3.55,0.06,0.068,1.52
Ⅱ类,10.1,7.89,7.59,290.6,19.5,0.9,0.006,0.027,1.71
Ⅲ类,23.9,6.65,7.29,204.1,37.7,4.28,0.107,0.095,3.67
Ⅳ类,25.5,7.25,6.75,123.7,43.2,9.17,0.191,0.115,1.82
Ⅲ类,22.4,7.64,7.76,233.0,62.2,3.23,0.024,0.111,2.59
Ⅲ类,22.1,6.94,8.74,101.7,27.4,5.78,0.048,0.134,1.58
Ⅱ类,13.5,7.76,10.42,214.2,19.4,1.04,0.07,0.071,0.94
Ⅳ类,27.7,7.11,6.16,145.3,59.1,6.42,0.058,0.201,2.61
Ⅲ类,25.0,8.86,10.43,61.8,11.4,5.93,0.035,0.041,2.08
Ⅴ类,26.8,7.1,2.86,194.9,161.7,7.11,0.1,0.191,3.15
Ⅳ类,27.5,7.37,6.54,264.1,143.6,8.41,0.201,0.211,2.54
Ⅳ类,27.6,7.16,3.07,195.6,99.6,5.6,0.133,0.093,6.45
Ⅳ类,21.9,7.36,7.89,102.2,156.3,7.81,0.021,0.082,1.19
Ⅴ类,25.0,7.41,6.56,96.2,217.6,12.63,0.007,0.231,0.92
Ⅳ类,28.6,6.69,4.28,169.2,229.2,9.04,0.184,0.169,2.16
Ⅲ类,24.0,7.87,10.16,258.4,12.9,5.78,0.052,0.081,1.24
Ⅳ类,23.7,7.08,6.24,71.7,44.7,9.65,0.032,0.066,1.74
Ⅳ类,29.8,7.56,5.98,264.4,56.1,6.97,0.12,0.181,1.04
Ⅲ类,24.7,7.17,7.73,125.3,18.6,4.27,0.017,0.064,2.71
Ⅳ类,24.9,7.17,6.35,180.0,179.3,6.66,0.069,0.169,3.69
Ⅳ类,24.3,6.96,7.51,90.4,13.2,7.18,0.006,0.056,2.23
Ⅲ类,27.7,6.88,5.92,189.4,62.7,5.83,0.034,0.143,3.16
Ⅳ类,26.0,7.34,6.87,78.2,28.3,9.48,0.052,0.044,0.8
Ⅳ类,25.6,6.82,6.66,172.3,64.6,6.07,0.126,0.085,2.42
Ⅴ类,22.5,7.14,6.24,124.6,86.5,6.1,0.086,0.11,2.94
Ⅳ类,18.6,7.19,8.31,59.6,6.5,7.96,0.032,0.028,0.34
劣Ⅵ类,32.0,7.37,0.92,509.2,54.5,4.31,0.656,0.249,3.01
Ⅳ类,29.3,7.07,3.42,416.4,75.4,5.24,0.374,0.218,3.02
Ⅳ类,32.8,7.35,3.03,463.4,26.1,3.53,0.031,0.102,1.7
劣Ⅵ类,31.2,7.41,1.61,536.0,26.9,3.24,0.077,0.139,2.44
Ⅴ类,31.2,7.29,2.38,507.8,41.6,4.17,0.537,0.272,2.57
劣Ⅵ类,30.4,7.42,0.39,432.0,68.9,2.91,0.773,0.14,2.09
Ⅳ类,31.7,7.5,3.07,584.4,46.3,3.72,0.102,0.2,2.45
Ⅳ类,32.0,7.38,3.02,517.4,48.5,5.04,0.024,0.171,2.78
Ⅳ类,32.2,7.41,3.13,451.3,26.8,5.18,0.074,0.112,2.44
Ⅳ类,31.0,7.37,3.58,512.8,16.9,3.07,0.039,0.095,1.8
Ⅴ类,31.6,7.24,2.79,391.8,25.6,3.68,0.113,0.085,1.94
Ⅴ类,30.9,7.52,2.85,536.2,93.9,4.33,0.236,0.188,2.24
Ⅳ类,27.9,7.3,3.4,653.1,83.2,4.45,0.193,0.135,1.42
Ⅲ类,30.9,7.63,5.29,381.3,37.1,2.61,0.028,0.108,1.26
劣Ⅵ类,29.7,6.98,0.64,439.2,28.4,5.21,0.663,0.131,2.03
劣Ⅵ类,29.4,7.28,0.5,419.0,8.9,6.3,0.73,0.138,2.35
Ⅱ类,30.5,7.78,6.56,214.5,32.1,3.25,0.005,0.062,1.16
Ⅲ类,31.9,8.34,6.76,445.0,25.9,2.33,0.007,0.033,0.5
Ⅳ类,30.6,8.48,6.66,424.8,56.2,3.51,0.044,0.075,0.99
Ⅴ类,32.6,8.24,2.39,521.6,25.6,3.01,0.204,0.069,1.05
Ⅳ类,31.4,7.42,3.31,402.7,48.2,3.4,0.07,0.13,1.94
劣Ⅵ类,31.8,7.31,1.79,461.0,66.1,5.06,0.013,0.116,1.88
Ⅳ类,32.3,7.09,4.73,388.2,26.9,2.09,0.123,0.138,2.36
Ⅲ类,32.0,8.5,6.56,414.2,26.4,3.28,0.004,0.047,0.63
Ⅱ类,32.6,7.76,6.07,334.5,43.7,1.84,0.028,0.059,1.69
Ⅱ类,28.9,7.3,7.82,153.3,2.2,2.25,0.032,0.024,2.1
Ⅴ类,31.3,7.04,2.43,387.9,31.6,3.94,0.133,0.089,2.34
Ⅲ类,29.9,7.63,5.38,303.1,28.4,1.89,0.029,0.091,1.63
Ⅲ类,31.9,7.77,5.73,491.3,30.0,3.18,0.236,0.109,1.34
Ⅲ类,28.8,8.45,20.68,380.6,10.8,4.14,0.029,0.074,4.01
Ⅳ类,28.9,7.27,5.17,662.0,16.1,3.72,0.162,0.21,6.74
劣Ⅵ类,30.0,7.53,1.59,1333.4,28.0,5.69,0.027,0.098,1.52
Ⅲ类,29.6,8.42,7.58,1385.3,1.6,4.78,0.018,0.051,0.62
Ⅲ类,30.3,8.6,10.1,1179.3,6.6,4.82,0.01,0.048,0.62
Ⅳ类,30.8,8.18,10.09,1412.2,17.0,7.88,0.074,0.102,1.29
Ⅳ类,28.6,7.62,4.9,1093.1,7.7,2.24,0.06,0.099,2.39
Ⅴ类,28.8,7.3,2.4,462.4,20.2,6.11,0.773,0.217,3.19
Ⅴ类,28.2,7.58,3.74,958.5,40.3,4.74,0.368,0.342,10.46
劣Ⅵ类,29.5,7.15,5.12,851.5,19.7,8.85,0.552,0.429,2.72
Ⅲ类,33.3,7.8,7.62,404.9,22.2,4.53,0.112,0.081,3.33
Ⅳ类,30.1,7.48,3.1,388.3,31.9,3.57,0.434,0.119,2.43
Ⅳ类,30.6,7.38,4.33,296.8,21.9,4.3,0.189,0.066,1.22
Ⅱ类,28.9,8.23,11.14,325.2,14.8,2.65,0.208,0.093,2.12
Ⅲ类,31.1,7.55,5.87,520.8,20.4,2.73,0.1,0.12,2.5
Ⅴ类,30.5,7.18,2.42,591.9,58.2,5.63,0.207,0.17,1.64
Ⅳ类,29.3,7.2,3.3,580.9,32.9,3.21,0.019,0.09,0.85
劣Ⅵ类,31.0,7.38,1.52,571.7,45.1,4.05,0.339,0.17,2.54
劣Ⅵ类,31.4,7.21,1.74,469.5,28.5,5.14,1.045,0.145,2.31
Ⅳ类,30.6,7.25,3.24,593.6,33.1,4.86,0.48,0.293,3.25
Ⅴ类,30.2,7.31,3.55,759.0,35.0,5.98,1.591,0.358,3.41
Ⅳ类,29.4,7.58,4.23,298.2,58.4,1.87,0.02,0.076,1.33
Ⅲ类,29.8,7.88,6.14,370.0,30.9,2.43,0.083,0.11,1.96
劣Ⅵ类,31.7,7.35,0.7,917.4,11.6,5.42,0.205,0.205,1.28
Ⅴ类,30.3,7.4,2.24,408.3,30.4,2.93,0.074,0.204,2.0
劣Ⅵ类,31.9,7.39,0.45,1116.9,4.5,4.65,0.286,0.256,1.69
劣Ⅵ类,27.3,7.48,0.14,900.5,60.4,6.68,1.473,0.378,3.16
劣Ⅵ类,30.4,7.44,1.65,737.7,33.7,6.37,1.452,0.354,3.56
劣Ⅵ类,29.3,7.42,1.06,1000.7,29.2,6.15,1.103,0.388,3.68
Ⅳ类,28.4,7.56,7.59,725.1,10.2,6.5,1.429,0.162,5.78
Ⅳ类,27.8,7.43,3.86,859.3,63.5,4.79,0.82,0.173,2.54
劣Ⅵ类,28.2,7.28,0.35,1007.3,16.4,7.29,0.956,0.292,5.98
Ⅳ类,27.5,7.47,6.76,609.8,14.1,4.12,0.059,0.289,6.95
劣Ⅵ类,25.2,7.34,1.07,668.5,78.7,5.44,0.57,0.11,2.54
Ⅴ类,27.3,7.37,2.73,643.6,11.3,4.77,0.025,0.241,5.34
Ⅲ类,24.9,7.15,6.04,1181.4,40.6,3.6,0.021,0.187,6.18
Ⅳ类,27.4,8.38,12.26,3012.5,55.6,6.69,0.058,0.112,5.08
劣Ⅵ类,26.1,7.25,4.44,614.2,21.4,6.12,0.08,0.452,5.43
Ⅳ类,27.6,7.54,6.13,662.5,41.3,4.83,0.21,0.205,3.97
劣Ⅵ类,29.0,7.45,0.54,1049.7,20.5,7.13,1.332,0.29,4.9
劣Ⅵ类,27.7,7.59,1.78,593.3,23.6,6.6,0.499,0.249,6.67
Ⅳ类,30.3,7.46,4.49,357.6,54.1,3.59,0.186,0.116,2.25
Ⅴ类,29.5,7.51,2.3,805.8,26.9,4.72,0.086,0.118,3.32
Ⅴ类,28.8,7.06,2.14,410.6,25.7,7.71,1.12,0.127,3.51
劣Ⅵ类,26.1,7.1,1.53,551.2,24.0,5.28,0.648,0.159,2.55
Ⅴ类,27.6,7.23,2.43,479.5,141.6,5.11,0.835,0.211,1.83
劣Ⅵ类,27.6,7.33,1.56,838.1,82.4,6.62,1.457,0.23,3.78
Ⅴ类,28.5,7.25,2.2,843.7,19.6,4.59,0.031,0.171,1.86
劣Ⅵ类,27.8,7.11,1.66,518.4,26.0,8.42,2.036,0.264,4.14
Ⅳ类,28.7,7.23,3.24,692.0,59.7,4.82,1.194,0.176,3.73
劣Ⅵ类,28.4,7.25,1.31,470.0,9.7,3.94,0.215,0.137,1.95
劣Ⅵ类,29.3,7.43,0.83,784.9,13.6,7.58,1.68,0.229,4.31
劣Ⅵ类,28.9,7.25,0.25,607.6,12.7,6.34,0.397,0.188,2.31
劣Ⅵ类,28.2,7.26,1.84,893.0,27.2,8.82,1.314,0.211,3.9
劣Ⅵ类,27.8,7.34,1.24,746.8,20.1,8.28,1.568,0.278,3.87
劣Ⅵ类,26.2,7.17,0.28,813.5,16.8,7.01,1.707,0.303,4.22
劣Ⅵ类,28.6,7.2,0.02,838.3,14.5,5.86,0.487,0.339,3.12
Ⅳ类,28.7,7.83,3.8,737.9,23.6,2.97,0.03,0.103,1.35
劣Ⅵ类,27.4,7.34,0.3,1187.3,17.4,6.7,1.676,0.437,5.15
Ⅳ类,29.2,7.6,4.7,463.9,243.5,5.58,0.112,0.168,2.85
Ⅳ类,28.1,7.71,4.97,443.5,179.2,5.65,0.133,0.129,2.55
Ⅳ类,32.2,7.55,3.92,529.4,56.7,5.76,0.522,0.107,2.75
Ⅴ类,28.0,7.12,2.37,654.3,41.8,7.52,1.691,0.21,4.76
劣Ⅵ类,29.0,7.03,1.84,577.8,30.1,6.2,1.185,0.22,3.03
劣Ⅵ类,29.2,7.44,1.6,530.5,33.1,4.6,1.493,0.195,2.83
Ⅲ类,29.8,7.66,5.12,266.6,37.3,2.09,0.046,0.071,1.27
Ⅳ类,29.6,7.48,3.45,315.2,16.6,3.08,0.137,0.088,1.63
Ⅳ类,30.3,7.47,4.51,302.4,4.8,2.93,0.08,0.063,0.9
Ⅴ类,30.1,7.36,2.88,355.7,18.9,3.23,0.132,0.116,2.24
劣Ⅵ类,29.3,7.29,1.15,486.4,22.8,4.71,0.716,0.157,2.66
Ⅳ类,29.7,8.08,7.7,325.3,36.6,7.22,0.206,0.061,1.63
劣Ⅵ类,29.5,7.29,0.81,404.9,7.5,3.18,1.082,0.209,2.25
Ⅲ类,29.6,7.76,5.2,310.4,44.6,2.24,0.036,0.082,1.77
劣Ⅵ类,29.9,7.07,1.67,363.5,26.8,3.02,0.063,0.138,1.85
Ⅳ类,29.0,8.03,4.85,854.1,23.0,3.38,0.102,0.094,1.65
Ⅳ类,30.5,8.32,9.52,723.4,14.0,8.94,0.06,0.081,2.6
Ⅴ类,29.8,7.54,2.99,661.0,39.8,7.02,0.087,0.24,4.12
劣Ⅵ类,29.9,7.22,0.58,597.2,11.8,6.6,1.457,0.298,3.36
Ⅳ类,29.5,8.45,5.5,1276.4,9.7,6.03,0.101,0.064,1.28
Ⅴ类,29.5,7.31,2.98,709.4,15.2,10.13,0.408,0.321,4.71
Ⅳ类,29.1,7.41,4.83,265.7,17.0,2.88,0.169,0.073,2.7
Ⅳ类,30.8,7.05,3.87,206.7,40.1,2.86,0.238,0.071,3.06
Ⅱ类,27.7,7.31,8.78,124.7,11.1,1.7,0.025,0.041,1.6
Ⅲ类,17.4,7.06,5.85,152.7,6.4,1.02,0.009,0.02,0.87
Ⅱ类,28.3,7.34,6.77,164.7,17.0,1.85,0.037,0.04,1.56
Ⅴ类,32.1,7.13,2.01,316.3,22.3,2.63,0.167,0.119,2.26
Ⅱ类,29.1,8.38,9.16,105.9,1.1,1.23,0.01,0.034,1.06
Ⅱ类,26.9,6.49,6.44,139.3,4.1,1.18,0.014,0.04,3.48
Ⅴ类,31.4,7.23,2.59,374.8,32.1,4.72,0.227,0.13,3.09
Ⅳ类,31.9,7.25,4.42,126.6,17.8,4.54,0.03,0.046,0.86
Ⅰ类,31.9,8.28,9.51,174.1,3.7,1.49,0.006,0.02,2.16
Ⅴ类,31.8,7.11,2.28,239.0,33.9,5.21,0.502,0.145,2.78
Ⅲ类,31.7,8.57,6.88,3683.1,4.6,5.51,0.008,0.032,0.93
Ⅱ类,27.7,7.4,8.19,51.2,27.1,1.92,0.015,0.024,0.88
Ⅱ类,29.3,6.49,6.29,75.6,27.0,1.28,0.055,0.042,1.44
Ⅳ类,29.3,7.99,3.63,9293.0,1967.0,1.95,0.318,0.177,1.99
Ⅱ类,30.1,6.72,7.24,63.7,15.5,0.28,0.02,0.018,0.7
Ⅲ类,31.7,7.05,5.79,191.2,22.6,1.82,0.215,0.111,2.19
Ⅳ类,30.1,8.49,4.01,159.1,1719.2,1.39,0.002,0.075,1.72
Ⅴ类,31.4,7.2,2.53,492.2,23.2,4.83,0.469,0.123,2.79
Ⅴ类,32.2,7.02,2.92,486.9,24.9,5.12,0.158,0.11,2.03
劣Ⅵ类,31.9,7.18,1.54,417.2,110.1,5.52,0.442,0.172,3.31
Ⅴ类,30.8,6.97,2.21,502.2,20.5,4.15,0.077,0.14,1.66
Ⅴ类,30.6,7.17,2.85,381.6,49.2,3.45,0.439,0.209,3.18
劣Ⅵ类,31.8,7.15,1.83,603.4,46.3,7.0,0.886,0.172,4.68
劣Ⅵ类,31.3,7.27,1.84,526.7,20.7,6.95,0.909,0.235,3.35
Ⅴ类,30.9,7.15,2.25,491.6,50.9,4.66,0.295,0.12,2.03
Ⅳ类,30.6,7.19,4.11,475.8,39.2,4.87,0.239,0.124,2.59
劣Ⅵ类,30.8,7.18,1.67,455.7,41.6,5.09,0.347,0.208,2.24
Ⅴ类,30.9,7.22,2.05,461.6,71.9,6.24,0.495,0.184,3.28
Ⅴ类,31.9,7.31,2.59,486.3,34.9,6.23,0.109,0.206,2.89
劣Ⅵ类,30.2,7.06,1.41,323.0,59.6,4.88,0.469,0.174,3.07
Ⅳ类,30.2,7.05,4.45,196.5,34.2,2.37,0.149,0.049,2.6
Ⅳ类,31.6,7.79,4.78,304.3,64.8,4.38,0.122,0.072,1.24
Ⅳ类,32.8,7.18,3.32,365.5,66.6,3.9,0.314,0.142,3.4
Ⅳ类,30.5,7.09,4.6,224.8,18.2,1.11,0.098,0.046,2.85
Ⅴ类,32.2,6.94,2.3,246.9,21.5,3.24,0.205,0.037,1.95
Ⅱ类,24.1,6.84,7.14,116.1,12.4,1.58,0.048,0.029,1.34
Ⅱ类,28.5,6.36,6.81,172.4,7.2,1.67,0.091,0.028,1.94
Ⅳ类,30.4,6.92,3.16,239.5,27.9,4.09,0.278,0.079,1.64
Ⅳ类,31.2,7.48,3.55,429.2,30.9,3.28,0.056,0.069,2.69
劣Ⅵ类,31.2,7.26,1.99,475.6,30.0,4.07,0.554,0.109,4.39
Ⅳ类,31.4,7.22,3.51,331.0,25.2,3.88,0.49,0.055,1.84
劣Ⅵ类,31.5,9.03,8.25,303.2,16.4,3.95,0.029,0.048,2.34
Ⅲ类,30.7,6.99,5.34,158.8,22.8,3.34,0.166,0.091,2.65
