水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
Ⅲ类,24.3,7.8,8.91,736.4,16.2,2.7,0.159,0.149,10.94
Ⅱ类,24.6,7.64,6.78,522.5,41.2,1.01,0.114,0.087,8.21
Ⅱ类,22.5,7.94,6.5,1140.7,38.4,1.55,0.423,0.036,4.99
Ⅰ类,31.0,8.72,8.76,285.6,1.6,1.84,0.023,0.008,0.86
Ⅲ类,30.2,7.97,7.88,582.7,68.1,5.48,0.024,0.118,3.49
Ⅳ类,29.6,7.72,8.43,698.6,23.2,5.94,0.161,0.274,5.09
Ⅱ类,20.2,7.88,8.89,506.2,85.4,3.62,0.034,0.084,5.43
Ⅱ类,32.3,6.99,6.22,44946.6,3.3,2.21,0.169,0.042,1.39
Ⅲ类,31.9,8.4,12.72,913.1,21.7,5.48,0.18,0.077,3.07
劣Ⅵ类,28.7,7.37,2.12,744.1,136.8,11.09,3.425,0.433,14.38
劣Ⅵ类,29.7,7.51,2.82,712.3,95.2,7.34,3.061,0.396,10.2
Ⅴ类,26.6,7.99,7.83,931.9,4161.5,6.13,0.949,0.316,4.44
Ⅳ类,29.1,8.16,7.7,14497.6,104.2,6.96,0.936,0.124,2.51
Ⅳ类,30.3,8.87,9.24,3971.7,31.1,7.67,0.025,0.225,1.29
Ⅳ类,29.7,8.02,12.92,881.2,3.3,7.89,0.004,0.081,0.85
Ⅱ类,27.2,7.75,7.57,521.1,18.3,3.74,0.055,0.07,4.49
Ⅱ类,30.7,7.85,6.42,901.8,19.0,3.9,0.05,0.055,0.5
Ⅳ类,32.0,8.19,15.18,687.7,17.3,4.82,0.417,0.206,3.22
Ⅲ类,31.4,8.66,10.2,835.2,3.1,5.08,0.013,0.077,0.62
Ⅲ类,31.0,8.47,9.65,1593.9,31.1,4.51,0.03,0.028,0.67
Ⅱ类,32.0,8.1,6.63,329.7,4.2,2.26,0.066,0.012,0.74
Ⅳ类,29.5,7.52,4.44,681.9,6.1,4.62,0.014,0.028,0.7
Ⅲ类,24.0,8.32,7.2,1154.6,14.5,4.17,0.228,0.083,0.98
Ⅳ类,26.3,8.77,10.03,750.6,92.2,7.06,0.029,0.139,1.63
劣Ⅵ类,25.2,7.73,4.33,776.0,1928.0,14.32,9.341,0.984,13.9
Ⅱ类,27.1,8.28,8.06,653.6,42.3,2.44,0.0004,0.047,3.19
Ⅱ类,27.4,7.84,6.31,480.8,24.9,3.41,0.013,0.053,1.78
Ⅴ类,23.2,7.63,2.87,673.8,7.0,3.41,0.234,0.029,1.13
Ⅲ类,26.0,7.75,6.98,951.2,138.0,4.72,0.009,0.093,4.02
Ⅱ类,21.8,8.31,8.63,684.5,44.5,2.27,0.028,0.029,4.95
Ⅲ类,25.0,8.25,8.75,710.0,20.2,4.11,0.013,0.096,2.34
Ⅲ类,22.1,8.26,7.58,567.7,33.1,4.65,0.011,0.045,1.48
Ⅴ类,29.8,8.44,11.24,1142.4,96.2,14.72,0.005,0.16,6.6
Ⅲ类,25.4,7.53,13.36,1372.7,20.5,4.07,0.043,0.17,7.28
Ⅴ类,30.5,8.68,8.19,5526.4,317.0,7.52,0.096,0.323,10.6
Ⅴ类,28.2,7.21,2.33,1306.1,38.5,4.99,0.291,0.292,4.58
Ⅲ类,22.6,8.35,7.31,747.4,410.3,4.06,0.008,0.14,4.5
Ⅳ类,28.3,8.5,5.81,780.0,567.7,5.37,0.013,0.217,5.68
Ⅲ类,19.9,8.29,7.61,447.3,317.7,3.79,0.017,0.115,7.28
Ⅳ类,29.0,7.73,3.56,984.4,241.5,4.15,0.248,0.071,6.87
Ⅲ类,26.7,8.36,7.09,749.3,834.4,4.65,0.359,0.104,7.39
Ⅲ类,21.3,8.02,6.28,575.3,211.8,2.87,0.002,0.145,4.37
Ⅴ类,25.1,8.3,7.06,613.9,1205.0,4.69,0.016,0.355,3.69
Ⅲ类,26.8,8.28,6.78,681.6,98.9,3.49,0.199,0.154,5.5
Ⅲ类,23.4,8.36,7.34,661.0,902.9,4.23,0.012,0.059,6.2
Ⅲ类,28.0,7.86,5.58,708.4,47.0,4.33,0.269,0.147,3.4
Ⅴ类,26.3,8.63,11.98,1067.6,53.1,14.44,0.28,0.27,9.01
Ⅱ类,25.0,8.25,7.56,854.6,66.6,1.34,0.071,0.025,1.35
Ⅲ类,26.2,8.63,7.38,2901.6,43.5,5.98,0.088,0.051,1.21
Ⅱ类,28.1,8.32,7.83,871.8,520.2,2.36,0.191,0.083,0.45
Ⅳ类,25.6,7.22,5.32,817.1,7.4,4.01,1.085,0.154,7.96
Ⅱ类,28.7,7.6,7.28,278.0,7.5,2.32,0.008,0.071,5.52
Ⅲ类,29.3,8.56,13.55,347.4,32.4,4.86,0.037,0.185,1.78
Ⅲ类,28.4,8.31,9.81,535.5,12.0,4.16,0.0003,0.098,4.97
Ⅲ类,28.1,8.21,10.05,632.5,3.5,4.37,0.052,0.093,5.16
劣Ⅵ类,27.2,9.2,12.26,276.0,10.2,1.83,0.028,0.029,5.01
Ⅳ类,22.3,7.32,8.4,205.1,66.3,4.14,0.135,0.227,3.53
Ⅱ类,22.5,7.63,7.92,247.5,45.0,2.23,0.024,0.053,8.08
Ⅱ类,18.5,8.0,12.22,261.2,19.6,2.31,0.042,0.045,4.39
Ⅱ类,18.7,7.72,7.74,340.7,26.6,2.32,0.086,0.096,4.66
Ⅱ类,19.4,7.76,8.98,206.9,31.4,2.3,0.02,0.048,3.98
Ⅰ类,24.4,8.14,10.45,213.8,2.6,1.21,0.004,0.01,7.14
Ⅲ类,21.2,7.21,5.92,160.9,9.7,0.93,0.008,0.024,2.86
Ⅱ类,22.4,7.66,11.31,155.8,11.5,1.32,0.064,0.042,4.2
Ⅱ类,26.0,8.05,7.16,757.6,19.2,2.14,0.009,0.06,4.55
Ⅲ类,27.5,8.02,6.56,665.3,84.8,3.95,0.053,0.136,5.12
Ⅱ类,24.9,8.43,12.28,466.3,7.9,3.04,0.049,0.068,2.02
Ⅲ类,25.0,7.91,8.14,598.2,24.8,3.16,0.098,0.123,4.59
劣Ⅵ类,28.6,9.17,12.21,242.4,6.2,1.54,0.016,0.022,5.36
Ⅴ类,27.5,7.6,2.22,530.4,41.7,6.2,0.312,0.112,4.87
Ⅲ类,21.8,7.36,6.0,355.3,68.3,4.14,0.146,0.136,4.45
Ⅱ类,22.6,8.14,10.66,412.6,9.7,1.45,0.03,0.029,2.73
Ⅲ类,23.6,8.16,8.17,844.0,138.9,3.95,0.043,0.135,13.64
Ⅱ类,25.0,8.1,7.41,547.4,65.7,1.59,0.026,0.084,4.78
Ⅲ类,23.8,7.54,8.21,587.7,5.2,2.04,0.039,0.106,7.76
Ⅲ类,28.6,8.11,9.37,925.2,24.3,3.77,0.03,0.186,8.23
Ⅲ类,23.6,8.06,5.87,301.9,39.4,3.24,0.048,0.04,1.47
Ⅲ类,20.8,6.97,8.29,166.4,159.3,5.47,0.278,0.182,4.93
Ⅳ类,19.0,7.19,9.4,164.4,241.5,5.47,0.134,0.208,8.47
Ⅳ类,23.1,6.85,4.88,175.1,162.7,7.05,0.11,0.212,5.21
Ⅳ类,19.7,7.11,9.44,161.1,291.9,5.17,0.12,0.211,7.28
Ⅲ类,23.6,6.77,8.2,139.2,30.2,5.48,0.029,0.114,3.51
Ⅲ类,25.6,7.85,7.68,416.7,109.8,4.48,0.003,0.115,1.67
Ⅲ类,21.1,7.3,7.3,483.2,126.8,4.75,0.001,0.144,8.74
Ⅱ类,19.9,7.45,8.6,105.5,32.8,2.42,0.015,0.03,2.51
Ⅱ类,16.1,7.71,9.78,100.7,23.3,3.46,0.064,0.063,2.01
Ⅱ类,9.9,7.88,7.54,287.8,14.6,0.84,0.005,0.024,1.83
Ⅲ类,25.0,6.73,7.31,203.4,40.4,4.74,0.11,0.101,3.69
Ⅳ类,25.9,7.19,6.53,122.8,45.1,8.62,0.197,0.119,1.9
Ⅳ类,16.1,7.58,10.2,81.4,34.5,8.71,0.019,0.056,1.31
Ⅲ类,23.1,7.68,7.78,227.6,65.2,3.27,0.019,0.109,2.31
Ⅲ类,21.7,6.91,8.42,105.9,27.6,5.5,0.041,0.08,1.29
Ⅱ类,14.3,7.75,9.98,217.6,19.0,0.99,0.059,0.072,0.81
Ⅳ类,28.5,7.08,6.32,136.4,78.1,6.97,0.054,0.235,2.7
Ⅴ类,26.9,7.13,2.96,195.2,169.2,7.12,0.105,0.192,3.39
Ⅳ类,26.6,7.36,6.68,262.4,162.2,8.08,0.185,0.212,2.65
Ⅳ类,27.5,7.17,3.22,194.4,97.1,5.46,0.121,0.084,6.18
Ⅳ类,23.7,7.34,7.8,99.0,129.9,7.91,0.013,0.082,1.08
Ⅳ类,29.1,6.72,4.72,172.4,248.6,9.33,0.186,0.168,2.2
Ⅲ类,24.0,7.96,10.15,259.5,20.3,5.79,0.029,0.082,1.05
Ⅳ类,28.5,7.12,6.74,95.3,61.0,9.36,0.153,0.242,0.86
Ⅴ类,25.0,7.62,8.44,98.6,47.4,12.07,0.061,0.038,0.51
Ⅳ类,24.3,7.09,6.45,71.3,53.2,9.93,0.033,0.069,1.9
Ⅳ类,30.4,7.61,6.48,258.3,51.3,7.06,0.094,0.174,0.93
Ⅴ类,25.6,7.38,8.75,91.3,12.7,10.94,0.008,0.054,1.89
Ⅲ类,25.9,7.25,8.71,124.5,16.8,4.19,0.004,0.064,2.72
Ⅳ类,25.2,7.19,6.55,180.4,199.9,7.3,0.083,0.183,3.42
Ⅳ类,25.7,7.2,8.75,88.8,12.9,7.43,0.005,0.058,2.32
Ⅲ类,27.7,6.88,6.12,189.5,67.1,5.62,0.037,0.178,3.18
Ⅳ类,26.0,7.4,7.41,77.0,21.2,9.4,0.061,0.059,0.8
Ⅳ类,26.2,6.85,7.33,170.6,69.9,6.18,0.126,0.085,2.41
Ⅴ类,21.9,6.96,5.27,121.9,102.0,6.22,0.109,0.11,2.98
Ⅳ类,19.1,7.23,8.63,59.7,6.7,8.22,0.028,0.028,0.3
劣Ⅵ类,32.4,7.4,1.73,502.3,40.7,4.65,0.541,0.229,2.87
Ⅳ类,31.6,7.24,3.92,498.0,48.5,4.77,0.278,0.19,2.59
Ⅳ类,31.9,7.58,3.48,513.9,172.8,3.95,0.346,0.173,2.33
Ⅴ类,31.6,7.29,2.06,532.5,22.8,3.9,0.494,0.207,3.52
Ⅴ类,33.2,7.33,2.94,476.4,36.0,3.6,0.066,0.126,1.86
Ⅳ类,29.6,7.63,3.86,401.9,44.2,3.22,0.277,0.141,2.69
劣Ⅵ类,31.3,7.25,1.58,517.3,81.4,3.71,0.619,0.2,3.32
Ⅴ类,31.6,7.33,2.85,494.7,40.4,4.07,0.575,0.244,2.44
Ⅴ类,31.5,7.56,2.35,453.1,49.0,2.77,0.707,0.141,2.0
Ⅳ类,32.3,7.57,3.59,588.8,50.0,3.65,0.069,0.18,2.32
Ⅴ类,32.8,7.41,2.97,515.3,53.1,5.04,0.224,0.177,2.64
Ⅳ类,32.7,7.43,3.02,534.2,36.7,4.9,0.063,0.123,2.26
Ⅴ类,31.9,7.25,2.86,400.4,35.5,3.73,0.09,0.078,1.78
Ⅳ类,32.1,7.59,3.24,560.1,46.7,4.04,0.111,0.178,1.91
Ⅲ类,28.7,7.79,7.01,606.0,95.0,5.3,0.036,0.12,1.25
Ⅳ类,25.0,7.4,4.36,383.9,12.6,5.06,0.628,0.098,1.66
劣Ⅵ类,29.9,7.01,0.97,436.6,36.3,5.38,0.715,0.147,2.06
劣Ⅵ类,29.8,7.31,0.98,421.5,10.7,6.4,0.868,0.152,2.63
Ⅲ类,33.0,8.61,8.25,444.5,21.3,2.0,0.007,0.031,0.48
Ⅳ类,31.4,8.82,8.13,430.2,48.3,3.84,0.009,0.067,1.05
Ⅳ类,33.1,8.56,4.65,527.0,29.4,6.67,0.663,0.066,0.93
Ⅳ类,31.9,7.44,3.31,420.2,52.4,3.82,0.12,0.137,2.19
Ⅴ类,32.0,7.35,2.48,458.8,59.8,5.95,0.064,0.159,2.06
Ⅳ类,32.7,7.08,4.5,385.1,47.6,2.02,0.157,0.155,2.54
Ⅱ类,32.2,7.79,6.34,332.1,38.6,2.38,0.057,0.066,1.77
Ⅱ类,29.9,7.77,9.21,152.1,1.8,2.04,0.025,0.023,2.13
Ⅲ类,31.6,7.07,5.66,368.5,29.5,4.19,0.18,0.104,2.48
Ⅲ类,30.0,7.72,5.86,289.5,34.8,1.99,0.038,0.098,1.67
Ⅲ类,33.4,8.36,7.76,484.3,26.2,4.17,0.156,0.118,1.37
Ⅳ类,28.6,7.3,5.62,665.8,17.3,3.77,0.234,0.214,6.84
劣Ⅵ类,30.3,7.57,1.65,1376.8,35.1,5.54,0.032,0.098,1.26
Ⅲ类,30.8,8.87,13.11,1373.2,2.9,4.89,0.016,0.06,0.64
Ⅲ类,30.7,8.73,12.34,1175.9,6.2,4.93,0.013,0.052,0.74
Ⅳ类,31.3,8.58,17.66,1397.8,25.6,7.47,0.135,0.101,1.31
Ⅲ类,29.8,7.65,5.45,1056.0,7.0,2.5,0.089,0.114,2.58
Ⅳ类,32.3,7.9,8.91,457.6,17.9,5.69,0.544,0.208,3.05
Ⅴ类,28.9,7.74,7.47,836.0,43.4,5.12,0.201,0.358,7.94
劣Ⅵ类,31.7,8.03,19.77,833.2,30.5,9.02,0.204,0.447,2.82
Ⅲ类,34.4,8.14,8.72,408.6,19.5,4.62,0.185,0.098,3.28
Ⅳ类,30.3,7.54,3.24,358.2,22.7,3.72,0.35,0.12,2.12
Ⅳ类,30.4,7.42,4.89,291.9,32.8,4.55,0.159,0.069,1.27
Ⅱ类,29.1,8.24,10.26,320.3,28.4,2.39,0.071,0.093,1.98
Ⅲ类,31.4,7.51,5.65,531.2,29.1,2.71,0.129,0.123,2.55
Ⅴ类,31.2,7.05,2.7,614.6,53.7,5.02,0.44,0.149,1.76
Ⅳ类,30.2,7.22,3.75,588.5,33.4,3.27,0.051,0.094,0.87
Ⅳ类,31.5,7.51,4.06,572.6,48.6,4.4,0.446,0.189,2.71
Ⅳ类,32.4,7.57,6.24,477.7,38.0,6.22,0.797,0.185,2.29
Ⅳ类,30.7,7.28,3.54,578.0,36.9,4.73,0.73,0.237,3.19
劣Ⅵ类,30.2,7.3,2.56,803.5,54.0,7.56,1.877,0.435,3.8
Ⅳ类,29.2,7.7,4.96,304.8,56.4,1.8,0.02,0.075,1.25
Ⅴ类,29.1,7.54,2.61,382.5,37.8,2.46,0.182,0.126,2.05
Ⅴ类,31.0,7.46,2.4,878.3,45.2,3.5,0.099,0.227,2.22
劣Ⅵ类,28.3,7.26,0.51,904.8,34.4,5.47,1.287,0.328,2.85
劣Ⅵ类,29.4,7.43,1.78,967.4,24.7,7.36,1.018,0.401,3.67
Ⅳ类,30.1,7.67,8.62,729.2,11.1,6.97,1.37,0.178,5.99
Ⅳ类,28.3,7.45,4.11,866.8,67.4,5.13,0.591,0.176,2.61
劣Ⅵ类,28.8,7.31,0.64,1005.3,27.2,7.71,0.86,0.326,5.96
劣Ⅵ类,26.8,7.02,1.26,666.1,9.9,7.11,1.207,0.168,6.65
Ⅳ类,30.8,8.03,9.9,631.8,14.0,4.97,0.034,0.203,4.79
劣Ⅵ类,25.2,7.36,1.76,674.3,78.5,6.66,1.204,0.137,2.63
Ⅲ类,27.6,7.99,13.49,1234.9,44.3,4.69,0.179,0.136,6.26
Ⅳ类,28.6,8.73,15.54,3373.6,37.2,8.31,0.091,0.13,5.23
劣Ⅵ类,26.4,7.36,6.02,625.1,25.8,6.32,0.224,0.475,5.33
Ⅳ类,27.7,7.56,7.51,657.8,48.2,4.54,0.216,0.21,3.77
Ⅴ类,30.1,7.5,2.36,1016.0,13.2,6.86,1.016,0.269,4.53
Ⅳ类,29.2,7.92,7.14,545.2,13.2,6.86,0.734,0.25,6.63
Ⅲ类,30.6,7.51,5.05,361.0,59.3,4.1,0.17,0.123,2.19
Ⅳ类,28.8,7.13,3.46,401.1,34.9,7.51,1.091,0.127,3.72
Ⅴ类,26.8,7.13,2.22,560.5,41.0,5.19,0.475,0.171,2.56
Ⅴ类,28.1,7.3,2.82,492.3,140.5,5.51,0.928,0.224,1.78
劣Ⅵ类,28.0,7.31,0.65,858.3,71.9,6.97,1.223,0.224,3.81
Ⅳ类,29.4,7.32,3.5,669.7,26.3,4.56,0.011,0.171,1.9
Ⅴ类,28.3,7.16,2.23,512.9,32.7,8.22,1.806,0.245,3.8
Ⅳ类,29.4,7.42,4.87,692.8,59.8,3.86,0.038,0.146,2.31
劣Ⅵ类,28.6,7.32,1.7,444.4,9.3,3.66,0.132,0.13,1.55
Ⅴ类,30.2,7.49,2.3,694.3,14.8,7.72,1.734,0.236,4.32
劣Ⅵ类,29.2,7.26,0.25,567.7,19.2,5.86,0.349,0.178,2.7
Ⅴ类,28.2,7.25,2.46,884.7,28.7,9.04,1.192,0.213,4.35
劣Ⅵ类,27.9,7.4,1.92,756.6,20.6,8.51,1.581,0.304,3.68
劣Ⅵ类,26.4,7.15,0.45,812.0,22.5,6.97,1.459,0.291,4.04
Ⅴ类,29.0,7.22,2.43,798.7,13.6,5.83,0.373,0.295,3.02
Ⅲ类,30.2,8.17,7.37,764.7,22.2,3.14,0.037,0.102,1.37
劣Ⅵ类,27.4,7.35,0.22,1304.8,24.2,6.8,1.668,0.454,5.19
Ⅲ类,28.3,7.75,5.35,440.3,206.3,5.8,0.156,0.133,2.9
Ⅳ类,32.5,7.75,5.59,521.9,65.4,6.15,0.386,0.118,2.6
Ⅴ类,28.2,7.14,2.88,691.7,49.1,7.38,1.58,0.218,4.27
Ⅴ类,29.5,7.06,2.4,562.7,36.9,6.23,1.013,0.233,2.74
Ⅳ类,30.8,7.66,4.1,594.5,38.8,4.95,0.942,0.176,2.31
Ⅲ类,29.8,7.62,5.01,271.6,37.4,2.62,0.143,0.079,1.44
劣Ⅵ类,29.0,7.24,1.39,575.4,36.6,7.85,1.958,0.301,3.74
Ⅳ类,29.4,7.54,3.83,303.6,23.9,3.23,0.38,0.116,1.76
Ⅴ类,31.0,7.31,2.55,322.8,4.0,3.09,0.366,0.08,1.15
Ⅴ类,30.3,7.3,2.95,322.0,31.3,3.01,0.064,0.12,2.03
劣Ⅵ类,29.4,7.32,1.41,459.6,26.5,4.56,0.582,0.146,2.52
Ⅱ类,30.6,8.52,9.54,321.9,36.6,2.86,0.01,0.076,1.72
劣Ⅵ类,29.6,7.31,0.89,420.6,6.9,3.54,1.04,0.226,2.35
Ⅱ类,30.2,7.94,6.66,308.7,46.8,2.16,0.023,0.079,1.59
Ⅳ类,30.8,7.16,3.53,370.5,22.3,2.94,0.056,0.12,1.62
Ⅲ类,29.7,8.06,5.17,850.5,22.1,4.27,0.133,0.103,1.91
Ⅴ类,31.9,8.84,15.12,716.7,26.7,10.97,0.094,0.091,2.85
Ⅳ类,30.4,7.74,6.21,663.5,41.2,7.24,0.028,0.261,3.13
Ⅳ类,32.1,7.47,4.64,582.2,17.9,6.81,1.316,0.29,3.38
Ⅳ类,30.4,8.99,23.46,1272.2,12.2,7.58,0.025,0.07,1.45
Ⅴ类,30.8,7.41,4.86,738.1,14.9,9.83,0.531,0.311,4.72
Ⅲ类,30.6,7.59,5.96,244.0,24.2,3.28,0.086,0.075,2.46
Ⅳ类,30.9,7.06,3.94,211.3,57.4,2.96,0.164,0.067,3.06
Ⅱ类,27.8,7.38,9.07,121.0,11.4,1.63,0.018,0.038,1.55
Ⅲ类,16.8,7.11,5.98,145.9,7.5,0.99,0.002,0.016,0.78
Ⅱ类,28.4,7.34,6.0,174.7,16.9,2.74,0.048,0.058,1.9
Ⅴ类,32.2,7.16,2.59,301.0,36.0,2.64,0.131,0.119,2.14
Ⅱ类,29.7,8.89,10.68,106.9,1.5,1.15,0.012,0.042,1.11
Ⅴ类,32.1,7.24,2.76,359.0,29.3,4.93,0.069,0.116,2.95
Ⅲ类,34.0,7.48,5.67,213.5,30.4,2.58,0.068,0.067,2.29
Ⅲ类,32.9,8.29,5.83,128.4,18.6,5.15,0.033,0.05,0.99
Ⅳ类,32.8,7.24,3.85,222.6,45.7,3.77,0.245,0.118,2.56
Ⅱ类,26.4,6.96,7.11,53.9,41.4,1.99,0.017,0.027,0.83
Ⅱ类,27.9,6.48,6.26,77.6,36.1,1.11,0.053,0.046,1.48
Ⅳ类,29.4,7.96,4.22,12360.0,1450.0,1.74,0.283,0.155,1.89
Ⅱ类,31.9,8.22,9.04,69.4,17.4,0.45,0.013,0.023,0.72
Ⅰ类,31.3,8.24,8.78,47.3,5.6,1.95,0.022,0.02,0.84
Ⅳ类,29.6,8.38,3.49,703.2,2153.1,1.44,0.014,0.077,1.69
Ⅳ类,31.8,7.24,3.66,474.6,26.4,5.49,0.484,0.135,2.82
Ⅲ类,30.9,8.07,7.04,575.4,15.1,2.98,0.049,0.103,0.74
Ⅳ类,32.9,7.08,3.37,495.0,23.7,4.54,0.098,0.099,1.83
劣Ⅵ类,32.8,7.18,1.71,453.5,33.9,4.91,0.38,0.156,3.0
劣Ⅵ类,32.6,7.2,1.67,452.3,64.9,5.7,0.318,0.171,3.24
Ⅳ类,31.5,7.24,4.0,499.3,17.5,4.26,0.075,0.146,1.67
Ⅳ类,31.6,7.24,3.29,394.0,30.5,3.33,0.119,0.162,3.0
Ⅴ类,33.1,7.23,2.93,607.9,37.9,6.76,0.754,0.178,4.53
劣Ⅵ类,32.4,7.26,1.61,551.0,15.9,7.33,1.117,0.238,3.55
Ⅳ类,31.7,7.17,3.17,513.6,56.1,4.67,0.117,0.1,2.13
Ⅴ类,32.1,7.37,2.92,491.1,49.0,4.78,0.306,0.194,2.24
Ⅴ类,32.1,7.3,2.38,494.3,59.0,5.98,0.049,0.163,2.72
Ⅳ类,32.3,7.37,3.12,483.4,36.0,6.03,0.072,0.2,2.92
Ⅴ类,30.8,7.11,2.42,309.8,79.9,4.38,0.208,0.155,2.84
Ⅳ类,31.6,7.27,3.7,301.2,32.1,3.16,0.31,0.061,2.0
劣Ⅵ类,33.5,9.19,10.51,271.9,44.0,4.3,0.052,0.061,1.32
Ⅳ类,33.6,7.25,3.64,311.0,47.3,3.6,0.113,0.107,3.14
Ⅲ类,30.6,7.1,5.58,171.7,12.9,1.32,0.035,0.036,3.17
劣Ⅵ类,34.6,9.03,8.95,253.8,33.9,3.33,0.072,0.036,1.9
Ⅱ类,25.1,7.33,7.4,115.6,7.6,1.41,0.031,0.026,1.38
Ⅱ类,28.2,6.43,6.8,164.4,4.0,1.75,0.041,0.027,1.78
Ⅳ类,30.5,6.26,4.96,157.9,1.9,1.91,0.041,0.042,1.96
Ⅲ类,32.3,7.74,5.67,331.7,29.7,4.44,0.034,0.072,1.24
Ⅱ类,32.1,7.82,6.2,371.7,24.6,3.84,0.009,0.062,2.41
Ⅲ类,32.0,7.47,5.45,351.8,23.9,4.48,0.644,0.118,3.2
Ⅲ类,33.0,7.6,7.66,323.9,24.3,4.29,0.339,0.046,1.82
Ⅱ类,31.7,8.56,6.04,337.0,12.4,3.88,0.036,0.048,2.32
Ⅱ类,31.0,7.11,6.69,145.3,16.9,3.18,0.127,0.083,2.44
Ⅴ类,33.6,6.9,2.67,345.7,75.8,3.85,0.056,0.127,3.1
Ⅱ类,31.3,7.25,6.06,180.9,15.7,2.3,0.033,0.04,3.28
Ⅲ类,30.4,7.43,7.04,485.9,17.6,4.28,0.35,0.172,4.71
Ⅳ类,31.3,7.17,4.39,345.4,12.9,3.37,0.134,0.154,2.6
Ⅲ类,31.6,7.15,6.51,297.8,16.8,3.19,0.165,0.148,2.79
Ⅱ类,28.4,7.82,7.44,154.0,21.2,1.87,0.065,0.078,2.1
Ⅱ类,30.2,7.83,9.46,151.7,6.0,1.61,0.024,0.027,1.26
Ⅲ类,30.9,7.3,6.71,264.2,40.1,4.06,0.206,0.188,3.4
Ⅲ类,30.4,7.86,6.69,213.3,37.0,3.83,0.337,0.173,2.08
Ⅲ类,30.7,7.09,6.76,198.7,11.8,2.69,0.008,0.102,1.95
Ⅱ类,29.7,7.48,6.9,179.1,3.8,1.38,0.018,0.045,1.68
Ⅱ类,29.7,7.23,7.31,151.9,23.1,1.7,0.012,0.066,1.56
Ⅱ类,27.4,7.72,8.91,144.9,3.8,1.08,0.01,0.028,1.23
Ⅱ类,28.6,7.3,6.18,166.1,17.9,0.78,0.026,0.048,1.61
Ⅳ类,24.7,6.6,4.95,47.2,24.8,1.14,0.044,0.039,1.12
Ⅱ类,25.7,7.18,7.99,51.6,14.4,2.2,0.027,0.041,0.83
Ⅴ类,31.9,7.21,2.25,974.9,18.5,3.86,0.175,0.121,1.73
Ⅳ类,32.7,7.7,4.1,15083.2,2370.7,3.06,0.052,0.067,1.42
Ⅲ类,31.7,7.63,6.69,1000.6,26.9,5.48,0.162,0.158,2.5
劣Ⅵ类,32.0,9.23,17.88,314.0,24.9,4.44,0.023,0.083,2.48
Ⅲ类,32.3,8.98,10.24,133.1,50.7,4.61,0.062,0.145,2.17
